Molecule,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
CHEMBL215993,5.860741918017212,0.5413880398457973,5.860741918017212,0.5413880398457973,0.37142148874274455,393.4460000000001,374.2940000000002,393.147726848,146,0,0.14120718467821466,-0.4889147365992362,0.4889147365992362,0.14120718467821466,0.8333333333333334,1.7,2.5,16.476999016128502,10.097296051999507,2.0806650392022568,-2.105623509505238,2.288678089675479,-1.973203950238672,5.929578720355248,0.306047230978228,1.352227556672514,1251.0917902993967,20.175151339621053,16.155634860148204,16.155634860148204,14.848469228349538,9.67521693158469,9.67521693158469,6.855156498300091,6.855156498300091,4.806404520772783,4.806404520772783,3.264445413458611,3.264445413458611,-4.119999999999999,18897185.7610405,17.943362777302877,8.089201894894131,3.863911647587342,173.54632502290553,14.470802494859726,30.261824069270837,0.0,0.0,0.0,0.0,0.0,9.967957041894417,0.0,0.0,30.33183534230805,60.160755107851486,16.637061980845353,11.779863713255319,9.154013890853395,22.40817398459965,0.0,9.967957041894417,0.0,6.606881964512918,5.316788604006331,103.08307352056318,0.0,17.07321074385534,10.05365155780638,11.50524905251859,5.749511833283905,0.0,9.967957041894417,6.606881964512918,0.0,5.563451491696996,101.93677296591953,0.0,22.226623842652494,0.0,60.18,0.0,0.0,0.0,0.0,6.606881964512918,45.044836220151986,0.0,12.590483070403598,84.92913895846256,15.284745645900749,9.154013890853395,11.38031614140051,0.0,8.810400145441944,4.309822391572447,3.9079736382093064,2.370402873583114,27.78071087123689,3.232319232043327,0.5413880398457973,0.0,0.04,30,1,5,0,0,0,3,2,5,5,1,5,6,0,0,0,5,6.212400000000004,117.7387,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHEMBL1794057,11.99629099479298,-0.24110865925800962,11.99629099479298,0.13441717582094515,0.5461116424646736,292.298,280.20200000000006,292.096025624,108,0,0.32330810641210017,-0.36080141613694033,0.36080141613694033,0.32330810641210017,0.9545454545454546,1.7727272727272727,2.6818181818181817,16.150744557661753,10.09243142198551,2.2259254036988496,-2.0235688427213536,2.3069282180722093,-2.0467797872059643,6.312249933019604,-0.11037068877084985,1.6783792958013408,980.9745315662859,15.104083527755582,11.435298734444736,11.435298734444736,10.703509938206668,6.800982700555699,6.800982700555699,5.0415453127180445,5.0415453127180445,3.6092031610826543,3.6092031610826543,2.5600772294030953,2.5600772294030953,-3.2799999999999994,210304.3029663218,12.459873630231067,4.627108398443338,1.976646068847693,124.421130984037,20.60153424990708,0.0,0.0,0.0,5.907179729351506,5.689743398203474,4.794537184071822,4.794537184071822,0.0,0.0,18.19910120538483,24.26546827384644,23.138178930884568,16.606505965301793,4.794537184071822,33.88845824402042,0.0,9.967957041894417,0.0,0.0,10.633577208012662,64.712256443024,0.0,0.0,16.323320606216136,11.374772549367124,0.0,0.0,15.875136771245923,4.794537184071822,0.0,5.563451491696996,53.45906155312354,0.0,16.606505965301793,0.0,89.78,0.0,9.589074368143644,0.0,11.59692312755498,11.089805247685529,22.45492475868038,0.0,12.26632195828206,36.39820241076966,20.60153424990708,0.0,0.0,0.0,28.632062130322034,5.9174753452549265,4.263167320277261,-0.13441717582094515,12.9813405923628,1.6737051209372638,0.0,0.0,0.0,22,4,6,0,1,1,2,1,3,3,4,6,2,0,0,0,4,2.2613000000000003,85.59079999999999,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHEMBL272026,12.535938150152234,-3.8015295454670555,12.535938150152234,0.03672367797261633,0.28673701181567984,467.51100000000025,446.3430000000003,467.1375731520001,170,0,0.27631601762859004,-0.3519709955085099,0.3519709955085099,0.27631601762859004,1.1818181818181819,1.9696969696969697,2.6666666666666665,32.23311712195228,10.065654924560148,2.269447541499182,-2.0732781462739127,2.249192052245167,-2.2500458339949203,7.8876177171385535,-0.10961031817959364,1.4282164993313713,1317.1528267583194,23.42407448406448,17.35505554346472,18.171552124392445,15.808681653729208,9.973932750615198,11.52025222853676,7.266051623522146,8.827474680989726,4.9176457469182,5.846876980329764,3.229452596558512,3.744892422532364,-4.029999999999999,33498704.502237078,22.17420996028788,9.221747760122481,5.245275067359703,189.3069487994661,15.200676855804016,0.0,5.711685002770702,10.023291153407584,11.814359458703011,0.0,15.01486576525403,18.540749242884086,5.101407525739723,0.0,0.0,48.88539110215728,36.610102938445294,22.597576099649437,18.00687135247258,38.924108164248416,0.0,14.867866772744893,10.240381263347665,17.86106150435636,17.28733640702929,72.31247968061597,0.0,0.0,21.19834234273099,11.374772549367124,0.0,0.0,42.03967602045379,21.36258474339198,0.0,22.342261790391824,71.18246769847947,0.0,0.0,0.0,160.57,15.930470882759089,18.00687135247258,0.0,16.514348207639983,29.04643193867369,12.965578028838586,24.26546827384644,30.723264851762448,10.763943219404432,26.144754651809976,5.138973737607942,24.639245735086988,0.0,28.83071104597012,14.793211459434527,4.721972483475305,-0.6757237719676314,10.494818363408568,6.019267789440869,1.2280264406183108,-3.8015295454670555,0.14285714285714285,33,5,11,0,1,1,2,1,3,8,4,12,8,0,0,0,4,1.1188999999999998,122.22379999999998,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
CHEMBL1956068,12.79880220143613,-0.3908648011673803,12.79880220143613,0.38955829554043864,0.40219536627501873,385.37900000000013,370.2590000000002,385.10625595999994,142,0,0.2591640216946298,-0.4967427603079961,0.4967427603079961,0.2591640216946298,0.6896551724137931,1.1379310344827587,1.5517241379310345,16.467632370572037,9.964104483808281,2.3446101623050177,-2.0387453929204566,2.425794112346872,-2.1956920972292044,6.387328964624203,0.08804082868641289,1.9190753108510865,1425.3862724970609,19.861078361706785,15.59709477699321,15.59709477699321,14.100886748174158,9.109060905280623,9.109060905280623,7.106276774692825,7.106276774692825,5.692671026469693,5.692671026469693,4.422598792213276,4.422598792213276,-3.9999999999999996,9912685.914220471,16.0,5.287796751353603,1.9092702169625246,163.13031623523293,19.441682949494513,11.49902366656781,0.0,0.0,11.814359458703011,0.0,14.905862972149976,0.0,0.0,0.0,0.0,36.39820241076966,32.578298293091706,36.37989950118158,19.06280027574374,55.426059187027235,0.0,15.284745645900749,0.0,0.0,14.219595082555067,47.52510539416365,0.0,11.49902366656781,14.790514511606428,0.0,11.49902366656781,0.0,36.00191158315249,0.0,0.0,20.715977351537635,36.39820241076966,0.0,43.611699728324226,0.0,96.21,11.814359458703011,9.589074368143644,0.0,0.0,33.39837507889139,32.83925129939463,0.0,14.219595082555067,36.39820241076966,15.284745645900749,9.473725907600098,10.731753846204464,0.0,32.4328195074326,5.551342067691275,4.058571323591166,0.5763477318536856,11.28814411681926,0.0,0.0,3.1943547397408816,0.09090909090909091,29,3,7,0,1,1,3,2,5,4,3,7,2,0,0,0,6,3.8564000000000016,110.06810000000003,0,0,0,0,0,2,2,0,0,0,2,2,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,3,0,10,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHEMBL271595,12.272605074832708,-3.729726162560985,12.272605074832708,0.028728276026256383,0.6107255292471006,372.43100000000004,360.3350000000001,372.035082244,126,0,0.257401414554201,-0.3608634381762479,0.3608634381762479,0.257401414554201,1.16,1.92,2.64,32.233133125147496,10.080260975670745,2.2668681196752556,-2.042592854641607,2.3861591134465683,-2.1138003011859587,7.887618022798836,-0.11037047774117395,1.6900588525882376,1131.9011508142944,17.60408352775558,12.684607470525908,14.31760063238136,11.931671556017463,7.2083170540758035,9.634289343252261,5.414593932366504,7.830786051371359,3.8274387937853307,5.616453166617519,2.6372693427730014,4.0036420932081445,-2.7499999999999996,715286.2433327732,15.758871679247132,5.656263945799018,2.7770338777579404,146.79147832281816,10.633577208012662,0.0,0.0,10.023291153407584,5.907179729351506,0.0,4.794537184071822,18.540749242884086,0.0,11.336785877934737,0.0,36.39820241076966,17.450792656201006,31.883134187973347,13.212334168400758,54.43175447421557,0.0,4.9839785209472085,5.138973737607942,4.895483475517775,10.633577208012662,53.67214806590448,0.0,0.0,15.772550945620605,11.374772549367124,0.0,11.336785877934737,19.30895523462765,14.817828337479405,0.0,5.563451491696996,53.004180049725264,0.0,15.78972516415463,0.0,114.17999999999999,10.023291153407584,13.212334168400758,0.0,10.80266320486928,11.26049080475283,21.467458400465922,23.469520014857956,23.843228300361048,12.13273413692322,15.617555728959871,5.138973737607942,23.494806802457628,1.4723017065973414,16.57108783518367,10.926147423185732,5.282223470204048,-0.20411470143612975,9.667155523572024,1.6034514361300074,0.0,-3.729726162560985,0.0,25,4,7,0,1,1,2,1,3,6,3,9,3,0,0,0,4,2.3487999999999998,97.6646,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
CHEMBL271594,12.141476012096504,-3.737861071968371,12.141476012096504,0.010067572503470235,0.727184435187834,358.4230000000001,340.27900000000017,358.109961436,130,0,0.27631576181091067,-0.3199207638717246,0.3199207638717246,0.27631576181091067,1.12,1.8,2.4,32.23311645275027,9.999136725964226,2.261494447534669,-2.068190182662435,2.2763198051048974,-2.1554602827367346,7.887609829733779,-0.1096059590952499,1.8445595756473536,963.8875225143975,18.189869965382485,13.776359180062045,14.59285576098977,11.753038761063381,7.67727422942524,9.2235937073468,6.055446112260116,7.616869169727701,3.9083418713602045,4.837573104771773,2.4853239609310727,3.0007637869049253,-2.709999999999999,401950.0915277052,17.124045051551334,6.303111486359907,3.542431725511293,145.53474830679752,5.316788604006331,0.0,5.711685002770702,10.023291153407584,5.907179729351506,0.0,10.220328581182207,13.556770721936878,5.101407525739723,0.0,25.98020853630447,41.81319288016644,5.563451491696996,16.270256024884898,13.212334168400758,33.01692843489691,0.0,0.0,10.240381263347665,24.660863921060415,10.742580001116716,53.59147246262526,0.0,0.0,15.881553738724659,11.374772549367124,0.0,0.0,20.036661716451146,14.817828337479405,0.0,30.892283428936633,52.46146048048877,0.0,0.0,0.0,113.65,10.023291153407584,13.212334168400758,0.0,16.514348207639983,11.605292320844956,16.814289258077554,24.26546827384644,0.0,18.19910120538483,29.691461926237686,5.138973737607942,22.4874052015333,0.0,12.151543584599974,12.01488675217731,6.179315039809945,0.0724228571265213,11.581775088287534,0.0,4.16717921510046,-3.737861071968371,0.17647058823529413,25,4,7,0,1,1,2,0,2,5,3,8,4,0,0,0,3,2.2257,97.13560000000001,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CHEMBL272165,12.551451188700987,-3.8031746088173066,12.551451188700987,0.03974257729886799,0.41637318601094775,450.4800000000002,432.3360000000003,450.111024056,162,0,0.2763160176285991,-0.3479597423305806,0.3479597423305806,0.2763160176285991,1.0625,1.78125,2.46875,32.23311703236876,10.064568959957647,2.2696578702607813,-2.069595105046827,2.2497957585794417,-2.22675062952538,7.887617497896064,-0.109610069226583,1.5112142741008108,1322.1556697292694,22.716967702877934,16.570978654781293,17.38747523570902,15.308681653729208,9.40554419822027,10.951863676141832,6.89422679693137,8.455649854398953,4.682233406939892,5.611464640351457,3.0298800372274153,3.5453198632012666,-4.089999999999999,18373008.014804922,21.15384032665566,8.571048215849093,4.632728215901846,183.15793266306324,10.633577208012662,0.0,5.711685002770702,10.023291153407584,11.814359458703011,0.0,19.998844286201237,13.556770721936878,5.101407525739723,0.0,0.0,60.160755107851486,30.06534653253272,16.270256024884898,18.00687135247258,38.924108164248416,0.0,10.30076712495354,10.240381263347665,11.440239881430351,10.742580001116716,83.68134523447165,0.0,0.0,21.19834234273099,11.374772549367124,0.0,0.0,30.92781996674986,21.36258474339198,0.0,21.48489165916281,76.98788176063816,0.0,0.0,0.0,155.64,15.930470882759089,18.00687135247258,0.0,16.514348207639983,29.04643193867369,5.563451491696996,24.26546827384644,42.725522485534206,0.0,26.144754651809976,5.138973737607942,22.694061545688776,0.0,28.794127038557924,14.730986886758613,5.5581353281836146,-0.7242102708665654,14.036344571776105,3.290479534941061,0.3399166404444456,-3.8031746088173066,0.047619047619047616,32,5,10,0,1,1,2,1,3,7,4,11,6,0,0,0,4,1.4272999999999996,118.45379999999997,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
CHEMBL272028,12.494017562472717,-3.80216063304499,12.494017562472717,0.03925882293110794,0.3310765003776643,453.4840000000002,434.3320000000003,453.1219230880001,164,0,0.27631601762859004,-0.3516456391684274,0.3516456391684274,0.27631601762859004,1.15625,1.9375,2.625,32.23311704305717,10.065321642824632,2.269609902958462,-2.063856813640552,2.249145808198794,-2.2554162364850194,7.887617122476798,-0.10961021934410915,1.4732542758124998,1300.2260454049972,22.716967702877934,16.623384897588586,17.439881478516313,15.308681653729208,9.492960574151233,11.039280052072796,6.922528812496076,8.483951869963658,4.701358880682278,5.630590114093843,3.0786286003682086,3.59406842634206,-4.029999999999999,20476771.072314825,21.211527704636513,8.607476352080825,4.656362454858945,182.73203519847414,15.617555728959871,0.0,5.711685002770702,10.023291153407584,11.814359458703011,0.0,15.01486576525403,18.540749242884086,5.101407525739723,0.0,0.0,42.46456947923127,30.28932458384565,28.291504094497903,18.00687135247258,38.924108164248416,0.0,15.284745645900749,10.240381263347665,11.316305098443785,17.28733640702929,71.80956410385136,0.0,0.0,21.19834234273099,11.374772549367124,0.0,0.0,42.45655489360965,21.238649960405414,0.0,21.615368162314276,64.98562412686638,0.0,0.0,0.0,171.42999999999998,15.930470882759089,18.00687135247258,0.0,16.514348207639983,35.467253561599705,5.693927994848461,24.26546827384644,30.723264851762448,0.0,31.128733172757183,5.138973737607942,22.687366432593763,0.0,31.74708864793195,14.722203411866019,5.504187946236261,-0.709886130333911,10.436350763837737,3.9198403278761345,0.4116758997037051,-3.80216063304499,0.1,32,6,11,0,1,1,2,1,3,7,5,12,7,0,0,0,4,0.7979,117.67149999999998,0,0,0,0,0,2,1,0,0,0,2,2,0,0,0,2,4,1,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CHEMBL410072,12.474722163757678,-3.8072636338495234,12.474722163757678,0.04658529273471568,0.39674173794896994,445.50100000000026,422.3170000000003,445.141989836,164,0,0.27631601762859004,-0.3957498016543063,0.3957498016543063,0.27631601762859004,1.1935483870967742,1.8709677419354838,2.4838709677419355,32.23311696655732,9.946127586400609,2.27427851023514,-2.213858100991659,2.2515532229508732,-2.3561816683802554,7.887615733141219,-0.10961058392687552,1.7936889326732008,1156.983069167885,22.811190308942123,16.968684359209334,17.78518094013706,14.498150344710712,9.314910639479766,10.861230117401329,7.861092356349062,9.422515413816644,4.6353376754029085,5.564568908814473,2.722357425588551,3.2377972515624025,-3.2799999999999994,5960782.720254989,22.40621625978853,8.456018780679535,5.2590968791243675,179.1351926858352,15.740104602853368,0.0,5.711685002770702,10.023291153407584,11.814359458703011,0.0,15.01486576525403,13.556770721936878,5.101407525739723,0.0,13.847474399381248,42.46456947923127,29.693531823216265,16.270256024884898,23.113398747313283,38.924108164248416,0.0,5.316788604006331,15.655371732744445,18.742957874899023,23.89421837154221,53.59147246262526,0.0,0.0,21.19834234273099,11.374772549367124,0.0,0.0,44.202007211068846,14.817828337479405,5.41499046939678,29.768914566847062,52.46146048048877,0.0,0.0,0.0,162.98,21.34546135215587,23.113398747313283,0.0,29.66598657806548,22.501675532761116,0.0,24.26546827384644,18.19910120538483,13.847474399381248,21.160776130862768,5.138973737607942,22.65766281738363,0.0,24.737317514597095,23.94330434033667,4.0766252488751045,-0.7803759764866363,10.312482875116942,0.0,3.8602468140267194,-3.8072636338495234,0.25,31,6,10,0,1,1,2,0,2,7,5,11,7,0,0,0,3,0.8505999999999998,116.2466,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CHEMBL1794056,12.024073937860013,-0.09913366208640362,12.024073937860013,0.09913366208640362,0.7297285581575549,303.325,290.221,303.112010036,112,0,0.25734655555861663,-0.36086337281389985,0.36086337281389985,0.25734655555861663,1.0869565217391304,1.9130434782608696,2.6956521739130435,16.150059441645837,10.092537968319501,2.225541737931889,-2.045022092737843,2.3061439983334386,-2.047679174836527,6.31211416410258,-0.11037083886181132,1.5597071520034669,881.6119004450313,15.6480536021256,12.100742038049624,12.100742038049624,11.309663088089316,7.136594245395725,7.136594245395725,5.088983079471508,5.088983079471508,3.6438301314285995,3.6438301314285995,2.4896912993512186,2.4896912993512186,-3.4099999999999993,444410.7802399936,13.266634174531035,5.415547230079499,2.4616878232369617,132.0331115942686,10.633577208012662,12.654640149529083,0.0,0.0,5.907179729351506,0.0,4.794537184071822,9.665781456092393,5.098681808301038,0.0,18.19910120538483,30.33183534230805,23.138178930884568,11.26049080475283,4.794537184071822,22.855056808787896,0.0,14.76446326439343,0.0,0.0,10.633577208012662,72.94898307873942,0.0,5.687386274683562,10.633577208012662,11.374772549367124,0.0,0.0,20.671642993744936,4.794537184071822,0.0,5.563451491696996,67.38553158704241,0.0,11.26049080475283,0.0,71.84,0.0,4.794537184071822,0.0,5.907179729351506,5.573104530069267,22.625610315747682,6.3273200747645415,17.209077899730175,48.53093654769288,20.716237537260906,0.0,1.6834387860082305,0.0,15.945649410543648,10.088285028653548,4.180993580934058,-0.09913366208640362,15.337100325884737,4.863666530062183,0.0,0.0,0.0,23,2,6,0,1,1,2,1,3,5,2,6,3,0,0,0,4,2.6724000000000006,88.0304,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHEMBL531804,4.714350588618265,0.7443280848840915,4.714350588618265,0.7443280848840915,0.46163410267980265,395.4700000000001,374.3020000000002,395.18584367200003,148,0,0.14138079876370255,-0.36272544546512664,0.36272544546512664,0.14138079876370255,0.9333333333333333,1.8,2.6333333333333333,15.131783578545265,10.144336569154277,2.092260758684124,-2.1296090009152553,2.264692281006948,-2.1014589014151945,5.922443815335845,1.0385348727601709,1.4600253946134139,1325.749955098526,20.501424753254113,16.794027719772227,16.794027719772227,14.652999680989849,9.732514305947804,9.732514305947804,7.379154703305668,7.379154703305668,4.9735256886552985,4.9735256886552985,3.442064001454107,3.442064001454107,-3.999999999999999,13123682.434373237,18.055555555555557,7.43801652892562,3.526666666666667,173.40119513689697,15.200676855804016,23.78745012843453,0.0,0.0,0.0,0.0,0.0,19.935914083788834,0.0,0.0,30.33183534230805,29.828919765543436,31.58977607742875,22.74694572446186,0.0,39.259438197667194,0.0,24.91989260473604,0.0,6.4208216229260096,24.31204230021119,78.50932325222904,0.0,0.0,10.216698334856808,17.323111830353618,0.0,0.0,39.01523657009042,6.4208216229260096,0.0,11.387855989696924,67.12146726253211,0.0,21.936326367313583,0.0,82.62,0.0,0.0,0.0,0.0,0.0,51.504664318593136,5.563451491696996,12.524163646377618,55.39345610697452,43.45180389317999,4.9839785209472085,0.0,0.0,23.310069539696876,4.340893111527096,4.886313570901623,2.5475307406985106,18.39781697808988,4.092251324189802,0.0,3.9251247348962135,0.13043478260869565,30,2,7,0,0,0,2,3,5,6,2,7,5,0,0,0,5,4.3015000000000025,120.2844,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,5,2,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CHEMBL1880739,12.129011164651047,-0.11822231670445937,12.129011164651047,0.11822231670445937,0.4099401317299727,520.9460000000001,512.8820000000002,518.7966506959999,106,0,0.2558866326483233,-0.5055808208660677,0.5055808208660677,0.2558866326483233,1.1428571428571428,1.8095238095238095,2.4761904761904763,126.91270441701302,10.040062520716914,2.237779297402624,-2.0373484962502424,2.370575677897043,-2.0297730651367476,14.111917840270104,-0.11032585963884385,2.1280953886879463,779.2508937387564,15.14589989101247,10.453456920129257,15.78294828953499,9.952397498181151,5.964762331777214,8.629508016480079,4.535199767527387,7.489505785063236,3.114839138772233,4.99480674862683,2.138687327311702,3.8517570158949668,-0.8600000000000001,65889.84322150359,15.051788250673834,5.734710394518746,2.8860171727762456,151.39044085121148,10.423315998847038,5.749511833283905,0.0,0.0,5.907179729351506,0.0,4.794537184071822,0.0,0.0,0.0,0.0,96.4220653638057,20.39412456751522,8.945439031664828,9.901064578912528,77.69444906390497,0.0,0.0,0.0,0.0,5.316788604006331,53.97435962843226,0.0,5.749511833283905,5.316788604006331,5.687386274683562,5.749511833283905,54.45075842296676,11.013707124192212,4.794537184071822,3.5701822710653963,11.126902983393991,39.27727437397288,0.0,11.64912463690315,0.0,49.33,0.0,9.901064578912528,0.0,11.65669156263541,14.518543561734095,20.38447152914295,0.0,12.13273413692322,24.27512131221871,59.76754702697309,0.0,2.2192674477198295,8.809377990705517,12.129011164651047,12.595214407439336,3.159456148694047,0.02341847547661069,9.372541402350656,1.811712962962963,0.0,0.0,0.0,21,2,3,0,1,1,2,0,2,2,2,6,1,0,0,0,3,5.0145000000000035,99.16650000000001,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
