Kin-Method,MSE,MAE,R2,Emission(kW)
RDKitECFPMorganFP/EPHA3_PLS,544.907446,15.161771,-0.065081,6.008410e-07
RDKitECFPMorganFP/EPHA3_PLS-SKLEARN,521.097600,14.784646,-0.018542,7.890569e-08
RDKitECFPMorganFP/EPHA3_XGBoost,592.317555,15.987152,-0.157749,3.325854e-06
RDKitECFPMorganFP/EPHA3_CatBoost,535.237524,14.416190,-0.046180,2.843302e-06
RDKitECFPMorganFP/EPHA3_DNN,522.188213,16.385899,-0.020674,1.673341e-05
RDKitECFPMorganFP/EPHA4_Linear-SVR,369.240636,12.751043,0.024485,2.495534e-08
RDKitECFPMorganFP/EPHA4_RBF-SVR,428.103780,11.920711,-0.131028,3.397063e-08
RDKitECFPMorganFP/EPHA4_DecisionTree,501.468900,13.648616,-0.324855,8.103034e-09
RDKitECFPMorganFP/EPHA4_ExtraTrees,533.590735,15.204593,-0.409720,1.073319e-06
RDKitECFPMorganFP/EPHA4_RandomForest,337.116764,12.664010,0.109355,8.778124e-07
RDKitECFPMorganFP/EPHA4_KNeighbors,406.024612,13.668169,-0.072696,9.873854e-09
RDKitECFPMorganFP/EPHA4_PLS,348.500566,13.561201,0.079279,6.156412e-07
RDKitECFPMorganFP/EPHA4_PLS-SKLEARN,348.500566,13.561201,0.079279,5.208401e-08
RDKitECFPMorganFP/EPHA4_XGBoost,438.296615,14.791714,-0.157957,3.457846e-06
RDKitECFPMorganFP/EPHA4_CatBoost,346.644331,12.862031,0.084183,2.842199e-06
RDKitECFPMorganFP/EPHA4_DNN,324.913916,13.024096,0.141594,1.664295e-05
RDKitECFPMorganFP/EPHA5_Linear-SVR,274.947256,7.835818,0.070177,2.573326e-08
RDKitECFPMorganFP/EPHA5_RBF-SVR,321.555607,6.030018,-0.087444,3.240864e-08
RDKitECFPMorganFP/EPHA5_DecisionTree,623.983123,11.528795,-1.110200,7.332801e-09
RDKitECFPMorganFP/EPHA5_ExtraTrees,322.254785,9.320057,-0.089808,1.121624e-06
RDKitECFPMorganFP/EPHA5_RandomForest,295.253985,9.327184,0.001504,9.211281e-07
RDKitECFPMorganFP/EPHA5_KNeighbors,443.485369,10.980188,-0.499789,1.777396e-08
RDKitECFPMorganFP/EPHA5_PLS,310.208971,10.345294,-0.049071,6.061427e-07
RDKitECFPMorganFP/EPHA5_PLS-SKLEARN,415.934140,12.711666,-0.406615,5.434677e-08
RDKitECFPMorganFP/EPHA5_XGBoost,422.044536,11.409906,-0.427279,3.328315e-06
RDKitECFPMorganFP/EPHA5_CatBoost,298.290536,9.296002,-0.008765,2.848982e-06
RDKitECFPMorganFP/EPHA5_DNN,277.252292,8.331698,0.062382,1.683878e-05
RDKitECFPMorganFP/EPHA6_Linear-SVR,498.190046,14.676261,0.159852,2.237459e-08
RDKitECFPMorganFP/EPHA6_RBF-SVR,669.349035,14.742751,-0.128790,3.516396e-08
RDKitECFPMorganFP/EPHA6_DecisionTree,806.733010,17.679661,-0.360474,9.884033e-09
RDKitECFPMorganFP/EPHA6_ExtraTrees,514.955970,15.956486,0.131578,1.145925e-06
RDKitECFPMorganFP/EPHA6_RandomForest,497.909882,15.132780,0.160325,8.720269e-07
RDKitECFPMorganFP/EPHA6_KNeighbors,548.937162,14.983380,0.074273,1.576636e-08
RDKitECFPMorganFP/EPHA6_PLS,473.736769,15.605916,0.201090,6.132893e-07
RDKitECFPMorganFP/EPHA6_PLS-SKLEARN,473.736769,15.605916,0.201090,8.207883e-08
RDKitECFPMorganFP/EPHA6_XGBoost,595.746405,17.241692,-0.004667,3.344598e-06
RDKitECFPMorganFP/EPHA6_CatBoost,527.923088,15.524581,0.109711,2.823960e-06
RDKitECFPMorganFP/EPHA6_DNN,479.519834,16.053745,0.191338,1.877384e-05
RDKitECFPMorganFP/EPHA7_Linear-SVR,368.718242,10.260805,-0.008909,2.476256e-08
RDKitECFPMorganFP/EPHA7_RBF-SVR,427.509326,9.412333,-0.169777,3.569720e-08
RDKitECFPMorganFP/EPHA7_DecisionTree,443.229862,10.451148,-0.212793,9.002965e-09
RDKitECFPMorganFP/EPHA7_ExtraTrees,440.887436,11.175277,-0.206383,1.133231e-06
RDKitECFPMorganFP/EPHA7_RandomForest,313.321244,9.938530,0.142671,8.946837e-07
RDKitECFPMorganFP/EPHA7_KNeighbors,420.397429,10.743756,-0.150317,9.850239e-09
RDKitECFPMorganFP/EPHA7_PLS,374.932077,10.997598,-0.025912,6.057715e-07
RDKitECFPMorganFP/EPHA7_PLS-SKLEARN,352.286694,11.383391,0.036052,5.106669e-08
RDKitECFPMorganFP/EPHA7_XGBoost,385.217399,12.003516,-0.054055,3.325264e-06
RDKitECFPMorganFP/EPHA7_CatBoost,384.229352,10.185993,-0.051352,2.825911e-06
RDKitECFPMorganFP/EPHA7_DNN,342.327295,11.294248,0.063303,1.778237e-05
RDKitECFPMorganFP/EPHA8_Linear-SVR,577.190494,15.631582,0.121036,2.354613e-08
RDKitECFPMorganFP/EPHA8_RBF-SVR,792.980125,16.608028,-0.207575,3.187660e-08
RDKitECFPMorganFP/EPHA8_DecisionTree,711.838917,16.171738,-0.084011,7.380478e-09
RDKitECFPMorganFP/EPHA8_ExtraTrees,582.778854,15.872619,0.112526,1.140240e-06
RDKitECFPMorganFP/EPHA8_RandomForest,554.906839,15.711565,0.154970,8.731394e-07
RDKitECFPMorganFP/EPHA8_KNeighbors,629.432462,16.239249,0.041480,9.495901e-09
RDKitECFPMorganFP/EPHA8_PLS,553.950314,16.456795,0.156427,6.071794e-07
RDKitECFPMorganFP/EPHA8_PLS-SKLEARN,510.535574,16.175628,0.222540,5.215133e-08
RDKitECFPMorganFP/EPHA8_XGBoost,598.429032,16.995368,0.088693,3.509610e-06
RDKitECFPMorganFP/EPHA8_CatBoost,614.231283,16.130770,0.064629,2.800764e-06
RDKitECFPMorganFP/EPHA8_DNN,542.604309,17.103272,0.173705,1.725251e-05
RDKitECFPMorganFP/EPHB1_Linear-SVR,388.007839,12.535884,-0.072400,2.343485e-08
RDKitECFPMorganFP/EPHB1_RBF-SVR,412.235979,11.837293,-0.139363,3.259528e-08
RDKitECFPMorganFP/EPHB1_DecisionTree,562.982506,13.608090,-0.556005,7.354383e-09
RDKitECFPMorganFP/EPHB1_ExtraTrees,377.961439,12.826120,-0.044633,1.146167e-06
RDKitECFPMorganFP/EPHB1_RandomForest,339.877908,11.918843,0.060625,8.927812e-07
RDKitECFPMorganFP/EPHB1_KNeighbors,404.305010,13.058216,-0.117443,8.573132e-09
RDKitECFPMorganFP/EPHB1_PLS,352.592369,12.854097,0.025484,6.191176e-07
RDKitECFPMorganFP/EPHB1_PLS-SKLEARN,352.592369,12.854097,0.025484,5.015750e-08
RDKitECFPMorganFP/EPHB1_XGBoost,441.154384,13.925560,-0.219289,3.341150e-06
RDKitECFPMorganFP/EPHB1_CatBoost,386.597684,12.448346,-0.068502,2.787901e-06
RDKitECFPMorganFP/EPHB1_DNN,341.740034,11.494336,0.055478,1.737598e-05
RDKitECFPMorganFP/EPHB2_Linear-SVR,410.498521,11.725124,-0.036467,2.537503e-08
RDKitECFPMorganFP/EPHB2_RBF-SVR,479.865793,10.961104,-0.211612,3.298044e-08
RDKitECFPMorganFP/EPHB2_DecisionTree,483.209089,12.590188,-0.220054,9.807789e-09
RDKitECFPMorganFP/EPHB2_ExtraTrees,475.480004,13.865646,-0.200538,1.189705e-06
RDKitECFPMorganFP/EPHB2_RandomForest,343.641473,12.091319,0.132340,8.936762e-07
RDKitECFPMorganFP/EPHB2_KNeighbors,422.867315,12.362347,-0.067697,9.126323e-09
RDKitECFPMorganFP/EPHB2_PLS,345.585262,12.309103,0.127433,6.069689e-07
RDKitECFPMorganFP/EPHB2_PLS-SKLEARN,345.585262,12.309103,0.127433,5.050083e-08
RDKitECFPMorganFP/EPHB2_XGBoost,420.878789,13.440552,-0.062676,3.324182e-06
RDKitECFPMorganFP/EPHB2_CatBoost,370.161501,11.977617,0.065380,2.807014e-06
RDKitECFPMorganFP/EPHB2_DNN,355.055382,13.130963,0.103521,1.736393e-05
RDKitECFPMorganFP/EPHB3_Linear-SVR,250.000556,11.093779,-0.232795,2.331035e-08
RDKitECFPMorganFP/EPHB3_RBF-SVR,223.550492,9.555389,-0.102365,3.323255e-08
RDKitECFPMorganFP/EPHB3_DecisionTree,356.482229,10.995206,-0.757873,9.972451e-09
RDKitECFPMorganFP/EPHB3_ExtraTrees,241.226821,10.743587,-0.189530,1.170343e-06
RDKitECFPMorganFP/EPHB3_RandomForest,206.221021,10.006556,-0.016910,8.827920e-07
RDKitECFPMorganFP/EPHB3_KNeighbors,245.565003,10.749296,-0.210922,1.125847e-08
RDKitECFPMorganFP/EPHB3_PLS,271.413506,12.104625,-0.338385,6.143504e-07
RDKitECFPMorganFP/EPHB3_PLS-SKLEARN,271.413506,12.104625,-0.338385,5.036120e-08
RDKitECFPMorganFP/EPHB3_XGBoost,328.445222,12.995445,-0.619618,3.381341e-06
RDKitECFPMorganFP/EPHB3_CatBoost,203.149072,9.775481,-0.001762,2.817977e-06
RDKitECFPMorganFP/EPHB3_DNN,212.198863,9.663948,-0.046388,1.713555e-05
RDKitECFPMorganFP/EPHB4_Linear-SVR,365.812879,12.829980,-0.050008,2.340557e-08
RDKitECFPMorganFP/EPHB4_RBF-SVR,369.064542,12.197121,-0.059341,3.373960e-08
RDKitECFPMorganFP/EPHB4_DecisionTree,487.888167,13.341112,-0.400405,7.646844e-09
RDKitECFPMorganFP/EPHB4_ExtraTrees,397.704867,13.265546,-0.141549,1.129852e-06
RDKitECFPMorganFP/EPHB4_RandomForest,318.259888,11.982176,0.086486,8.775288e-07
RDKitECFPMorganFP/EPHB4_KNeighbors,366.165536,12.927136,-0.051020,1.854369e-08
RDKitECFPMorganFP/EPHB4_PLS,324.652463,12.684700,0.068137,6.139825e-07
RDKitECFPMorganFP/EPHB4_PLS-SKLEARN,324.652463,12.684700,0.068137,5.366510e-08
RDKitECFPMorganFP/EPHB4_XGBoost,401.259441,13.831034,-0.151751,3.342147e-06
RDKitECFPMorganFP/EPHB4_CatBoost,339.109342,12.342326,0.026641,2.822245e-06
RDKitECFPMorganFP/EPHB4_DNN,312.693437,12.218496,0.102463,1.685491e-05
RDKitECFPMorganFP/EPHB6_Linear-SVR,896.153804,22.654914,0.164766,2.399332e-08
RDKitECFPMorganFP/EPHB6_RBF-SVR,1187.792214,25.041196,-0.107047,3.200893e-08
RDKitECFPMorganFP/EPHB6_DecisionTree,1064.265444,24.454232,0.008083,8.920935e-09
RDKitECFPMorganFP/EPHB6_ExtraTrees,1044.186262,24.980792,0.026797,1.061217e-06
RDKitECFPMorganFP/EPHB6_RandomForest,854.682463,23.144640,0.203418,8.423071e-07
RDKitECFPMorganFP/EPHB6_KNeighbors,979.413209,23.737277,0.087167,9.068708e-09
RDKitECFPMorganFP/EPHB6_PLS,874.858084,22.601859,0.184614,5.761950e-07
RDKitECFPMorganFP/EPHB6_PLS-SKLEARN,894.064087,23.381776,0.166714,4.961738e-08
RDKitECFPMorganFP/EPHB6_XGBoost,841.850226,22.750666,0.215378,3.192849e-06
RDKitECFPMorganFP/EPHB6_CatBoost,791.782643,21.697727,0.262042,2.741203e-06
RDKitECFPMorganFP/EPHB6_DNN,840.877899,24.127993,0.216284,1.657929e-05
RDKitECFPMorganFP/ERBB2_Linear-SVR,541.357259,18.179997,0.214435,2.194637e-08
RDKitECFPMorganFP/ERBB2_RBF-SVR,746.582602,19.132875,-0.083368,3.204947e-08
RDKitECFPMorganFP/ERBB2_DecisionTree,605.752410,18.137196,0.120991,6.659516e-09
RDKitECFPMorganFP/ERBB2_ExtraTrees,602.198100,18.563494,0.126149,1.050622e-06
RDKitECFPMorganFP/ERBB2_RandomForest,516.558818,17.894255,0.250420,8.320273e-07
RDKitECFPMorganFP/ERBB2_KNeighbors,682.174843,20.015023,0.010094,8.771767e-09
RDKitECFPMorganFP/ERBB2_PLS,531.756057,18.272441,0.228367,5.858812e-07
RDKitECFPMorganFP/ERBB2_PLS-SKLEARN,505.785506,17.871455,0.266053,4.888195e-08
RDKitECFPMorganFP/ERBB2_XGBoost,528.409515,17.629636,0.233223,3.153587e-06
RDKitECFPMorganFP/ERBB2_CatBoost,472.157784,17.155194,0.314850,2.727199e-06
RDKitECFPMorganFP/ERBB2_DNN,523.239787,18.436636,0.240725,1.649448e-05
RDKitECFPMorganFP/ERBB3_Linear-SVR,448.375991,14.144043,0.164490,2.302306e-08
RDKitECFPMorganFP/ERBB3_RBF-SVR,647.080378,13.816570,-0.205778,3.190232e-08
RDKitECFPMorganFP/ERBB3_DecisionTree,698.123033,17.253160,-0.300892,8.107751e-09
RDKitECFPMorganFP/ERBB3_ExtraTrees,492.492709,15.635141,0.082283,1.013014e-06
RDKitECFPMorganFP/ERBB3_RandomForest,426.097222,14.802860,0.206005,8.274999e-07
RDKitECFPMorganFP/ERBB3_KNeighbors,587.953750,16.768075,-0.095601,1.813232e-08
RDKitECFPMorganFP/ERBB3_PLS,395.196016,14.686361,0.263587,6.002578e-07
RDKitECFPMorganFP/ERBB3_PLS-SKLEARN,395.196016,14.686361,0.263587,4.534409e-08
RDKitECFPMorganFP/ERBB3_XGBoost,430.851987,14.537011,0.197145,3.267729e-06
RDKitECFPMorganFP/ERBB3_CatBoost,392.917544,14.508905,0.267832,2.778164e-06
RDKitECFPMorganFP/ERBB3_DNN,432.207290,16.788459,0.194619,1.642817e-05
RDKitECFPMorganFP/ERBB4_Linear-SVR,410.524187,15.493314,0.312343,2.270023e-08
RDKitECFPMorganFP/ERBB4_RBF-SVR,708.950342,17.855866,-0.187542,3.205735e-08
RDKitECFPMorganFP/ERBB4_DecisionTree,481.329736,16.306120,0.193738,6.743745e-09
RDKitECFPMorganFP/ERBB4_ExtraTrees,445.391196,16.037022,0.253938,9.834944e-07
RDKitECFPMorganFP/ERBB4_RandomForest,407.882628,15.941692,0.316768,8.281292e-07
RDKitECFPMorganFP/ERBB4_KNeighbors,559.677502,17.746291,0.062500,9.384150e-09
RDKitECFPMorganFP/ERBB4_PLS,396.572524,15.510748,0.335713,5.772382e-07
RDKitECFPMorganFP/ERBB4_PLS-SKLEARN,474.825444,17.220642,0.204634,4.935224e-08
RDKitECFPMorganFP/ERBB4_XGBoost,433.832049,15.764485,0.273300,3.279398e-06
RDKitECFPMorganFP/ERBB4_CatBoost,394.032765,15.915135,0.339967,2.751114e-06
RDKitECFPMorganFP/ERBB4_DNN,428.315340,16.941808,0.282541,1.605489e-05
RDKitECFPMorganFP/ERK1_Linear-SVR,212.120280,6.441595,-0.034688,2.241585e-08
RDKitECFPMorganFP/ERK1_RBF-SVR,226.905595,5.192465,-0.106808,2.901462e-08
RDKitECFPMorganFP/ERK1_DecisionTree,219.719706,6.276232,-0.071757,8.314729e-09
RDKitECFPMorganFP/ERK1_ExtraTrees,233.991727,6.797940,-0.141373,1.041716e-06
RDKitECFPMorganFP/ERK1_RandomForest,207.728941,6.436082,-0.013268,8.291003e-07
RDKitECFPMorganFP/ERK1_KNeighbors,201.551476,5.957653,0.016865,8.134570e-09
RDKitECFPMorganFP/ERK1_PLS,197.269482,6.651936,0.037752,5.725345e-07
RDKitECFPMorganFP/ERK1_PLS-SKLEARN,222.528342,7.747352,-0.085457,5.001520e-08
RDKitECFPMorganFP/ERK1_XGBoost,207.872524,7.391164,-0.013968,3.298582e-06
RDKitECFPMorganFP/ERK1_CatBoost,204.107923,6.358730,0.004395,2.700747e-06
RDKitECFPMorganFP/ERK1_DNN,202.326293,6.800767,0.013085,1.622585e-05
RDKitECFPMorganFP/ERK2_Linear-SVR,136.536934,6.871590,0.099788,2.401378e-08
RDKitECFPMorganFP/ERK2_RBF-SVR,179.502451,6.160419,-0.183492,3.077426e-08
RDKitECFPMorganFP/ERK2_DecisionTree,144.040468,7.335485,0.050316,6.665221e-09
RDKitECFPMorganFP/ERK2_ExtraTrees,164.409512,7.798178,-0.083981,9.994349e-07
RDKitECFPMorganFP/ERK2_RandomForest,149.944741,7.680154,0.011388,8.298116e-07
RDKitECFPMorganFP/ERK2_KNeighbors,189.036995,8.392488,-0.246354,9.762665e-09
RDKitECFPMorganFP/ERK2_PLS,138.233605,7.525102,0.088601,5.733983e-07
RDKitECFPMorganFP/ERK2_PLS-SKLEARN,160.895304,8.358346,-0.060811,4.933034e-08
RDKitECFPMorganFP/ERK2_XGBoost,150.252723,8.296819,0.009357,3.191465e-06
RDKitECFPMorganFP/ERK2_CatBoost,144.224404,7.407711,0.049103,2.690094e-06
RDKitECFPMorganFP/ERK2_DNN,143.655850,7.880530,0.052851,1.609778e-05
RDKitECFPMorganFP/ERK3_Linear-SVR,288.697106,8.475164,-0.018989,2.321690e-08
RDKitECFPMorganFP/ERK3_RBF-SVR,314.489248,6.674023,-0.110025,3.023329e-08
RDKitECFPMorganFP/ERK3_DecisionTree,348.189393,8.958670,-0.228973,8.079793e-09
RDKitECFPMorganFP/ERK3_ExtraTrees,238.824551,8.216302,0.157042,1.037699e-06
RDKitECFPMorganFP/ERK3_RandomForest,272.045063,8.592699,0.039787,8.177262e-07
RDKitECFPMorganFP/ERK3_KNeighbors,285.862770,8.273709,-0.008985,9.491369e-09
RDKitECFPMorganFP/ERK3_PLS,254.753855,9.199388,0.100818,5.730726e-07
RDKitECFPMorganFP/ERK3_PLS-SKLEARN,254.753855,9.199388,0.100818,4.712039e-08
RDKitECFPMorganFP/ERK3_XGBoost,275.046990,9.960658,0.029191,3.365437e-06
RDKitECFPMorganFP/ERK3_CatBoost,258.435618,8.666256,0.087823,2.692820e-06
RDKitECFPMorganFP/ERK3_DNN,281.304423,10.777960,0.007105,1.655058e-05
RDKitECFPMorganFP/ERK4_Linear-SVR,229.367073,10.639048,-0.353685,2.351053e-08
RDKitECFPMorganFP/ERK4_RBF-SVR,203.462948,8.723115,-0.200803,3.070012e-08
RDKitECFPMorganFP/ERK4_DecisionTree,230.408595,10.622087,-0.359832,8.564861e-09
RDKitECFPMorganFP/ERK4_ExtraTrees,188.307913,10.402301,-0.111361,1.061358e-06
RDKitECFPMorganFP/ERK4_RandomForest,176.486140,10.120644,-0.041591,8.202045e-07
RDKitECFPMorganFP/ERK4_KNeighbors,218.850000,11.181690,-0.291615,1.039708e-08
RDKitECFPMorganFP/ERK4_PLS,219.249522,11.159034,-0.293973,5.696124e-07
RDKitECFPMorganFP/ERK4_PLS-SKLEARN,219.249522,11.159034,-0.293973,4.651744e-08
RDKitECFPMorganFP/ERK4_XGBoost,241.208628,11.648851,-0.423572,3.223629e-06
RDKitECFPMorganFP/ERK4_CatBoost,167.702034,9.970067,0.010252,2.704262e-06
RDKitECFPMorganFP/ERK4_DNN,171.095321,9.837047,-0.009775,1.889886e-05
RDKitECFPMorganFP/ERK5_Linear-SVR,242.650879,6.702760,-0.026525,2.456338e-08
RDKitECFPMorganFP/ERK5_RBF-SVR,259.140765,5.439491,-0.096284,3.073445e-08
RDKitECFPMorganFP/ERK5_DecisionTree,317.512470,8.381471,-0.343223,8.805243e-09
RDKitECFPMorganFP/ERK5_ExtraTrees,253.746129,7.987693,-0.073463,1.052969e-06
RDKitECFPMorganFP/ERK5_RandomForest,233.384241,7.790706,0.012678,8.453999e-07
RDKitECFPMorganFP/ERK5_KNeighbors,275.645904,7.072113,-0.166109,1.181868e-08
RDKitECFPMorganFP/ERK5_PLS,271.820560,8.816980,-0.149926,5.870084e-07
RDKitECFPMorganFP/ERK5_PLS-SKLEARN,298.960512,9.936488,-0.264740,5.496259e-08
RDKitECFPMorganFP/ERK5_XGBoost,263.937684,8.985197,-0.116577,3.379728e-06
RDKitECFPMorganFP/ERK5_CatBoost,238.268380,7.762637,-0.007985,2.727206e-06
RDKitECFPMorganFP/ERK5_DNN,236.053673,7.647496,0.001385,1.745820e-05
RDKitECFPMorganFP/ERK8_Linear-SVR,745.071316,17.956768,-0.040720,2.277944e-08
RDKitECFPMorganFP/ERK8_RBF-SVR,935.134914,16.876057,-0.306202,3.147072e-08
RDKitECFPMorganFP/ERK8_DecisionTree,766.704756,17.918983,-0.070937,8.429546e-09
RDKitECFPMorganFP/ERK8_ExtraTrees,769.265726,19.291651,-0.074515,1.070578e-06
RDKitECFPMorganFP/ERK8_RandomForest,723.238933,19.689674,-0.010224,8.442151e-07
RDKitECFPMorganFP/ERK8_KNeighbors,848.442629,19.205446,-0.185109,1.734775e-08
RDKitECFPMorganFP/ERK8_PLS,769.153637,19.759690,-0.074358,5.991032e-07
RDKitECFPMorganFP/ERK8_PLS-SKLEARN,769.153637,19.759690,-0.074358,4.917407e-08
RDKitECFPMorganFP/ERK8_XGBoost,665.869189,18.200961,0.069910,3.290295e-06
RDKitECFPMorganFP/ERK8_CatBoost,648.435557,17.711329,0.094262,2.720908e-06
RDKitECFPMorganFP/ERK8_DNN,675.267909,19.399306,0.056782,1.748401e-05
RDKitECFPMorganFP/ERN1_Linear-SVR,298.428132,13.380673,-0.118201,2.177233e-08
RDKitECFPMorganFP/ERN1_RBF-SVR,296.783118,10.321668,-0.112037,3.019235e-08
RDKitECFPMorganFP/ERN1_DecisionTree,333.722769,12.728582,-0.250449,7.986985e-09
RDKitECFPMorganFP/ERN1_ExtraTrees,341.288487,14.184636,-0.278797,1.037832e-06
RDKitECFPMorganFP/ERN1_RandomForest,281.534663,12.969483,-0.054902,8.253699e-07
RDKitECFPMorganFP/ERN1_KNeighbors,302.370892,12.553052,-0.132974,9.371493e-09
RDKitECFPMorganFP/ERN1_PLS,297.180000,13.791977,-0.113524,5.792929e-07
RDKitECFPMorganFP/ERN1_PLS-SKLEARN,288.962694,13.835046,-0.082734,5.288092e-08
RDKitECFPMorganFP/ERN1_XGBoost,330.776796,13.889457,-0.239410,3.280957e-06
RDKitECFPMorganFP/ERN1_CatBoost,319.054078,13.610391,-0.195486,2.750688e-06
RDKitECFPMorganFP/ERN1_DNN,277.526641,13.798445,-0.039884,1.717202e-05
RDKitECFPMorganFP/FAK_Linear-SVR,439.879549,9.585075,-0.078047,2.363725e-08
RDKitECFPMorganFP/FAK_RBF-SVR,458.628798,7.854607,-0.123997,2.976634e-08
RDKitECFPMorganFP/FAK_DecisionTree,463.473618,9.830867,-0.135871,7.860607e-09
RDKitECFPMorganFP/FAK_ExtraTrees,500.571745,11.082040,-0.226790,1.052567e-06
RDKitECFPMorganFP/FAK_RandomForest,408.579407,10.337412,-0.001337,8.591167e-07
RDKitECFPMorganFP/FAK_KNeighbors,476.270920,9.017371,-0.167234,1.082547e-08
RDKitECFPMorganFP/FAK_PLS,484.966227,11.563532,-0.188545,5.714437e-07
RDKitECFPMorganFP/FAK_PLS-SKLEARN,470.340276,11.336234,-0.152700,5.095737e-08
RDKitECFPMorganFP/FAK_XGBoost,432.117039,11.921186,-0.059023,3.193535e-06
RDKitECFPMorganFP/FAK_CatBoost,462.506494,10.341252,-0.133501,2.725815e-06
RDKitECFPMorganFP/FAK_DNN,460.144020,11.610912,-0.127711,1.677793e-05
RDKitECFPMorganFP/FER_Linear-SVR,378.972219,13.161585,-0.057602,2.401052e-08
RDKitECFPMorganFP/FER_RBF-SVR,419.185560,13.161712,-0.169826,3.361415e-08
RDKitECFPMorganFP/FER_DecisionTree,462.467192,13.994768,-0.290613,7.597647e-09
RDKitECFPMorganFP/FER_ExtraTrees,341.372278,12.647532,0.047328,9.906870e-07
RDKitECFPMorganFP/FER_RandomForest,328.324680,12.578957,0.083740,8.267632e-07
RDKitECFPMorganFP/FER_KNeighbors,353.356103,13.229577,0.013885,1.066962e-08
RDKitECFPMorganFP/FER_PLS,342.118494,12.891936,0.045246,5.735724e-07
RDKitECFPMorganFP/FER_PLS-SKLEARN,342.118494,12.891936,0.045246,4.945546e-08
RDKitECFPMorganFP/FER_XGBoost,361.111875,13.496722,-0.007759,3.134179e-06
RDKitECFPMorganFP/FER_CatBoost,339.890346,12.998238,0.051464,2.749597e-06
RDKitECFPMorganFP/FER_DNN,306.990502,13.261026,0.143278,1.668093e-05
RDKitECFPMorganFP/FES_Linear-SVR,181.235278,8.830957,0.064894,2.390258e-08
RDKitECFPMorganFP/FES_RBF-SVR,226.666767,7.609001,-0.169516,3.052028e-08
RDKitECFPMorganFP/FES_DecisionTree,292.246585,10.329812,-0.507883,8.592125e-09
RDKitECFPMorganFP/FES_ExtraTrees,218.126508,9.996313,-0.125451,1.086706e-06
RDKitECFPMorganFP/FES_RandomForest,197.068945,9.650124,-0.016802,8.507054e-07
RDKitECFPMorganFP/FES_KNeighbors,190.674180,8.417934,0.016192,9.544465e-09
RDKitECFPMorganFP/FES_PLS,207.756514,9.967917,-0.071946,5.750389e-07
RDKitECFPMorganFP/FES_PLS-SKLEARN,229.304457,10.875808,-0.183125,9.907855e-08
RDKitECFPMorganFP/FES_XGBoost,239.930772,10.523710,-0.237953,3.278305e-06
RDKitECFPMorganFP/FES_CatBoost,193.805752,9.576141,0.000035,2.748628e-06
RDKitECFPMorganFP/FES_DNN,189.249495,8.941448,0.023543,1.656397e-05
RDKitECFPMorganFP/FGFR1_Linear-SVR,447.992144,12.384182,0.202601,2.390589e-08
RDKitECFPMorganFP/FGFR1_RBF-SVR,695.742545,13.394984,-0.238380,3.379862e-08
RDKitECFPMorganFP/FGFR1_DecisionTree,626.265623,15.094942,-0.114716,8.354523e-09
RDKitECFPMorganFP/FGFR1_ExtraTrees,554.230577,15.196959,0.013502,1.074308e-06
RDKitECFPMorganFP/FGFR1_RandomForest,489.295199,13.873075,0.129084,8.726090e-07
RDKitECFPMorganFP/FGFR1_KNeighbors,573.750214,13.324977,-0.021241,1.004963e-08
RDKitECFPMorganFP/FGFR1_PLS,426.314630,13.500199,0.241185,6.763125e-07
RDKitECFPMorganFP/FGFR1_PLS-SKLEARN,426.314630,13.500199,0.241185,5.134711e-08
RDKitECFPMorganFP/FGFR1_XGBoost,436.573580,13.581642,0.222925,3.342645e-06
RDKitECFPMorganFP/FGFR1_CatBoost,408.644743,12.981589,0.272637,2.738544e-06
RDKitECFPMorganFP/FGFR1_DNN,474.587980,14.433092,0.155262,1.665085e-05
RDKitECFPMorganFP/FGFR2_Linear-SVR,632.682232,14.903076,-0.020403,2.380388e-08
RDKitECFPMorganFP/FGFR2_RBF-SVR,790.370951,14.247369,-0.274727,3.129183e-08
RDKitECFPMorganFP/FGFR2_DecisionTree,664.384736,16.326077,-0.071534,6.737872e-09
RDKitECFPMorganFP/FGFR2_ExtraTrees,695.373651,17.996148,-0.121513,1.045371e-06
RDKitECFPMorganFP/FGFR2_RandomForest,600.500348,16.546827,0.031501,8.410263e-07
RDKitECFPMorganFP/FGFR2_KNeighbors,710.533346,16.805164,-0.145963,9.227480e-09
RDKitECFPMorganFP/FGFR2_PLS,679.024451,17.563380,-0.095145,5.963927e-07
RDKitECFPMorganFP/FGFR2_PLS-SKLEARN,620.129289,17.005723,-0.000157,4.975581e-08
RDKitECFPMorganFP/FGFR2_XGBoost,676.778142,17.490567,-0.091522,3.345006e-06
RDKitECFPMorganFP/FGFR2_CatBoost,609.528579,15.904161,0.016940,2.751706e-06
RDKitECFPMorganFP/FGFR2_DNN,584.924415,17.103172,0.056622,1.647625e-05
RDKitECFPMorganFP/FGFR3_Linear-SVR,331.585863,11.658574,0.157589,2.307524e-08
RDKitECFPMorganFP/FGFR3_RBF-SVR,443.238131,11.863014,-0.126070,3.024807e-08
RDKitECFPMorganFP/FGFR3_DecisionTree,448.281436,12.634393,-0.138883,1.001518e-08
RDKitECFPMorganFP/FGFR3_ExtraTrees,408.677519,13.656084,-0.038267,1.019897e-06
RDKitECFPMorganFP/FGFR3_RandomForest,364.556152,12.453821,0.073826,8.444659e-07
RDKitECFPMorganFP/FGFR3_KNeighbors,377.024898,12.266479,0.042148,9.941006e-09
