Kin-Method,MSE,MAE,R2,Emission(kW)
RDKitDescriptorsResults/DYRK2_PLS,396.960005,14.460455,0.291572,1.853933e-08
RDKitDescriptorsResults/DYRK2_PLS-SKLEARN,407.634952,14.239153,0.272521,4.118893e-09
RDKitDescriptorsResults/DYRK2_XGBoost,439.660430,14.533139,0.215367,7.000141e-07
RDKitDescriptorsResults/DYRK2_CatBoost,412.865611,14.367058,0.263186,2.258331e-06
RDKitDescriptorsResults/DYRK2_DNN,424.632413,14.487743,0.242187,4.358950e-06
RDKitDescriptorsResults/EGFR_Linear-SVR,577.807297,17.954278,0.170432,2.184582e-09
RDKitDescriptorsResults/EGFR_RBF-SVR,672.051154,18.249374,0.035125,3.365541e-09
RDKitDescriptorsResults/EGFR_DecisionTree,914.893760,21.459162,-0.313528,1.505965e-09
RDKitDescriptorsResults/EGFR_ExtraTrees,500.791573,17.554113,0.281005,1.402609e-07
RDKitDescriptorsResults/EGFR_RandomForest,532.897209,18.028403,0.234911,3.250414e-07
RDKitDescriptorsResults/EGFR_KNeighbors,574.810984,19.080845,0.174734,4.845138e-09
RDKitDescriptorsResults/EGFR_PLS,632.816795,20.098053,0.091454,1.846911e-08
RDKitDescriptorsResults/EGFR_PLS-SKLEARN,622.473056,20.032798,0.106305,4.124137e-09
RDKitDescriptorsResults/EGFR_XGBoost,457.520040,16.566235,0.343131,6.867928e-07
RDKitDescriptorsResults/EGFR_CatBoost,467.504633,16.877774,0.328796,2.282508e-06
RDKitDescriptorsResults/EGFR_DNN,513.062703,17.726746,0.263387,4.241798e-06
RDKitDescriptorsResults/EIF2AK1_Linear-SVR,346.247397,7.203379,-0.144296,2.804797e-09
RDKitDescriptorsResults/EIF2AK1_RBF-SVR,343.848614,7.116684,-0.136369,3.197201e-09
RDKitDescriptorsResults/EIF2AK1_DecisionTree,750.672345,13.201222,-1.480860,1.503919e-09
RDKitDescriptorsResults/EIF2AK1_ExtraTrees,287.263666,9.768015,0.050636,1.156252e-07
RDKitDescriptorsResults/EIF2AK1_RandomForest,272.978605,9.522073,0.097846,3.443831e-07
RDKitDescriptorsResults/EIF2AK1_KNeighbors,275.234699,9.414930,0.090390,3.840971e-09
RDKitDescriptorsResults/EIF2AK1_PLS,315.043478,11.131528,-0.041172,1.840619e-08
RDKitDescriptorsResults/EIF2AK1_PLS-SKLEARN,312.741213,10.861064,-0.033563,4.063240e-09
RDKitDescriptorsResults/EIF2AK1_XGBoost,280.367816,10.349196,0.073426,7.173235e-07
RDKitDescriptorsResults/EIF2AK1_CatBoost,273.502904,9.611909,0.096114,2.284490e-06
RDKitDescriptorsResults/EIF2AK1_DNN,284.599370,10.610734,0.059441,4.179614e-06
RDKitDescriptorsResults/EPHA1_Linear-SVR,662.595048,15.519758,-0.067074,2.283021e-09
RDKitDescriptorsResults/EPHA1_RBF-SVR,687.450844,15.670169,-0.107103,3.269848e-09
RDKitDescriptorsResults/EPHA1_DecisionTree,648.822305,16.574202,-0.044894,1.528220e-09
RDKitDescriptorsResults/EPHA1_ExtraTrees,532.883291,15.792271,0.141820,1.168069e-07
RDKitDescriptorsResults/EPHA1_RandomForest,596.831996,16.885423,0.038834,3.474529e-07
RDKitDescriptorsResults/EPHA1_KNeighbors,560.134980,16.243850,0.097933,5.189717e-09
RDKitDescriptorsResults/EPHA1_PLS,642.925754,17.071870,-0.035398,1.815101e-08
RDKitDescriptorsResults/EPHA1_PLS-SKLEARN,636.801364,17.450928,-0.025535,4.013493e-09
RDKitDescriptorsResults/EPHA1_XGBoost,644.393278,17.341838,-0.037761,6.939531e-07
RDKitDescriptorsResults/EPHA1_CatBoost,507.601931,15.229358,0.182534,2.306741e-06
RDKitDescriptorsResults/EPHA1_DNN,597.688636,15.897988,0.037454,4.144832e-06
RDKitDescriptorsResults/EPHA2_Linear-SVR,649.004905,14.454813,-0.089342,2.088719e-09
RDKitDescriptorsResults/EPHA2_RBF-SVR,697.822575,14.329489,-0.171282,3.291306e-09
RDKitDescriptorsResults/EPHA2_DecisionTree,681.727132,15.671282,-0.144266,1.388224e-09
RDKitDescriptorsResults/EPHA2_ExtraTrees,508.266408,14.594146,0.146885,1.173654e-07
RDKitDescriptorsResults/EPHA2_RandomForest,490.229915,15.032477,0.177159,3.426088e-07
RDKitDescriptorsResults/EPHA2_KNeighbors,451.928685,14.176244,0.241446,5.792985e-09
RDKitDescriptorsResults/EPHA2_PLS,540.735651,16.183198,0.092386,1.778032e-08
RDKitDescriptorsResults/EPHA2_PLS-SKLEARN,545.775131,16.513442,0.083927,7.705421e-09
RDKitDescriptorsResults/EPHA2_XGBoost,596.342474,16.639852,-0.000949,6.960321e-07
RDKitDescriptorsResults/EPHA2_CatBoost,456.993768,14.164853,0.232945,2.263331e-06
RDKitDescriptorsResults/EPHA2_DNN,474.065170,14.553606,0.204291,4.172905e-06
RDKitDescriptorsResults/EPHA3_Linear-SVR,577.773815,12.739115,-0.129322,2.475964e-09
RDKitDescriptorsResults/EPHA3_RBF-SVR,612.817527,12.462198,-0.197818,3.293253e-09
RDKitDescriptorsResults/EPHA3_DecisionTree,710.574958,16.156093,-0.388896,1.422211e-09
RDKitDescriptorsResults/EPHA3_ExtraTrees,511.610686,14.750770,0.000001,1.199470e-07
RDKitDescriptorsResults/EPHA3_RandomForest,498.104235,14.695702,0.026401,3.520145e-07
RDKitDescriptorsResults/EPHA3_KNeighbors,520.152184,14.453897,-0.016694,3.877061e-09
RDKitDescriptorsResults/EPHA3_PLS,520.858809,15.243529,-0.018075,1.726728e-08
RDKitDescriptorsResults/EPHA3_PLS-SKLEARN,537.058014,15.041984,-0.049738,3.896387e-09
RDKitDescriptorsResults/EPHA3_XGBoost,601.786120,16.254591,-0.176256,6.932288e-07
RDKitDescriptorsResults/EPHA3_CatBoost,510.386022,14.647894,0.002395,2.290421e-06
RDKitDescriptorsResults/EPHA3_DNN,580.440914,15.296551,-0.134535,4.240020e-06
RDKitDescriptorsResults/EPHA4_Linear-SVR,402.046914,11.924896,-0.062188,2.216887e-09
RDKitDescriptorsResults/EPHA4_RBF-SVR,414.836863,11.786597,-0.095978,3.180521e-09
RDKitDescriptorsResults/EPHA4_DecisionTree,435.340553,13.057095,-0.150148,1.489960e-09
RDKitDescriptorsResults/EPHA4_ExtraTrees,368.926915,13.175438,0.025314,1.152468e-07
RDKitDescriptorsResults/EPHA4_RandomForest,315.704959,12.742275,0.165924,3.580487e-07
RDKitDescriptorsResults/EPHA4_KNeighbors,325.303134,12.890047,0.140566,3.710991e-09
RDKitDescriptorsResults/EPHA4_PLS,344.821818,13.185935,0.088998,1.799353e-08
RDKitDescriptorsResults/EPHA4_PLS-SKLEARN,344.821818,13.185935,0.088998,3.925110e-09
RDKitDescriptorsResults/EPHA4_XGBoost,446.834792,14.613944,-0.180515,7.035091e-07
RDKitDescriptorsResults/EPHA4_CatBoost,294.773019,12.104812,0.221225,2.291723e-06
RDKitDescriptorsResults/EPHA4_DNN,371.513957,12.040070,0.018479,4.291898e-06
RDKitDescriptorsResults/EPHA5_Linear-SVR,323.770078,6.120663,-0.094933,2.497556e-09
RDKitDescriptorsResults/EPHA5_RBF-SVR,320.473109,5.984650,-0.083783,2.885062e-09
RDKitDescriptorsResults/EPHA5_DecisionTree,533.479240,10.626480,-0.804132,1.576247e-09
RDKitDescriptorsResults/EPHA5_ExtraTrees,310.048993,9.165873,-0.048530,1.152035e-07
RDKitDescriptorsResults/EPHA5_RandomForest,288.442611,9.350839,0.024538,3.559547e-07
RDKitDescriptorsResults/EPHA5_KNeighbors,294.538389,9.088075,0.003924,3.927731e-09
RDKitDescriptorsResults/EPHA5_PLS,290.474253,9.557694,0.017668,1.776695e-08
RDKitDescriptorsResults/EPHA5_PLS-SKLEARN,290.474253,9.557694,0.017668,3.897113e-09
RDKitDescriptorsResults/EPHA5_XGBoost,354.065606,10.263229,-0.197387,7.010192e-07
RDKitDescriptorsResults/EPHA5_CatBoost,264.922945,9.025514,0.104078,2.308147e-06
RDKitDescriptorsResults/EPHA5_DNN,291.005887,9.034642,0.015870,4.025826e-06
RDKitDescriptorsResults/EPHA6_Linear-SVR,590.879069,14.132397,0.003542,2.381521e-09
RDKitDescriptorsResults/EPHA6_RBF-SVR,649.572917,14.456399,-0.095440,3.384489e-09
RDKitDescriptorsResults/EPHA6_DecisionTree,714.222890,16.805332,-0.204465,1.550098e-09
RDKitDescriptorsResults/EPHA6_ExtraTrees,478.360558,14.717964,0.193293,1.194840e-07
RDKitDescriptorsResults/EPHA6_RandomForest,447.523946,14.739646,0.245296,3.397598e-07
RDKitDescriptorsResults/EPHA6_KNeighbors,441.486546,14.547230,0.255477,2.926667e-09
RDKitDescriptorsResults/EPHA6_PLS,519.429676,15.693526,0.124034,1.788649e-08
RDKitDescriptorsResults/EPHA6_PLS-SKLEARN,530.441079,15.989551,0.105464,3.762237e-09
RDKitDescriptorsResults/EPHA6_XGBoost,580.166118,16.837328,0.021608,7.695839e-07
RDKitDescriptorsResults/EPHA6_CatBoost,443.284408,14.310050,0.252445,2.259087e-06
RDKitDescriptorsResults/EPHA6_DNN,470.663286,14.606945,0.206274,4.172785e-06
RDKitDescriptorsResults/EPHA7_Linear-SVR,398.360932,9.519479,-0.090020,2.470197e-09
RDKitDescriptorsResults/EPHA7_RBF-SVR,411.689454,9.332793,-0.126490,3.170772e-09
RDKitDescriptorsResults/EPHA7_DecisionTree,451.351056,10.823873,-0.235014,1.584719e-09
RDKitDescriptorsResults/EPHA7_ExtraTrees,335.036822,10.178842,0.083252,1.178211e-07
RDKitDescriptorsResults/EPHA7_RandomForest,345.529894,10.518546,0.054540,3.698035e-07
RDKitDescriptorsResults/EPHA7_KNeighbors,334.771438,10.551268,0.083978,3.759195e-09
RDKitDescriptorsResults/EPHA7_PLS,318.208455,11.155508,0.129299,1.838793e-08
RDKitDescriptorsResults/EPHA7_PLS-SKLEARN,327.854401,11.036248,0.102905,3.868301e-09
RDKitDescriptorsResults/EPHA7_XGBoost,318.770635,10.717206,0.127760,6.861292e-07
RDKitDescriptorsResults/EPHA7_CatBoost,347.391654,9.747362,0.049446,2.274363e-06
RDKitDescriptorsResults/EPHA7_DNN,334.357208,10.878672,0.085111,4.132491e-06
RDKitDescriptorsResults/EPHA8_Linear-SVR,711.718413,16.176104,-0.083827,2.324866e-09
RDKitDescriptorsResults/EPHA8_RBF-SVR,740.845126,16.088120,-0.128183,4.767836e-09
RDKitDescriptorsResults/EPHA8_DecisionTree,770.242036,16.960231,-0.172949,1.531077e-09
RDKitDescriptorsResults/EPHA8_ExtraTrees,507.301230,15.095213,0.227466,1.193029e-07
RDKitDescriptorsResults/EPHA8_RandomForest,500.051578,15.416476,0.238506,3.410237e-07
RDKitDescriptorsResults/EPHA8_KNeighbors,500.656963,15.379249,0.237584,3.925006e-09
RDKitDescriptorsResults/EPHA8_PLS,576.925303,16.836931,0.121440,1.789058e-08
RDKitDescriptorsResults/EPHA8_PLS-SKLEARN,600.655305,17.122128,0.085303,3.893957e-09
RDKitDescriptorsResults/EPHA8_XGBoost,490.578375,15.163801,0.252932,6.967250e-07
RDKitDescriptorsResults/EPHA8_CatBoost,430.407156,14.405809,0.344562,2.289885e-06
RDKitDescriptorsResults/EPHA8_DNN,509.163390,15.266953,0.224630,4.565971e-06
RDKitDescriptorsResults/EPHB1_Linear-SVR,386.281672,12.032852,-0.067629,2.357245e-09
RDKitDescriptorsResults/EPHB1_RBF-SVR,394.229338,11.705612,-0.089595,3.335822e-09
RDKitDescriptorsResults/EPHB1_DecisionTree,504.557944,13.462604,-0.394528,1.488066e-09
RDKitDescriptorsResults/EPHB1_ExtraTrees,342.592159,12.111405,0.053123,1.216292e-07
RDKitDescriptorsResults/EPHB1_RandomForest,339.917457,12.212677,0.060515,3.418744e-07
RDKitDescriptorsResults/EPHB1_KNeighbors,337.856103,12.407042,0.066213,5.928831e-09
RDKitDescriptorsResults/EPHB1_PLS,341.954489,12.228965,0.054885,1.886125e-08
RDKitDescriptorsResults/EPHB1_PLS-SKLEARN,341.954489,12.228965,0.054885,4.116564e-09
RDKitDescriptorsResults/EPHB1_XGBoost,410.095104,13.708129,-0.133446,7.136384e-07
RDKitDescriptorsResults/EPHB1_CatBoost,329.037861,11.794201,0.090585,2.299313e-06
RDKitDescriptorsResults/EPHB1_DNN,359.521225,12.935221,0.006333,4.146803e-06
RDKitDescriptorsResults/EPHB2_Linear-SVR,416.475311,11.074247,-0.051558,2.445897e-09
RDKitDescriptorsResults/EPHB2_RBF-SVR,454.207949,10.808848,-0.146829,3.290635e-09
RDKitDescriptorsResults/EPHB2_DecisionTree,429.122509,12.790281,-0.083490,1.559893e-09
RDKitDescriptorsResults/EPHB2_ExtraTrees,317.574646,11.882200,0.198156,1.187962e-07
RDKitDescriptorsResults/EPHB2_RandomForest,330.584052,12.281867,0.165309,3.461805e-07
RDKitDescriptorsResults/EPHB2_KNeighbors,295.305731,11.181221,0.254383,3.827102e-09
RDKitDescriptorsResults/EPHB2_PLS,353.846103,12.590796,0.106575,1.884811e-08
RDKitDescriptorsResults/EPHB2_PLS-SKLEARN,370.514009,12.582883,0.064490,4.083370e-09
RDKitDescriptorsResults/EPHB2_XGBoost,390.038989,12.670349,0.015191,7.173100e-07
RDKitDescriptorsResults/EPHB2_CatBoost,306.926714,11.472775,0.225041,2.277760e-06
RDKitDescriptorsResults/EPHB2_DNN,344.591514,12.587407,0.129942,4.126520e-06
RDKitDescriptorsResults/EPHB3_Linear-SVR,229.697302,9.850707,-0.132676,2.279864e-09
RDKitDescriptorsResults/EPHB3_RBF-SVR,221.966731,9.547198,-0.094555,3.442600e-09
RDKitDescriptorsResults/EPHB3_DecisionTree,317.051155,10.913201,-0.563432,1.674657e-09
RDKitDescriptorsResults/EPHB3_ExtraTrees,215.045215,10.175397,-0.060424,1.163788e-07
RDKitDescriptorsResults/EPHB3_RandomForest,211.032952,9.909221,-0.040639,3.655845e-07
RDKitDescriptorsResults/EPHB3_KNeighbors,230.807431,10.462441,-0.138150,3.144925e-09
RDKitDescriptorsResults/EPHB3_PLS,208.811125,10.049027,-0.029683,1.908776e-08
RDKitDescriptorsResults/EPHB3_PLS-SKLEARN,208.811125,10.049027,-0.029683,4.126310e-09
RDKitDescriptorsResults/EPHB3_XGBoost,255.482939,11.363226,-0.259829,6.858811e-07
RDKitDescriptorsResults/EPHB3_CatBoost,203.408449,9.746224,-0.003041,2.275233e-06
RDKitDescriptorsResults/EPHB3_DNN,213.717484,10.203941,-0.053877,4.090665e-06
RDKitDescriptorsResults/EPHB4_Linear-SVR,380.139028,12.166734,-0.091129,2.388667e-09
RDKitDescriptorsResults/EPHB4_RBF-SVR,365.755519,12.092634,-0.049843,3.414043e-09
RDKitDescriptorsResults/EPHB4_DecisionTree,395.275768,12.369681,-0.134576,1.492399e-09
RDKitDescriptorsResults/EPHB4_ExtraTrees,343.860578,12.415635,0.013003,1.160142e-07
RDKitDescriptorsResults/EPHB4_RandomForest,324.316635,12.245308,0.069101,3.428053e-07
RDKitDescriptorsResults/EPHB4_KNeighbors,309.209422,12.433333,0.112464,3.808829e-09
RDKitDescriptorsResults/EPHB4_PLS,363.073878,13.146732,-0.042146,1.821447e-08
RDKitDescriptorsResults/EPHB4_PLS-SKLEARN,353.179318,12.999744,-0.013745,4.189555e-09
RDKitDescriptorsResults/EPHB4_XGBoost,372.668882,13.375711,-0.069687,6.929704e-07
RDKitDescriptorsResults/EPHB4_CatBoost,316.993053,12.289028,0.090122,2.291678e-06
RDKitDescriptorsResults/EPHB4_DNN,330.490404,12.645210,0.051380,4.385397e-06
RDKitDescriptorsResults/EPHB6_Linear-SVR,977.677547,23.438515,0.088784,2.298370e-09
RDKitDescriptorsResults/EPHB6_RBF-SVR,1097.925088,24.418570,-0.023289,3.352484e-09
RDKitDescriptorsResults/EPHB6_DecisionTree,888.093675,21.293167,0.172278,1.474310e-09
RDKitDescriptorsResults/EPHB6_ExtraTrees,774.678716,22.009214,0.277983,1.204804e-07
RDKitDescriptorsResults/EPHB6_RandomForest,781.037949,22.151577,0.272056,3.292423e-07
RDKitDescriptorsResults/EPHB6_KNeighbors,736.934441,21.241315,0.313162,4.755813e-09
RDKitDescriptorsResults/EPHB6_PLS,832.646067,22.731695,0.223957,1.831678e-08
RDKitDescriptorsResults/EPHB6_PLS-SKLEARN,905.857177,24.282824,0.155722,4.082218e-09
RDKitDescriptorsResults/EPHB6_XGBoost,806.130653,21.381617,0.248670,6.877918e-07
RDKitDescriptorsResults/EPHB6_CatBoost,725.387446,21.004837,0.323924,2.265699e-06
RDKitDescriptorsResults/EPHB6_DNN,842.897586,21.834831,0.214402,4.417313e-06
RDKitDescriptorsResults/ERBB2_Linear-SVR,640.171251,18.878428,0.071046,2.051502e-09
RDKitDescriptorsResults/ERBB2_RBF-SVR,724.983005,19.111899,-0.052025,3.436574e-09
RDKitDescriptorsResults/ERBB2_DecisionTree,759.281974,19.064149,-0.101796,1.369145e-09
RDKitDescriptorsResults/ERBB2_ExtraTrees,517.607282,18.050751,0.248899,1.202278e-07
RDKitDescriptorsResults/ERBB2_RandomForest,508.271500,17.479710,0.262446,3.240872e-07
RDKitDescriptorsResults/ERBB2_KNeighbors,549.136362,18.533991,0.203147,3.841732e-09
RDKitDescriptorsResults/ERBB2_PLS,579.155027,19.549069,0.159586,1.832929e-08
RDKitDescriptorsResults/ERBB2_PLS-SKLEARN,579.155027,19.549069,0.159586,4.134570e-09
RDKitDescriptorsResults/ERBB2_XGBoost,567.452630,18.254355,0.176568,6.921818e-07
RDKitDescriptorsResults/ERBB2_CatBoost,518.876910,17.830422,0.247056,2.293290e-06
RDKitDescriptorsResults/ERBB2_DNN,558.946049,18.336637,0.188912,4.009981e-06
RDKitDescriptorsResults/ERBB3_Linear-SVR,542.647026,14.040797,-0.011176,2.332863e-09
RDKitDescriptorsResults/ERBB3_RBF-SVR,650.638768,13.902199,-0.212409,3.170304e-09
RDKitDescriptorsResults/ERBB3_DecisionTree,758.647933,17.716901,-0.413674,1.597936e-09
RDKitDescriptorsResults/ERBB3_ExtraTrees,426.267940,15.118562,0.205687,1.167478e-07
RDKitDescriptorsResults/ERBB3_RandomForest,421.580699,14.954572,0.214421,3.352571e-07
RDKitDescriptorsResults/ERBB3_KNeighbors,491.121209,15.836808,0.084838,4.018775e-09
RDKitDescriptorsResults/ERBB3_PLS,480.335614,16.351145,0.104936,1.764867e-08
RDKitDescriptorsResults/ERBB3_PLS-SKLEARN,478.834432,16.882081,0.107734,3.756143e-09
RDKitDescriptorsResults/ERBB3_XGBoost,480.022076,15.307723,0.105521,6.897661e-07
RDKitDescriptorsResults/ERBB3_CatBoost,401.540980,14.622962,0.251763,2.287362e-06
RDKitDescriptorsResults/ERBB3_DNN,434.318950,15.623058,0.190684,4.370561e-06
RDKitDescriptorsResults/ERBB4_Linear-SVR,544.479431,17.291901,0.087958,2.254858e-09
RDKitDescriptorsResults/ERBB4_RBF-SVR,693.726871,17.767364,-0.162042,3.394345e-09
RDKitDescriptorsResults/ERBB4_DecisionTree,911.629927,20.829543,-0.527045,2.197727e-09
RDKitDescriptorsResults/ERBB4_ExtraTrees,461.808654,17.370293,0.226438,1.206056e-07
RDKitDescriptorsResults/ERBB4_RandomForest,467.932370,17.359459,0.216180,3.285390e-07
RDKitDescriptorsResults/ERBB4_KNeighbors,475.533953,16.539906,0.203447,5.792058e-09
RDKitDescriptorsResults/ERBB4_PLS,538.792797,18.064475,0.097484,1.772682e-08
RDKitDescriptorsResults/ERBB4_PLS-SKLEARN,546.108689,18.652049,0.085229,3.859258e-09
RDKitDescriptorsResults/ERBB4_XGBoost,465.790576,16.954185,0.219768,6.903183e-07
RDKitDescriptorsResults/ERBB4_CatBoost,448.123453,16.805387,0.249361,2.257054e-06
RDKitDescriptorsResults/ERBB4_DNN,475.497623,16.966482,0.203508,4.060707e-06
RDKitDescriptorsResults/ERK1_Linear-SVR,226.577483,5.202858,-0.105208,2.756777e-09
RDKitDescriptorsResults/ERK1_RBF-SVR,226.235721,5.159835,-0.103541,2.968331e-09
RDKitDescriptorsResults/ERK1_DecisionTree,251.585961,6.731383,-0.227195,1.538861e-09
RDKitDescriptorsResults/ERK1_ExtraTrees,201.252868,6.899881,0.018321,1.176251e-07
RDKitDescriptorsResults/ERK1_RandomForest,212.062648,6.937321,-0.034407,3.507287e-07
RDKitDescriptorsResults/ERK1_KNeighbors,205.848791,6.291925,-0.004097,3.766327e-09
RDKitDescriptorsResults/ERK1_PLS,210.010896,7.319103,-0.024399,1.781712e-08
RDKitDescriptorsResults/ERK1_PLS-SKLEARN,206.960137,6.996379,-0.009518,4.057065e-09
RDKitDescriptorsResults/ERK1_XGBoost,215.294686,7.422435,-0.050172,6.706696e-07
RDKitDescriptorsResults/ERK1_CatBoost,206.980850,6.550267,-0.009619,2.288975e-06
RDKitDescriptorsResults/ERK1_DNN,206.084296,6.846198,-0.005245,4.104572e-06
RDKitDescriptorsResults/ERK2_Linear-SVR,179.303993,6.382482,-0.182183,2.284725e-09
RDKitDescriptorsResults/ERK2_RBF-SVR,180.772801,6.175180,-0.191867,3.151631e-09
RDKitDescriptorsResults/ERK2_DecisionTree,178.007644,8.184458,-0.173636,1.429902e-09
RDKitDescriptorsResults/ERK2_ExtraTrees,149.915817,7.762688,0.011578,1.172774e-07
RDKitDescriptorsResults/ERK2_RandomForest,155.925907,7.831894,-0.028047,3.499156e-07
RDKitDescriptorsResults/ERK2_KNeighbors,159.319624,7.364319,-0.050423,3.662638e-09
RDKitDescriptorsResults/ERK2_PLS,155.500578,7.941857,-0.025243,1.784086e-08
RDKitDescriptorsResults/ERK2_PLS-SKLEARN,155.500578,7.941857,-0.025243,3.839665e-09
RDKitDescriptorsResults/ERK2_XGBoost,142.341464,7.662297,0.061517,6.852237e-07
RDKitDescriptorsResults/ERK2_CatBoost,152.181980,7.828093,-0.003363,2.258114e-06
RDKitDescriptorsResults/ERK2_DNN,154.388304,8.090578,-0.017910,4.009527e-06
RDKitDescriptorsResults/ERK3_Linear-SVR,310.561757,6.875757,-0.096162,2.490749e-09
RDKitDescriptorsResults/ERK3_RBF-SVR,316.920015,6.614373,-0.118605,3.347417e-09
RDKitDescriptorsResults/ERK3_DecisionTree,393.680609,9.269436,-0.389540,1.522960e-09
RDKitDescriptorsResults/ERK3_ExtraTrees,286.186218,9.032525,-0.010126,1.134201e-07
RDKitDescriptorsResults/ERK3_RandomForest,268.972106,8.735819,0.050633,3.549348e-07
RDKitDescriptorsResults/ERK3_KNeighbors,318.319296,8.761972,-0.123544,3.056948e-09
RDKitDescriptorsResults/ERK3_PLS,316.911995,10.374478,-0.118576,1.793502e-08
RDKitDescriptorsResults/ERK3_PLS-SKLEARN,277.317558,9.043362,0.021177,3.857215e-09
RDKitDescriptorsResults/ERK3_XGBoost,304.442190,9.881780,-0.074563,6.915166e-07
RDKitDescriptorsResults/ERK3_CatBoost,267.169898,8.632859,0.056994,2.269184e-06
RDKitDescriptorsResults/ERK3_DNN,317.140679,9.523376,-0.119383,4.051912e-06
RDKitDescriptorsResults/ERK4_Linear-SVR,188.486924,9.060378,-0.112417,2.578852e-09
RDKitDescriptorsResults/ERK4_RBF-SVR,200.830105,8.701206,-0.185265,3.386465e-09
RDKitDescriptorsResults/ERK4_DecisionTree,335.652157,11.427638,-0.980961,1.672102e-09
RDKitDescriptorsResults/ERK4_ExtraTrees,198.816803,10.879644,-0.173382,1.146775e-07
RDKitDescriptorsResults/ERK4_RandomForest,189.600981,10.505066,-0.118992,3.453757e-07
RDKitDescriptorsResults/ERK4_KNeighbors,229.942019,11.361033,-0.357078,4.730674e-09
RDKitDescriptorsResults/ERK4_PLS,190.017713,10.646093,-0.121452,1.773425e-08
RDKitDescriptorsResults/ERK4_PLS-SKLEARN,190.017713,10.646093,-0.121452,3.853191e-09
RDKitDescriptorsResults/ERK4_XGBoost,212.871978,10.847816,-0.256334,6.880191e-07
RDKitDescriptorsResults/ERK4_CatBoost,173.585886,10.128000,-0.024474,2.305078e-06
RDKitDescriptorsResults/ERK4_DNN,185.421941,10.378397,-0.094328,4.032074e-06
RDKitDescriptorsResults/ERK5_Linear-SVR,261.560150,5.454235,-0.106519,2.518715e-09
RDKitDescriptorsResults/ERK5_RBF-SVR,260.705019,5.397870,-0.102902,3.079260e-09
RDKitDescriptorsResults/ERK5_DecisionTree,348.028176,8.457130,-0.472319,1.510735e-09
RDKitDescriptorsResults/ERK5_ExtraTrees,236.020912,7.747473,0.001523,1.151834e-07
RDKitDescriptorsResults/ERK5_RandomForest,228.103388,7.839513,0.035018,3.515550e-07
RDKitDescriptorsResults/ERK5_KNeighbors,258.416392,7.194836,-0.093220,4.379909e-09
RDKitDescriptorsResults/ERK5_PLS,231.808643,8.113821,0.019343,2.537918e-08
RDKitDescriptorsResults/ERK5_PLS-SKLEARN,233.745517,8.109442,0.011149,3.875201e-09
RDKitDescriptorsResults/ERK5_XGBoost,247.111607,8.044981,-0.045395,6.781433e-07
RDKitDescriptorsResults/ERK5_CatBoost,236.385852,7.982745,-0.000021,2.287079e-06
RDKitDescriptorsResults/ERK5_DNN,250.532813,6.931259,-0.059869,4.036013e-06
RDKitDescriptorsResults/ERK8_Linear-SVR,881.968643,17.437402,-0.231939,2.356423e-09
RDKitDescriptorsResults/ERK8_RBF-SVR,919.667942,16.970212,-0.284597,3.149941e-09
RDKitDescriptorsResults/ERK8_DecisionTree,1026.186324,20.998671,-0.433383,1.605733e-09
RDKitDescriptorsResults/ERK8_ExtraTrees,725.333956,19.841795,-0.013150,1.142413e-07
RDKitDescriptorsResults/ERK8_RandomForest,729.517913,19.917657,-0.018995,4.912104e-07
RDKitDescriptorsResults/ERK8_KNeighbors,775.571162,19.732207,-0.083322,3.096872e-09
RDKitDescriptorsResults/ERK8_PLS,778.895310,20.608161,-0.087965,1.911524e-08
RDKitDescriptorsResults/ERK8_PLS-SKLEARN,802.112712,21.258654,-0.120395,4.085828e-09
RDKitDescriptorsResults/ERK8_XGBoost,776.216809,20.266871,-0.084224,7.095825e-07
RDKitDescriptorsResults/ERK8_CatBoost,678.091585,18.712106,0.052838,2.264408e-06
RDKitDescriptorsResults/ERK8_DNN,707.034350,19.239767,0.012410,4.376716e-06
RDKitDescriptorsResults/ERN1_Linear-SVR,277.173241,10.521396,-0.038560,2.369604e-09
RDKitDescriptorsResults/ERN1_RBF-SVR,295.348982,10.316782,-0.106664,3.224413e-09
RDKitDescriptorsResults/ERN1_DecisionTree,385.573546,13.588578,-0.444732,1.592665e-09
RDKitDescriptorsResults/ERN1_ExtraTrees,263.475574,12.499440,0.012765,1.196243e-07
RDKitDescriptorsResults/ERN1_RandomForest,263.586435,12.487408,0.012350,3.376936e-07
RDKitDescriptorsResults/ERN1_KNeighbors,305.125634,12.997183,-0.143296,3.829524e-09
RDKitDescriptorsResults/ERN1_PLS,294.122594,13.127974,-0.102068,1.876967e-08
RDKitDescriptorsResults/ERN1_PLS-SKLEARN,282.777078,13.110040,-0.059557,4.215095e-09
RDKitDescriptorsResults/ERN1_XGBoost,307.003717,13.268659,-0.150333,6.931215e-07
RDKitDescriptorsResults/ERN1_CatBoost,272.474064,12.760687,-0.020952,2.261063e-06
RDKitDescriptorsResults/ERN1_DNN,306.997237,14.147337,-0.150309,4.233477e-06
RDKitDescriptorsResults/FAK_Linear-SVR,453.666501,7.947525,-0.111836,2.752858e-09
RDKitDescriptorsResults/FAK_RBF-SVR,459.114114,7.842949,-0.125187,3.120623e-09
RDKitDescriptorsResults/FAK_DecisionTree,687.201382,12.610263,-0.684178,1.538542e-09
RDKitDescriptorsResults/FAK_ExtraTrees,400.382879,10.733408,0.018750,1.172468e-07
