0.6524
0.7110
0.7632
0.6464
0.7282
0.7459
0.7124
0.7661
0.6684
0.6803
0.7140
0.7987
0.6665
0.6898
0.7036
0.6409
0.7485
0.8026
0.7044
0.6215
0.8976
0.6868
0.7485
0.5688
0.6712
