Molecule,FP00001,FP00002,FP00003,FP00004,FP00005,FP00006,FP00007,FP00008,FP00009,FP00010,FP00011,FP00012,FP00013,FP00014,FP00015,FP00016,FP00017,FP00018,FP00019,FP00020,FP00021,FP00022,FP00023,FP00024,FP00025,FP00026,FP00027,FP00028,FP00029,FP00030,FP00031,FP00032,FP00033,FP00034,FP00035,FP00036,FP00037,FP00038,FP00039,FP00040,FP00041,FP00042,FP00043,FP00044,FP00045,FP00046,FP00047,FP00048,FP00049,FP00050,FP00051,FP00052,FP00053,FP00054,FP00055,FP00056,FP00057,FP00058,FP00059,FP00060,FP00061,FP00062,FP00063,FP00064,FP00065,FP00066,FP00067,FP00068,FP00069,FP00070,FP00071,FP00072,FP00073,FP00074,FP00075,FP00076,FP00077,FP00078,FP00079,FP00080,FP00081,FP00082,FP00083,FP00084,FP00085,FP00086,FP00087,FP00088,FP00089,FP00090,FP00091,FP00092,FP00093,FP00094,FP00095,FP00096,FP00097,FP00098,FP00099,FP00100,FP00101,FP00102,FP00103,FP00104,FP00105,FP00106,FP00107,FP00108,FP00109,FP00110,FP00111,FP00112,FP00113,FP00114,FP00115,FP00116,FP00117,FP00118,FP00119,FP00120,FP00121,FP00122,FP00123,FP00124,FP00125,FP00126,FP00127,FP00128,FP00129,FP00130,FP00131,FP00132,FP00133,FP00134,FP00135,FP00136,FP00137,FP00138,FP00139,FP00140,FP00141,FP00142,FP00143,FP00144,FP00145,FP00146,FP00147,FP00148,FP00149,FP00150,FP00151,FP00152,FP00153,FP00154,FP00155,FP00156,FP00157,FP00158,FP00159,FP00160,FP00161,FP00162,FP00163,FP00164,FP00165,FP00166,FP00167,FP00168,FP00169,FP00170,FP00171,FP00172,FP00173,FP00174,FP00175,FP00176,FP00177,FP00178,FP00179,FP00180,FP00181,FP00182,FP00183,FP00184,FP00185,FP00186,FP00187,FP00188,FP00189,FP00190,FP00191,FP00192,FP00193,FP00194,FP00195,FP00196,FP00197,FP00198,FP00199,FP00200,FP00201,FP00202,FP00203,FP00204,FP00205,FP00206,FP00207,FP00208,FP00209,FP00210,FP00211,FP00212,FP00213,FP00214,FP00215,FP00216,FP00217,FP00218,FP00219,FP00220,FP00221,FP00222,FP00223,FP00224,FP00225,FP00226,FP00227,FP00228,FP00229,FP00230,FP00231,FP00232,FP00233,FP00234,FP00235,FP00236,FP00237,FP00238,FP00239,FP00240,FP00241,FP00242,FP00243,FP00244,FP00245,FP00246,FP00247,FP00248,FP00249,FP00250,FP00251,FP00252,FP00253,FP00254,FP00255,FP00256,FP00257,FP00258,FP00259,FP00260,FP00261,FP00262,FP00263,FP00264,FP00265,FP00266,FP00267,FP00268,FP00269,FP00270,FP00271,FP00272,FP00273,FP00274,FP00275,FP00276,FP00277,FP00278,FP00279,FP00280,FP00281,FP00282,FP00283,FP00284,FP00285,FP00286,FP00287,FP00288,FP00289,FP00290,FP00291,FP00292,FP00293,FP00294,FP00295,FP00296,FP00297,FP00298,FP00299,FP00300,FP00301,FP00302,FP00303,FP00304,FP00305,FP00306,FP00307,FP00308,FP00309,FP00310,FP00311,FP00312,FP00313,FP00314,FP00315,FP00316,FP00317,FP00318,FP00319,FP00320,FP00321,FP00322,FP00323,FP00324,FP00325,FP00326,FP00327,FP00328,FP00329,FP00330,FP00331,FP00332,FP00333,FP00334,FP00335,FP00336,FP00337,FP00338,FP00339,FP00340,FP00341,FP00342,FP00343,FP00344,FP00345,FP00346,FP00347,FP00348,FP00349,FP00350,FP00351,FP00352,FP00353,FP00354,FP00355,FP00356,FP00357,FP00358,FP00359,FP00360,FP00361,FP00362,FP00363,FP00364
EN300-12598_21_C_SP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.854101,0,0,1.514482,0,0,0,0,0,0,0,0,0,1.218578,1.347025,0,0,0,0,0,0,0,0,0,0,0,13.335227,0,0,5.027853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.867408,0,0,6.348659,0,0,0,0,3.732955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.294188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.64696,0,0,0,0,0,0,0,0,0,0,0,0,11.206868,0,0,0,0,0,5.201987,0,0,0,0,0,0,13.86397,0,13.172133,6.601242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.392561,0,15.070759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.390448,0,16.804366,8.883087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.82017,0,0,9.261854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.4507,0,0,20.421055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.212049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.676809,0,0,3.879599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.355816,0,0,2.629745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EN300-1264578_6_C_SP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.844219,0,1.46831,0,0,0,0,0,0,0,0,0,0,1.215265,1.341851,0,0,0,0,0,0,0,0,0,0,0,4.771107,0,2.428558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.789716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.898955,0,9.534201,4.739512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.398509,0,0,5.421209,0,0,0,5.895275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.453642,0,0,0,0,0,0,0,0,0,0,0,0,6.004277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.854589,0,2.086327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,3.141593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EN300-126703_18_C_SP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.849625,0,0,1.500993,0,0,0,0,0,0,0,0,0,1.221898,1.341933,0,0,0,0,0,0,0,0,0,0,0,7.863329,0,2.890758,5.102837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.384342,0,10.757506,0,0,0,0,0,0,0,3.676656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.007117,0,13.92284,0,0,0,0,0,0,0,0,0,0,4.880886,0,0,0,0,0,0,0,0,0,0,0,0,38.77621,0,0,22.09069,0,0,0,0,0,0,0,0,0,5.301414,0,0,0,0,0,0,0,0,0,0,0,0,20.060368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.686551,0,0,4.009669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.691124,0,3.338076,0,0,0,0,0,0,0,2.787323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EN300-1273099_2_C_SP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.985455,0,0,1.519241,0,0,0,0,0,0,0,0,0,1.221274,1.357824,0,0,0,0,0,0,0,0,0,0,0,7.17163,0,2.537493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.779132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.225269,0,0,0,0,4.344206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.081765,0,10.720213,0,0,0,0,0,0,0,0,0,0,5.84904,0,0,0,0,0,0,0,0,0,0,0,0,12.611413,0,6.825878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.086249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.998623,0,16.475289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.680121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.634284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.801924,0,1.985879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.171413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EN300-13211_4_C_SP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.847724,0,1.447351,0,0,0,0,0,0,0,0,0,0,1.222511,1.345699,0,0,0,0,0,0,0,0,0,0,0,0,0,5.121778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.524178,0,7.105903,3.209604,0,0,0,0,0,0,0,0,0,3.643657,0,0,0,0,0,0,0,3.364967,0,0,0,0,4.255287,0,9.783041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.426322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.742637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.82866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.818165,0,4.441055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.141593,0,0,0,0,0,0,0,0,0,0,3.141593,0,0,0,0,0,0,0,0,0,0,0,0
EN300-1428693_2_C_SP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.853539,0,1.460452,0,0,0,0,0,0,0,0,0,0,1.213313,1.342437,0,0,0,0,0,0,0,0,0,0,0,0,0,4.941562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.746189,0,0,0,0,0,0,7.49044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.179186,0,0,4.585471,0,4.255219,0,0,0,0,0,0,0,0,0,4.97631,0,0,0,0,0,0,0,0,0,0,0,0,0,5.343983,0,0,0,0,0,0,0,0,0,0,0,0,11.188379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.828181,0,4.174937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.276861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014142,0,0.027569,0,0
EN300-151126_11_C_SP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.840785,0,1.484067,0,0,0,0,0,0,0,0,0,0,1.217312,1.345464,0,0,0,0,0,0,0,0,0,0,0,5.426375,0,4.98971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.557665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.630537,0,4.29122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.794023,0,5.685628,5.576874,0,0,0,0,0,0,0,0,5.04448,0,0,0,0,0,0,0,0,0,0,0,0,0,13.165014,0,6.034982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.064223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.807076,0,4.178094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.283185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EN300-157453_15_C_SP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.918314,0,0,1.532834,0,0,0,0,0,0,0,0,0,1.221637,1.356926,0,0,0,0,0,0,0,0,0,0,0,10.607592,0,0,2.517438,0,0,0,0,0,0,2.465235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.475742,0,3.54633,0,0,0,0,0,0,0,0,0,0,3.836292,0,0,0,0,0,0,0,0,0,0,0,0,4.696326,0,4.745402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.130443,0,0,0,0,0,0,0,0,0,0,0,0,0,6.412385,0,19.532874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.450543,0,7.520717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.961912,0,17.226378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.671303,0,9.211667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.767601,0,0,1.936433,0,0,0,0,0,0,1.921817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.703939,0,2.103762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EN300-1587652_8_C_SP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.862573,0,0,1.513509,0,0,0,0,0,0,0,0,0,1.221995,1.348614,0,0,0,0,0,0,0,0,0,0,0,5.232104,0,0,5.022589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.409441,0,0,0,0,10.03114,0,0,7.046357,0,0,0,0,0,0,0,0,0,0,3.664475,0,0,0,0,0,0,0,0,0,0,0,13.020503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.834812,0,0,3.903102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.978102,0,0,0,0,2.711715,0,0,4.311437,0,0,0,0,0,0,0,0,0,0,2.578972,0,0,0,0,0,0,0,0,0,0,0
EN300-1709227_20_C_SP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.964923,0,0,1.507776,0,0,0,0,0,0,0,0,0,1.220948,1.354437,0,0,0,0,0,0,0,0,0,0,0,9.815059,0,0,2.530783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.121829,0,0,0,0,0,0,3.798442,0,0,0,3.651059,0,0,0,0,0,0,0,0,0,0,0,27.466728,0,4.509999,4.609409,0,0,0,0,0,0,0,0,0,0,4.318421,0,0,0,0,0,0,0,0,0,0,0,11.590847,0,5.915609,16.559272,0,0,0,0,0,0,0,0,0,5.542046,0,0,0,0,0,0,0,0,0,0,0,0,32.846143,0,13.347893,6.767266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.674687,0,7.896472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.321111,0,16.574155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.584892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.759535,0,0,1.962571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933991,0,0,1.172748,0,0,0,0,0,0,2.994491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EN300-1722891_14_C_SP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.861094,0,0,1.568183,0,0,0,0,0,0,0,0,0,1.228109,1.360409,0,0,0,0,0,0,0,0,0,0,0,5.076276,0,0,2.598538,0,0,0,0,0,0,2.598439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.535791,0,3.466103,10.142816,0,0,0,0,0,0,0,0,0,3.899221,0,0,0,0,0,0,0,0,0,0,0,0,16.989547,0,0,0,0,0,0,0,0,0,0,0,0,0,4.305149,0,0,0,0,0,0,0,0,0,0,0,10.273797,0,0,10.993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.258103,0,0,12.833779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.762436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.761432,0,0,2.036655,0,0,0,0,0,0,2.02388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.703687,3.905431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EN300-1788836_11_C_SP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96113,0,0,1.506609,0,0,0,0,0,0,0,0,0,1.221292,1.350645,0,0,0,0,0,0,0,0,0,0,0,6.902629,0,0,2.506188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.621814,0,6.621116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.543579,0,8.80871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.750393,0,10.590655,5.660263,0,0,0,0,0,0,0,0,5.507418,0,0,0,0,0,0,0,0,0,0,0,0,0,12.785441,0,13.175771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.960729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.761967,0,0,1.946781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.589583,0,1.368275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EN300-181934_2_C_SP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.856859,0,1.491257,0,0,0,0,0,0,0,0,0,0,1.218103,1.349933,0,0,0,0,0,0,0,0,0,0,0,0,0,2.490413,0,0,0,0,2.443588,0,0,0,0,0,0,0,0,0,0,0,0,0,2.846546,0,0,0,0,0,0,7.442834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.124027,0,4.248273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.603266,0,0,0,0,0,0,0,0,0,0,0,0,12.944136,0,0,6.488408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.86679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.443564,0,0,8.650547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.379985,0,0,9.060977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.827178,0,2.088085,0,0,0,0,2.055046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.265297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012649,0,0,0,0
EN300-183205_7_C_SP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.849758,0,0,1.531524,0,0,0,0,0,0,0,0,0,1.218939,1.356209,0,0,0,0,0,0,0,0,0,0,0,10.024083,0,0,2.518325,0,0,0,0,0,0,0,0,0,0,2.438792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.914155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.412841,0,0,9.466392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.773945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.673334,0,0,1.930168,0,0,0,0,0,0,0,0,0,0,1.935728,0,0,0,0,0,0,0,0,0,0,0,2.717528,0,0,3.135268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EN300-185652_5_C_SP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97877,0,0,1.516324,0,0,0,0,0,0,0,0,0,1.220038,1.355799,0,0,0,0,0,0,0,0,0,0,0,4.274366,0,2.472478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.083638,0,3.309473,3.67023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.665792,0,0,0,0,0,0,0,4.757498,0,4.63305,0,0,0,0,4.464499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.567021,0,0,6.738403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.261739,0,0,6.491187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.097664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.809012,0,1.92666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.344377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.775401,0,0,0,0,0,0,0
