iter	RMSE
0	0.6981174463
1	0.6889273866
2	0.6854692783
3	0.6804930859
4	0.6740568302
5	0.6687795987
6	0.6604037288
7	0.6524252896
8	0.6493104735
9	0.6444272434
10	0.6376592653
11	0.6331741908
12	0.6272411644
13	0.6249402996
14	0.6236813074
15	0.6197583891
16	0.6168940177
17	0.6115457464
18	0.6024522885
19	0.5969502631
20	0.5938344303
21	0.5884940714
22	0.5833663255
23	0.5811719888
24	0.5757133786
25	0.5713197101
26	0.5666324788
27	0.5616203988
28	0.5567313951
29	0.5552704029
30	0.5540189509
31	0.5482151143
32	0.5434776008
33	0.5381589376
34	0.5355813537
35	0.5276894872
36	0.5203205975
37	0.5178858695
38	0.5108513199
39	0.5048020662
40	0.4987240993
41	0.4909489442
42	0.4862618077
43	0.4817352497
44	0.4767927754
45	0.4686336649
46	0.4604619986
47	0.4587551668
48	0.455406702
49	0.4536668315
50	0.448723886
51	0.4446506617
52	0.4388915283
53	0.4358728185
54	0.4315700932
55	0.4268882649
56	0.4250100949
57	0.4199496541
58	0.4181094116
59	0.4162037486
60	0.4112541017
61	0.4076450834
62	0.4011517832
63	0.3992307216
64	0.3927474661
65	0.3900621483
66	0.3875630091
67	0.3808490002
68	0.3767918191
69	0.3731636836
70	0.369700983
71	0.3675901727
72	0.3630861779
73	0.360038322
74	0.3550453492
75	0.3538901248
76	0.3505584709
77	0.3472674514
78	0.3447887671
79	0.3425099042
80	0.3394787315
81	0.3357402206
82	0.3327481435
83	0.3279009317
84	0.3244033753
85	0.3205906917
86	0.3163190156
87	0.3112603141
88	0.3065094151
89	0.3014961341
90	0.2994577206
91	0.2965246033
92	0.2925625716
93	0.2897100636
94	0.2863416987
95	0.2832702677
96	0.2796351304
97	0.2752340258
98	0.2716332638
99	0.2679308521
100	0.2642374501
101	0.259336573
102	0.2551400046
103	0.2523756127
104	0.2487899046
105	0.2455523036
106	0.2427296138
107	0.2401017843
108	0.2359483058
109	0.2326099667
110	0.2297084003
111	0.2257470984
112	0.2220020414
113	0.2187234945
114	0.2154159353
115	0.2116668025
116	0.207262395
117	0.2045543837
118	0.2013580242
119	0.1975343934
120	0.1944773957
121	0.1912834275
122	0.1893135285
123	0.1855861653
124	0.1823943737
125	0.1799286035
126	0.1769173686
127	0.173966312
128	0.1719343994
129	0.1701486285
130	0.1677342987
131	0.1645219698
132	0.1617087823
133	0.1596807194
134	0.1573250727
135	0.1545217051
136	0.1520931958
137	0.1495285278
138	0.1471042362
139	0.1452772771
140	0.1427719757
141	0.1400872269
142	0.1387609337
143	0.1366147847
144	0.1340612273
145	0.1320618484
146	0.1299742825
147	0.1279976531
148	0.1255581963
149	0.1231945715
150	0.1213959771
151	0.1195519557
152	0.1177933779
153	0.1156467229
154	0.113941174
155	0.1121158724
156	0.1102956101
157	0.108922716
158	0.1073332259
159	0.1057004111
160	0.1039613495
161	0.1020440974
162	0.1007199067
163	0.0994353044
164	0.09772554727
165	0.09705338246
166	0.09514998108
167	0.09377190219
168	0.09223727965
169	0.09079897185
170	0.08940058874
171	0.08814478555
172	0.08654698836
173	0.08540423812
174	0.08389594923
175	0.08240643425
176	0.08163226986
177	0.07990777902
178	0.07940894145
179	0.07819577492
180	0.07701943418
181	0.07651769888
182	0.07605411211
183	0.07479730415
184	0.07348536005
185	0.07306712311
186	0.07246121369
187	0.07096175397
188	0.06953136613
189	0.06920531409
190	0.06888690398
191	0.06857597007
192	0.06760124451
193	0.06669078109
194	0.06639636934
195	0.06607883735
196	0.06489939549
197	0.06378326919
198	0.06354678768
199	0.06317493457
200	0.0622041912
201	0.06195130352
202	0.06117545423
203	0.06092908205
204	0.059912335
205	0.0595659853
206	0.0593672148
207	0.05903367769
208	0.05834267449
209	0.05815104012
210	0.05748008155
211	0.05725513771
212	0.05662584728
213	0.05638999993
214	0.05566220375
215	0.0554363739
216	0.05483190703
217	0.05461039609
218	0.05431559181
219	0.05368909213
220	0.05347484453
221	0.05271530433
222	0.05199989452
223	0.05176629876
224	0.05111726079
225	0.05095675548
226	0.05042388925
227	0.05013869946
228	0.0496021651
229	0.04944792166
230	0.04917529878
231	0.04851472554
232	0.04827599971
233	0.04784049788
234	0.04769179933
235	0.04751109079
236	0.04675092421
237	0.0465108637
238	0.0463686289
239	0.0461455982
240	0.04573862983
241	0.0455681427
242	0.04540147691
243	0.04495806593
244	0.04473417925
245	0.04460192706
246	0.04421399711
247	0.04400703911
248	0.04387878005
249	0.04334327594
250	0.0428888555
251	0.04273626677
252	0.04258664862
253	0.04238214221
254	0.04172485766
255	0.04160748995
256	0.04101173882
257	0.04039438468
258	0.03984917199
259	0.03945698768
260	0.03926906376
261	0.03897975295
262	0.03844259623
263	0.0382705418
264	0.03795692051
265	0.03782576658
266	0.03727230494
267	0.0371443159
268	0.03701956726
269	0.03656742873
270	0.03606432522
271	0.03591235432
272	0.03542793871
273	0.03528940474
274	0.03519402796
275	0.03494423011
276	0.03482830418
277	0.03429455376
278	0.03382743095
279	0.03333339749
280	0.03284418901
281	0.0323754325
282	0.0319392082
283	0.03151595565
284	0.03104524401
285	0.03063277333
286	0.03030042174
287	0.02993320921
288	0.02954457941
289	0.02912872279
290	0.02868164686
291	0.02845248895
292	0.02810895339
293	0.02798136002
294	0.02786861055
295	0.02764933769
296	0.02755391052
297	0.02738069193
298	0.02703007185
299	0.0267133651
300	0.02660788662
301	0.02652184169
302	0.02618788757
303	0.02596725996
304	0.02586657191
305	0.0257679207
306	0.02546601583
307	0.02538532174
308	0.02524199964
309	0.02487407205
310	0.02458024029
311	0.02428861634
312	0.02400736609
313	0.02366995075
314	0.02330977592
315	0.02311573549
316	0.02284347506
317	0.0225512732
318	0.02227281586
319	0.02200750359
320	0.02172582607
321	0.02153418718
322	0.02126922861
323	0.02100625906
324	0.02069520069
325	0.02045806394
326	0.02029703285
327	0.01999093192
328	0.01976889223
329	0.01952066047
330	0.01937153334
331	0.01913202986
332	0.01885774724
333	0.01859001178
334	0.01831185702
335	0.0180444424
336	0.01775988602
337	0.01766180514
338	0.0175540333
339	0.01734090751
340	0.01724864187
341	0.01697054474
342	0.01677824109
343	0.01659062918
344	0.01630667104
345	0.01610043748
346	0.01591244513
347	0.01574163442
348	0.01554993836
349	0.01538522565
350	0.01519712055
351	0.01501893049
352	0.01488951178
353	0.01474096135
354	0.01458922846
355	0.0144774801
356	0.01423298827
357	0.01411422897
358	0.01397543183
359	0.01376722221
360	0.01355007407
361	0.01335486914
362	0.01324492635
363	0.01307249723
364	0.01288656057
365	0.01276156432
366	0.01264810548
367	0.01248716773
368	0.0123683607
369	0.01226593221
370	0.0121264996
371	0.01196470284
372	0.01183250626
373	0.01173760356
374	0.01162849902
375	0.01147122756
376	0.01135338204
377	0.01119320707
378	0.01110625671
379	0.01095940763
380	0.01084160327
381	0.01081135897
382	0.01072916177
383	0.01070006091
384	0.01056820059
385	0.0104039056
386	0.01024631545
387	0.01009658042
388	0.009952594442
389	0.009814166995
390	0.00967873392
391	0.009540058303
392	0.009438838958
393	0.009330924371
394	0.009200890148
395	0.009173239032
396	0.009098667413
397	0.008992844015
398	0.008871735987
399	0.008739419657
400	0.008685095951
401	0.008585354128
402	0.008522768035
403	0.008419215141
404	0.008304805548
405	0.008192962747
406	0.008168309443
407	0.008144213762
408	0.008120663335
409	0.008003880603
410	0.007981132911
411	0.007917418823
412	0.007833049207
413	0.007810492108
414	0.007724529419
415	0.007670349373
416	0.007562236129
417	0.007477067518
418	0.007455208209
419	0.00734428378
420	0.007246046933
421	0.007176224449
422	0.007108985954
423	0.007015253694
424	0.006959363727
425	0.006864129251
426	0.006771537167
427	0.006675800002
428	0.006601093083
429	0.00657886788
430	0.006492376673
431	0.006470792763
432	0.006377596112
433	0.006356708024
434	0.006318442596
435	0.006302002672
436	0.006229570718
437	0.006183794354
438	0.006114113166
439	0.00601463852
440	0.005961491749
441	0.005887449264
442	0.005795356834
443	0.005719581364
444	0.005671581279
445	0.005599722082
446	0.005574102038
447	0.005525111071
448	0.005480663872
449	0.005433194471
450	0.005408686226
451	0.00536169058
452	0.005294725077
453	0.00522030205
454	0.005196667124
455	0.005173830569
456	0.005082952434
457	0.005060940935
458	0.004993253934
459	0.004980810234
460	0.004960050178
461	0.004895666318
462	0.004853822087
463	0.004775951084
464	0.004715231173
465	0.004640330022
466	0.004563083425
467	0.004515741496
468	0.004460883798
469	0.004394873542
470	0.004359149757
471	0.00429217999
472	0.004220854257
473	0.004157285402
474	0.004101952972
475	0.004069607746
476	0.004045815695
477	0.003977613921
478	0.003966729542
479	0.003907484332
480	0.003868441962
481	0.003826591927
482	0.003781212826
483	0.003748853176
484	0.003704586261
485	0.00368227739
486	0.003628964105
487	0.003579890015
488	0.003558807616
489	0.003507196597
490	0.003484982476
491	0.003460667921
492	0.003415770167
493	0.003375494191
494	0.003322472958
495	0.003291980849
496	0.003270512131
497	0.003255987168
498	0.003221591964
499	0.003184060364
500	0.00314195564
501	0.003119386594
502	0.003092942366
503	0.003042022105
504	0.003005283132
505	0.002972472212
506	0.002930120021
507	0.002910410481
508	0.002897585433
