iter	RMSE
0	95.44959123
1	93.82916733
2	92.24330196
3	90.71397088
4	89.32310716
5	87.98171032
6	86.78737647
7	85.63676757
8	84.56839225
9	83.59151035
10	82.68019866
11	81.84162157
12	81.04026228
13	80.2930348
14	79.62883804
15	78.97150902
16	78.34904573
17	77.81813625
18	77.31532319
19	76.74860502
20	76.21995051
21	75.75192495
22	75.30322034
23	74.89016617
24	74.47806809
25	74.10508273
26	73.74478172
27	73.40472716
28	73.06078105
29	72.72328757
30	72.47808675
31	72.18693841
32	71.87559225
33	71.61270256
34	71.39339478
35	71.13308275
36	70.88668204
37	70.67798012
38	70.48073506
39	70.31663491
40	70.12787142
41	69.92555491
42	69.78824364
43	69.57613625
44	69.42216129
45	69.27599705
46	69.10656784
47	68.95557989
48	68.81317524
49	68.68083165
50	68.53711738
51	68.41992776
52	68.30486939
53	68.16912036
54	68.06219265
55	67.944474
56	67.83097394
57	67.72060582
58	67.62350003
59	67.53385623
60	67.39187434
61	67.27777579
62	67.16498691
63	67.07552546
64	66.99131159
65	66.89089811
66	66.80667077
67	66.71174947
68	66.59797507
69	66.50426508
70	66.40195659
71	66.31295545
72	66.24002921
73	66.15509099
74	66.06123813
75	65.97162345
76	65.90338011
77	65.82487404
78	65.75512531
79	65.67229294
80	65.59926666
81	65.52985573
82	65.45658369
83	65.39600661
84	65.31831924
85	65.24215387
86	65.18290922
87	65.10960745
88	65.04249098
89	64.97734861
90	64.89151345
91	64.82985725
92	64.76175536
93	64.6935644
94	64.62117781
95	64.56187021
96	64.5015719
97	64.43533366
98	64.37550237
99	64.33197479
100	64.27979059
101	64.21853812
102	64.15606359
103	64.09646234
104	64.04569958
105	63.99338664
106	63.95043019
107	63.90160755
108	63.84431216
109	63.79708094
110	63.73962348
111	63.69066192
112	63.6406267
113	63.59204089
114	63.53015727
115	63.48384996
116	63.45077953
117	63.38770183
118	63.33855499
119	63.27662024
120	63.23005208
121	63.18882073
122	63.14493018
123	63.09590799
124	63.0478273
125	62.99770557
126	62.9550769
127	62.91457491
128	62.86787102
129	62.84081902
130	62.80074574
131	62.76414261
132	62.73035736
133	62.68344303
134	62.63326392
135	62.5889743
136	62.55007483
137	62.50511472
138	62.46855581
139	62.43394436
140	62.39907422
141	62.3570975
142	62.32302293
143	62.28062818
144	62.24416153
145	62.20868834
146	62.15550616
147	62.12366067
148	62.08520443
149	62.05005392
150	62.01295155
151	61.97682158
152	61.93079656
153	61.89052949
154	61.84855802
155	61.82122297
156	61.78669263
157	61.75904317
158	61.72618684
159	61.68895301
160	61.64755739
161	61.6159791
162	61.58374564
163	61.54956649
164	61.51787988
165	61.48535275
166	61.45037838
167	61.4126068
168	61.38421236
169	61.34893103
170	61.31498594
171	61.2852532
172	61.25783606
173	61.22214084
174	61.18500394
175	61.14889074
176	61.12055572
177	61.0866571
178	61.05881243
179	61.02634549
180	60.99635944
181	60.94503197
182	60.9165649
183	60.86153656
184	60.82469974
185	60.79469761
186	60.76568048
187	60.73765994
188	60.70119942
189	60.66544705
190	60.63082274
191	60.5994955
192	60.56337851
193	60.51145018
194	60.46698905
195	60.43529654
196	60.40802766
197	60.37849907
198	60.34502819
199	60.31270481
200	60.2875022
201	60.25701763
202	60.22452496
203	60.16609157
204	60.13408296
205	60.11083088
206	60.06262403
207	60.0273027
208	59.99301921
209	59.96381137
210	59.93161666
211	59.90499463
212	59.86669512
213	59.8288123
214	59.79727805
215	59.76841221
216	59.74692907
217	59.72078535
218	59.69123252
219	59.66562309
220	59.63416996
221	59.61025098
222	59.58256588
223	59.55006805
224	59.51661027
225	59.47965906
226	59.4477548
227	59.4157713
228	59.37942009
229	59.35245464
230	59.31981347
231	59.28837487
232	59.26033439
233	59.23936917
234	59.21380126
235	59.18470769
236	59.13608685
237	59.10313414
238	59.07102946
239	59.03899447
240	59.01452712
241	58.98188353
242	58.95725856
243	58.92189305
244	58.87929709
245	58.8543097
246	58.81914117
247	58.78988693
248	58.76894737
249	58.74650549
250	58.7211151
251	58.69316508
252	58.66800168
253	58.63645564
254	58.61292815
255	58.58127618
256	58.55612294
257	58.52514849
258	58.49640412
259	58.46890279
260	58.44247256
261	58.41662229
262	58.38985468
263	58.35152592
264	58.33071055
265	58.30296605
266	58.27868569
267	58.25387894
268	58.22723052
269	58.19607279
270	58.16557833
271	58.14119893
272	58.11488939
273	58.09674415
274	58.07487456
275	58.04480038
276	58.02239749
277	57.99778297
278	57.97733258
279	57.95364857
280	57.92943589
281	57.90783035
282	57.88355705
283	57.85922507
284	57.83604249
285	57.81357928
286	57.78842969
287	57.76891041
288	57.7380588
289	57.71035231
290	57.6885272
291	57.66370357
292	57.64062632
293	57.62269039
294	57.60193086
295	57.58304426
296	57.56135177
297	57.53986704
298	57.51647691
299	57.49283786
300	57.4728622
301	57.44223694
302	57.42334062
303	57.39653056
304	57.37801022
305	57.33543923
306	57.31535753
307	57.29656466
308	57.27550511
309	57.25363606
310	57.23173407
311	57.20667614
312	57.18989771
313	57.1684678
314	57.14817615
315	57.12084384
316	57.09600773
317	57.07738984
318	57.05998777
319	57.0456359
320	57.02429156
321	56.99517631
322	56.97430362
323	56.95787903
324	56.93950259
325	56.9227338
326	56.90945715
327	56.8893036
328	56.87167229
329	56.84756414
330	56.82507601
331	56.80647129
332	56.78682171
333	56.77041527
334	56.73590282
335	56.71683055
336	56.6902543
337	56.67353228
338	56.65433953
339	56.63463095
340	56.61885875
341	56.60395272
342	56.57518695
343	56.5563316
344	56.53454078
345	56.51510943
346	56.49833439
347	56.47755695
348	56.45945685
349	56.44069055
350	56.42199069
351	56.40936188
352	56.39248923
353	56.37457217
354	56.35543581
355	56.33823197
356	56.32237737
357	56.30497349
358	56.28335117
359	56.26334377
360	56.24602606
361	56.22537104
362	56.20781624
