Molecule,LogP_chembl
CMPLOGP00003716,3.46
CMPLOGP00003717,3.46
CMPLOGP00003718,3.46
CMPLOGP00003719,3.46
CMPLOGP00003720,3.47
CMPLOGP00003721,3.47
CMPLOGP00003722,3.47
CMPLOGP00003723,3.47
CMPLOGP00003724,3.48
CMPLOGP00003725,3.48
CMPLOGP00003726,3.48
CMPLOGP00003727,3.48
CMPLOGP00003728,3.48
CMPLOGP00003729,3.48
CMPLOGP00003730,3.48
CMPLOGP00003731,3.48
CMPLOGP00003732,3.48
CMPLOGP00003733,3.48
CMPLOGP00003734,3.48
CMPLOGP00003735,3.48
CMPLOGP00003736,3.48
CMPLOGP00003737,3.483
CMPLOGP00003738,3.49
CMPLOGP00003739,3.49
CMPLOGP00003740,3.49
CMPLOGP00003741,3.49
CMPLOGP00003742,3.49
CMPLOGP00003743,3.49
CMPLOGP00003744,3.49
CMPLOGP00003745,3.49
CMPLOGP00003746,3.49
CMPLOGP00003747,3.49
CMPLOGP00003748,3.49
CMPLOGP00003749,3.498
CMPLOGP00003750,3.5
CMPLOGP00003751,3.5
CMPLOGP00003752,3.5
CMPLOGP00003753,3.5
CMPLOGP00003754,3.5
CMPLOGP00003755,3.5
CMPLOGP00003756,3.5
CMPLOGP00003757,3.5
CMPLOGP00003758,3.5
CMPLOGP00003759,3.5
CMPLOGP00003760,3.5
CMPLOGP00003761,3.5
CMPLOGP00003762,3.5
CMPLOGP00003763,3.5
CMPLOGP00003764,3.5
CMPLOGP00003765,3.5
CMPLOGP00003766,3.5
CMPLOGP00003767,3.5
CMPLOGP00003768,3.5
CMPLOGP00003769,3.5
CMPLOGP00003770,3.5
CMPLOGP00003771,3.5
CMPLOGP00003772,3.5
CMPLOGP00003773,3.5
CMPLOGP00003774,3.5
CMPLOGP00003775,3.5
CMPLOGP00003776,3.5
CMPLOGP00003777,3.5
CMPLOGP00003778,3.5
CMPLOGP00003779,3.5
CMPLOGP00003780,3.501
CMPLOGP00003781,3.51
CMPLOGP00003782,3.51
CMPLOGP00003783,3.51
CMPLOGP00003784,3.51
CMPLOGP00003785,3.51
CMPLOGP00003786,3.51
CMPLOGP00003787,3.51
CMPLOGP00003788,3.51
CMPLOGP00003789,3.51
CMPLOGP00003790,3.51
CMPLOGP00003791,3.519
CMPLOGP00003792,3.52
CMPLOGP00003793,3.52
CMPLOGP00003794,3.52
CMPLOGP00003795,3.52
CMPLOGP00003796,3.53
CMPLOGP00003797,3.53
CMPLOGP00003798,3.53
CMPLOGP00003799,3.53
CMPLOGP00003800,3.53
CMPLOGP00003801,3.53
CMPLOGP00003802,3.53
CMPLOGP00003803,3.53
CMPLOGP00003804,3.53
CMPLOGP00003805,3.54
CMPLOGP00003806,3.54
CMPLOGP00003807,3.54
CMPLOGP00003808,3.54
CMPLOGP00003809,3.54
CMPLOGP00003810,3.54
CMPLOGP00003811,3.55
CMPLOGP00003812,3.55
CMPLOGP00003813,3.55
CMPLOGP00003814,3.55
CMPLOGP00003815,3.55
CMPLOGP00003816,3.55
CMPLOGP00003817,3.56
CMPLOGP00003818,3.56
CMPLOGP00003819,3.56
CMPLOGP00003820,3.56
CMPLOGP00003821,3.56
CMPLOGP00003822,3.57
CMPLOGP00003823,3.57
CMPLOGP00003824,3.57
CMPLOGP00003825,3.57
CMPLOGP00003826,3.57
CMPLOGP00003827,3.57
CMPLOGP00003828,3.57
CMPLOGP00003829,3.577
CMPLOGP00003830,3.58
CMPLOGP00003831,3.58
CMPLOGP00003832,3.58
CMPLOGP00003833,3.58
CMPLOGP00003834,3.58
CMPLOGP00003835,3.58
CMPLOGP00003836,3.58
CMPLOGP00003837,3.58
CMPLOGP00003838,3.58
CMPLOGP00003839,3.59
CMPLOGP00003840,3.59
CMPLOGP00003841,3.59
CMPLOGP00003842,3.59
CMPLOGP00003843,3.59
CMPLOGP00003844,3.59
CMPLOGP00003845,3.6
CMPLOGP00003846,3.6
CMPLOGP00003847,3.6
CMPLOGP00003848,3.6
CMPLOGP00003849,3.6
CMPLOGP00003850,3.6
CMPLOGP00003851,3.6
CMPLOGP00003852,3.6
CMPLOGP00003853,3.6
CMPLOGP00003854,3.6
CMPLOGP00003855,3.6
CMPLOGP00003856,3.6
CMPLOGP00003857,3.6
CMPLOGP00003858,3.6
CMPLOGP00003859,3.6
CMPLOGP00003860,3.6
CMPLOGP00003861,3.6
CMPLOGP00003862,3.6
CMPLOGP00003863,3.6
CMPLOGP00003864,3.6
CMPLOGP00003865,3.6
CMPLOGP00003866,3.6
CMPLOGP00003867,3.6
CMPLOGP00003868,3.61
CMPLOGP00003869,3.61
CMPLOGP00003870,3.61
CMPLOGP00003871,3.61
CMPLOGP00003872,3.61
CMPLOGP00003873,3.61
CMPLOGP00003874,3.61
CMPLOGP00003875,3.61
CMPLOGP00003876,3.61
CMPLOGP00003877,3.62
CMPLOGP00003878,3.62
CMPLOGP00003879,3.62
CMPLOGP00003880,3.62
CMPLOGP00003881,3.62
CMPLOGP00003882,3.62
CMPLOGP00003883,3.62
CMPLOGP00003884,3.62
CMPLOGP00003885,3.62
CMPLOGP00003886,3.62
CMPLOGP00003887,3.63
CMPLOGP00003888,3.63
CMPLOGP00003889,3.63
CMPLOGP00003890,3.63
CMPLOGP00003891,3.63
CMPLOGP00003892,3.63
CMPLOGP00003893,3.63
CMPLOGP00003894,3.632
CMPLOGP00003895,3.65
CMPLOGP00003896,3.65
CMPLOGP00003897,3.65
CMPLOGP00003898,3.65
CMPLOGP00003899,3.65
CMPLOGP00003900,3.65
CMPLOGP00003901,3.65
CMPLOGP00003902,3.66
CMPLOGP00003903,3.66
CMPLOGP00003904,3.66
CMPLOGP00003905,3.66
CMPLOGP00003906,3.66
CMPLOGP00003907,3.66
CMPLOGP00003908,3.66
CMPLOGP00003909,3.67
CMPLOGP00003910,3.67
CMPLOGP00003911,3.67
CMPLOGP00003912,3.67
CMPLOGP00003913,3.67
CMPLOGP00003914,3.67
CMPLOGP00003915,3.67
CMPLOGP00003916,3.67
CMPLOGP00003917,3.67
CMPLOGP00003918,3.67
CMPLOGP00003919,3.68
CMPLOGP00003920,3.68
CMPLOGP00003921,3.68
CMPLOGP00003922,3.68
CMPLOGP00003923,3.68
CMPLOGP00003924,3.68
CMPLOGP00003925,3.69
CMPLOGP00003926,3.69
CMPLOGP00003927,3.69
CMPLOGP00003928,3.69
CMPLOGP00003929,3.7
CMPLOGP00003930,3.7
CMPLOGP00003931,3.7
CMPLOGP00003932,3.7
CMPLOGP00003933,3.7
CMPLOGP00003934,3.7
CMPLOGP00003935,3.7
CMPLOGP00003936,3.7
CMPLOGP00003937,3.7
CMPLOGP00003938,3.7
CMPLOGP00003939,3.7
CMPLOGP00003940,3.7
CMPLOGP00003941,3.7
CMPLOGP00003942,3.7
CMPLOGP00003943,3.7
CMPLOGP00003944,3.7
CMPLOGP00003945,3.7
CMPLOGP00003946,3.7
CMPLOGP00003947,3.7
CMPLOGP00003948,3.7
CMPLOGP00003949,3.7
CMPLOGP00003950,3.7
CMPLOGP00003951,3.7
CMPLOGP00003952,3.7
CMPLOGP00003953,3.7
CMPLOGP00003954,3.7
CMPLOGP00003955,3.7
CMPLOGP00003956,3.7
CMPLOGP00003957,3.71
CMPLOGP00003958,3.71
CMPLOGP00003959,3.71
CMPLOGP00003960,3.71
CMPLOGP00003961,3.71
CMPLOGP00003962,3.71
CMPLOGP00003963,3.71
CMPLOGP00003964,3.72
CMPLOGP00003965,3.72
CMPLOGP00003966,3.72
CMPLOGP00003967,3.72
CMPLOGP00003968,3.72
CMPLOGP00003969,3.72
CMPLOGP00003970,3.72
CMPLOGP00003971,3.72
CMPLOGP00003972,3.73
CMPLOGP00003973,3.73
CMPLOGP00003974,3.73
CMPLOGP00003975,3.74
CMPLOGP00003976,3.74
CMPLOGP00003977,3.74
CMPLOGP00003978,3.75
CMPLOGP00003979,3.75
CMPLOGP00003980,3.75
CMPLOGP00003981,3.75
CMPLOGP00003982,3.76
CMPLOGP00003983,3.76
CMPLOGP00003984,3.76
CMPLOGP00003985,3.76
CMPLOGP00003986,3.76
CMPLOGP00003987,3.77
CMPLOGP00003988,3.77
CMPLOGP00003989,3.77
CMPLOGP00003990,3.77
CMPLOGP00003991,3.77
CMPLOGP00003992,3.77
CMPLOGP00003993,3.77
CMPLOGP00003994,3.77
CMPLOGP00003995,3.77
CMPLOGP00003996,3.78
CMPLOGP00003997,3.78
CMPLOGP00003998,3.78
CMPLOGP00003999,3.78
CMPLOGP00004000,3.78
CMPLOGP00004001,3.782
CMPLOGP00004002,3.79
CMPLOGP00004003,3.79
CMPLOGP00004004,3.79
CMPLOGP00004005,3.791
CMPLOGP00004006,3.8
CMPLOGP00004007,3.8
CMPLOGP00004008,3.8
CMPLOGP00004009,3.8
CMPLOGP00004010,3.8
CMPLOGP00004011,3.8
CMPLOGP00004012,3.8
CMPLOGP00004013,3.8
CMPLOGP00004014,3.8
CMPLOGP00004015,3.8
CMPLOGP00004016,3.8
CMPLOGP00004017,3.8
CMPLOGP00004018,3.8
CMPLOGP00004019,3.8
CMPLOGP00004020,3.8
CMPLOGP00004021,3.8
CMPLOGP00004022,3.8
CMPLOGP00004023,3.8
CMPLOGP00004024,3.8
CMPLOGP00004025,3.81
CMPLOGP00004026,3.81
CMPLOGP00004027,3.81
CMPLOGP00004028,3.81
CMPLOGP00004029,3.81
CMPLOGP00004030,3.81
CMPLOGP00004031,3.81
CMPLOGP00004032,3.81
CMPLOGP00004033,3.81
CMPLOGP00004034,3.81
CMPLOGP00004035,3.81
CMPLOGP00004036,3.82
CMPLOGP00004037,3.82
CMPLOGP00004038,3.82
CMPLOGP00004039,3.82
CMPLOGP00004040,3.825
CMPLOGP00004041,3.83
CMPLOGP00004042,3.83
CMPLOGP00004043,3.83
CMPLOGP00004044,3.83
CMPLOGP00004045,3.83
CMPLOGP00004046,3.84
CMPLOGP00004047,3.84
CMPLOGP00004048,3.84
CMPLOGP00004049,3.84
CMPLOGP00004050,3.84
CMPLOGP00004051,3.84
CMPLOGP00004052,3.84
CMPLOGP00004053,3.84
CMPLOGP00004054,3.85
CMPLOGP00004055,3.85
CMPLOGP00004056,3.85
CMPLOGP00004057,3.85
CMPLOGP00004058,3.85
CMPLOGP00004059,3.85
CMPLOGP00004060,3.85
CMPLOGP00004061,3.85
CMPLOGP00004062,3.86
CMPLOGP00004063,3.86
CMPLOGP00004064,3.86
CMPLOGP00004065,3.86
CMPLOGP00004066,3.86
CMPLOGP00004067,3.86
CMPLOGP00004068,3.866
CMPLOGP00004069,3.87
CMPLOGP00004070,3.87
CMPLOGP00004071,3.87
CMPLOGP00004072,3.87
CMPLOGP00004073,3.87
CMPLOGP00004074,3.87
CMPLOGP00004075,3.87
CMPLOGP00004076,3.87
CMPLOGP00004077,3.87
CMPLOGP00004078,3.87
CMPLOGP00004079,3.87
CMPLOGP00004080,3.87
CMPLOGP00004081,3.88
CMPLOGP00004082,3.88
CMPLOGP00004083,3.88
CMPLOGP00004084,3.88
CMPLOGP00004085,3.88
CMPLOGP00004086,3.88
CMPLOGP00004087,3.88
CMPLOGP00004088,3.888
CMPLOGP00004089,3.89
CMPLOGP00004090,3.89
CMPLOGP00004091,3.89
CMPLOGP00004092,3.89
CMPLOGP00004093,3.89
CMPLOGP00004094,3.89
CMPLOGP00004095,3.89
CMPLOGP00004096,3.89
CMPLOGP00004097,3.9
CMPLOGP00004098,3.9
CMPLOGP00004099,3.9
CMPLOGP00004100,3.9
CMPLOGP00004101,3.9
CMPLOGP00004102,3.9
CMPLOGP00004103,3.9
CMPLOGP00004104,3.9
CMPLOGP00004105,3.9
CMPLOGP00004106,3.9
CMPLOGP00004107,3.9
CMPLOGP00004108,3.9
CMPLOGP00004109,3.9
CMPLOGP00004110,3.9
CMPLOGP00004111,3.9
CMPLOGP00004112,3.9
CMPLOGP00004113,3.9
CMPLOGP00004114,3.9
CMPLOGP00004115,3.9
CMPLOGP00004116,3.9
CMPLOGP00004117,3.9
CMPLOGP00004118,3.907
CMPLOGP00004119,3.91
CMPLOGP00004120,3.91
CMPLOGP00004121,3.91
CMPLOGP00004122,3.917
CMPLOGP00004123,3.92
CMPLOGP00004124,3.92
CMPLOGP00004125,3.92
CMPLOGP00004126,3.92
CMPLOGP00004127,3.92
CMPLOGP00004128,3.92
CMPLOGP00004129,3.92
CMPLOGP00004130,3.92
CMPLOGP00004131,3.92
CMPLOGP00004132,3.923
CMPLOGP00004133,3.93
CMPLOGP00004134,3.93
CMPLOGP00004135,3.93
CMPLOGP00004136,3.93
CMPLOGP00004137,3.94
CMPLOGP00004138,3.94
CMPLOGP00004139,3.95
CMPLOGP00004140,3.95
CMPLOGP00004141,3.95
CMPLOGP00004142,3.95
CMPLOGP00004143,3.956
CMPLOGP00004144,3.96
CMPLOGP00004145,3.96
CMPLOGP00004146,3.96
CMPLOGP00004147,3.96
CMPLOGP00004148,3.96
CMPLOGP00004149,3.96
CMPLOGP00004150,3.96
CMPLOGP00004151,3.96
CMPLOGP00004152,3.96
CMPLOGP00004153,3.96
CMPLOGP00004154,3.97
CMPLOGP00004155,3.97
CMPLOGP00004156,3.97
CMPLOGP00004157,3.97
CMPLOGP00004158,3.97
CMPLOGP00004159,3.97
CMPLOGP00004160,3.97
CMPLOGP00004161,3.97
CMPLOGP00004162,3.98
CMPLOGP00004163,3.98
CMPLOGP00004164,3.98
CMPLOGP00004165,3.98
CMPLOGP00004166,3.98
CMPLOGP00004167,3.98
CMPLOGP00004168,3.98
CMPLOGP00004169,3.98
CMPLOGP00004170,3.98
CMPLOGP00004171,3.98
CMPLOGP00004172,3.98
CMPLOGP00004173,3.98
CMPLOGP00004174,3.98
CMPLOGP00004175,3.98
CMPLOGP00004176,3.98
CMPLOGP00004177,3.988
CMPLOGP00004178,3.99
CMPLOGP00004179,3.99
CMPLOGP00004180,3.99
CMPLOGP00004181,3.99
CMPLOGP00004182,3.99
CMPLOGP00004183,4
CMPLOGP00004184,4
CMPLOGP00004185,4
CMPLOGP00004186,4
CMPLOGP00004187,4
CMPLOGP00004188,4
CMPLOGP00004189,4
CMPLOGP00004190,4
CMPLOGP00004191,4
CMPLOGP00004192,4
CMPLOGP00004193,4
CMPLOGP00004194,4
CMPLOGP00004195,4
CMPLOGP00004196,4
CMPLOGP00004197,4
CMPLOGP00004198,4
CMPLOGP00004199,4
CMPLOGP00004200,4
CMPLOGP00004201,4
CMPLOGP00004202,4
CMPLOGP00004203,4
CMPLOGP00004204,4
CMPLOGP00004205,4.01
CMPLOGP00004206,4.01
CMPLOGP00004207,4.01
CMPLOGP00004208,4.01
CMPLOGP00004209,4.01
CMPLOGP00004210,4.01
CMPLOGP00004211,4.01
CMPLOGP00004212,4.01
CMPLOGP00004213,4.01
CMPLOGP00004214,4.01
CMPLOGP00004215,4.02
CMPLOGP00004216,4.02
CMPLOGP00004217,4.02
CMPLOGP00004218,4.02
CMPLOGP00004219,4.02
CMPLOGP00004220,4.02
CMPLOGP00004221,4.02
CMPLOGP00004222,4.03
CMPLOGP00004223,4.03
CMPLOGP00004224,4.03
CMPLOGP00004225,4.03
CMPLOGP00004226,4.04
CMPLOGP00004227,4.04
CMPLOGP00004228,4.04
CMPLOGP00004229,4.04
CMPLOGP00004230,4.04
CMPLOGP00004231,4.04
CMPLOGP00004232,4.04
CMPLOGP00004233,4.04
CMPLOGP00004234,4.04
CMPLOGP00004235,4.04
CMPLOGP00004236,4.05
CMPLOGP00004237,4.05
CMPLOGP00004238,4.05
CMPLOGP00004239,4.06
CMPLOGP00004240,4.06
CMPLOGP00004241,4.06
CMPLOGP00004242,4.06
CMPLOGP00004243,4.06
CMPLOGP00004244,4.06
CMPLOGP00004245,4.06
CMPLOGP00004246,4.07
CMPLOGP00004247,4.07
CMPLOGP00004248,4.07
CMPLOGP00004249,4.07
CMPLOGP00004250,4.07
CMPLOGP00004251,4.07
CMPLOGP00004252,4.07
CMPLOGP00004253,4.08
CMPLOGP00004254,4.08
CMPLOGP00004255,4.08
CMPLOGP00004256,4.08
CMPLOGP00004257,4.09
CMPLOGP00004258,4.09
CMPLOGP00004259,4.09
CMPLOGP00004260,4.09
CMPLOGP00004261,4.1
CMPLOGP00004262,4.1
CMPLOGP00004263,4.1
CMPLOGP00004264,4.1
CMPLOGP00004265,4.1
CMPLOGP00004266,4.1
CMPLOGP00004267,4.1
CMPLOGP00004268,4.1
CMPLOGP00004269,4.1
CMPLOGP00004270,4.1
CMPLOGP00004271,4.1
CMPLOGP00004272,4.1
CMPLOGP00004273,4.1
CMPLOGP00004274,4.1
CMPLOGP00004275,4.1
CMPLOGP00004276,4.1
CMPLOGP00004277,4.1
CMPLOGP00004278,4.1
CMPLOGP00004279,4.1
CMPLOGP00004280,4.1
CMPLOGP00004281,4.1
CMPLOGP00004282,4.1
CMPLOGP00004283,4.1
CMPLOGP00004284,4.1
CMPLOGP00004285,4.11
CMPLOGP00004286,4.11
CMPLOGP00004287,4.11
CMPLOGP00004288,4.11
CMPLOGP00004289,4.11
CMPLOGP00004290,4.12
CMPLOGP00004291,4.12
CMPLOGP00004292,4.12
CMPLOGP00004293,4.12
CMPLOGP00004294,4.12
CMPLOGP00004295,4.12
CMPLOGP00004296,4.12
CMPLOGP00004297,4.13
CMPLOGP00004298,4.13
CMPLOGP00004299,4.13
CMPLOGP00004300,4.14
CMPLOGP00004301,4.14
CMPLOGP00004302,4.15
CMPLOGP00004303,4.15
CMPLOGP00004304,4.15
CMPLOGP00004305,4.153
CMPLOGP00004306,4.153
CMPLOGP00004307,4.16
CMPLOGP00004308,4.16
CMPLOGP00004309,4.16
CMPLOGP00004310,4.16
CMPLOGP00004311,4.16
CMPLOGP00004312,4.17
CMPLOGP00004313,4.17
CMPLOGP00004314,4.17
CMPLOGP00004315,4.17
CMPLOGP00004316,4.176
CMPLOGP00004317,4.18
CMPLOGP00004318,4.18
CMPLOGP00004319,4.18
CMPLOGP00004320,4.18
CMPLOGP00004321,4.18
CMPLOGP00004322,4.18
CMPLOGP00004323,4.18
CMPLOGP00004324,4.186
CMPLOGP00004325,4.19
CMPLOGP00004326,4.19
CMPLOGP00004327,4.19
CMPLOGP00004328,4.19
CMPLOGP00004329,4.19
CMPLOGP00004330,4.2
CMPLOGP00004331,4.2
CMPLOGP00004332,4.2
CMPLOGP00004333,4.2
CMPLOGP00004334,4.2
CMPLOGP00004335,4.2
CMPLOGP00004336,4.2
CMPLOGP00004337,4.2
CMPLOGP00004338,4.2
CMPLOGP00004339,4.2
CMPLOGP00004340,4.2
CMPLOGP00004341,4.2
CMPLOGP00004342,4.2
CMPLOGP00004343,4.2
CMPLOGP00004344,4.2
CMPLOGP00004345,4.2
CMPLOGP00004346,4.2
CMPLOGP00004347,4.2
CMPLOGP00004348,4.2
CMPLOGP00004349,4.2
CMPLOGP00004350,4.2
CMPLOGP00004351,4.2
CMPLOGP00004352,4.2
CMPLOGP00004353,4.21
CMPLOGP00004354,4.21
CMPLOGP00004355,4.21
CMPLOGP00004356,4.22
CMPLOGP00004357,4.22
CMPLOGP00004358,4.22
CMPLOGP00004359,4.227
CMPLOGP00004360,4.23
CMPLOGP00004361,4.23
CMPLOGP00004362,4.23
CMPLOGP00004363,4.23
CMPLOGP00004364,4.23
CMPLOGP00004365,4.23
CMPLOGP00004366,4.23
CMPLOGP00004367,4.23
CMPLOGP00004368,4.23
CMPLOGP00004369,4.23
CMPLOGP00004370,4.23
CMPLOGP00004371,4.24
CMPLOGP00004372,4.24
CMPLOGP00004373,4.24
CMPLOGP00004374,4.24
CMPLOGP00004375,4.25
CMPLOGP00004376,4.25
CMPLOGP00004377,4.25
CMPLOGP00004378,4.25
CMPLOGP00004379,4.26
CMPLOGP00004380,4.26
CMPLOGP00004381,4.26
CMPLOGP00004382,4.26
CMPLOGP00004383,4.26
CMPLOGP00004384,4.27
CMPLOGP00004385,4.27
CMPLOGP00004386,4.27
CMPLOGP00004387,4.27
CMPLOGP00004388,4.28
CMPLOGP00004389,4.28
CMPLOGP00004390,4.283
CMPLOGP00004391,4.29
CMPLOGP00004392,4.29
CMPLOGP00004393,4.29
CMPLOGP00004394,4.29
CMPLOGP00004395,4.29
CMPLOGP00004396,4.3
CMPLOGP00004397,4.3
CMPLOGP00004398,4.3
CMPLOGP00004399,4.3
CMPLOGP00004400,4.3
CMPLOGP00004401,4.3
CMPLOGP00004402,4.3
CMPLOGP00004403,4.3
CMPLOGP00004404,4.3
CMPLOGP00004405,4.3
CMPLOGP00004406,4.3
CMPLOGP00004407,4.3
CMPLOGP00004408,4.3
CMPLOGP00004409,4.3
CMPLOGP00004410,4.3
CMPLOGP00004411,4.3
CMPLOGP00004412,4.3
CMPLOGP00004413,4.3
CMPLOGP00004414,4.3
CMPLOGP00004415,4.3
CMPLOGP00004416,4.3
CMPLOGP00004417,4.31
CMPLOGP00004418,4.31
CMPLOGP00004419,4.316
CMPLOGP00004420,4.32
CMPLOGP00004421,4.32
CMPLOGP00004422,4.32
CMPLOGP00004423,4.32
CMPLOGP00004424,4.325
CMPLOGP00004425,4.33
CMPLOGP00004426,4.33
CMPLOGP00004427,4.33
CMPLOGP00004428,4.33
CMPLOGP00004429,4.33
CMPLOGP00004430,4.33
CMPLOGP00004431,4.33
CMPLOGP00004432,4.34
CMPLOGP00004433,4.34
CMPLOGP00004434,4.34
CMPLOGP00004435,4.34
CMPLOGP00004436,4.34
CMPLOGP00004437,4.34
CMPLOGP00004438,4.35
CMPLOGP00004439,4.35
CMPLOGP00004440,4.35
CMPLOGP00004441,4.35
CMPLOGP00004442,4.36
CMPLOGP00004443,4.36
CMPLOGP00004444,4.37
CMPLOGP00004445,4.37
CMPLOGP00004446,4.37
CMPLOGP00004447,4.37
CMPLOGP00004448,4.37
CMPLOGP00004449,4.375
CMPLOGP00004450,4.38
CMPLOGP00004451,4.38
CMPLOGP00004452,4.38
CMPLOGP00004453,4.38
CMPLOGP00004454,4.38
CMPLOGP00004455,4.384
CMPLOGP00004456,4.39
CMPLOGP00004457,4.39
CMPLOGP00004458,4.39
CMPLOGP00004459,4.4
CMPLOGP00004460,4.4
CMPLOGP00004461,4.4
CMPLOGP00004462,4.4
CMPLOGP00004463,4.4
CMPLOGP00004464,4.4
CMPLOGP00004465,4.4
CMPLOGP00004466,4.4
CMPLOGP00004467,4.4
CMPLOGP00004468,4.4
CMPLOGP00004469,4.4
CMPLOGP00004470,4.4
CMPLOGP00004471,4.4
CMPLOGP00004472,4.4
CMPLOGP00004473,4.4
CMPLOGP00004474,4.4
CMPLOGP00004475,4.4
CMPLOGP00004476,4.4
CMPLOGP00004477,4.4
CMPLOGP00004478,4.41
CMPLOGP00004479,4.41
CMPLOGP00004480,4.41
CMPLOGP00004481,4.41
CMPLOGP00004482,4.41
CMPLOGP00004483,4.42
CMPLOGP00004484,4.42
CMPLOGP00004485,4.42
CMPLOGP00004486,4.42
CMPLOGP00004487,4.42
CMPLOGP00004488,4.42
CMPLOGP00004489,4.42
CMPLOGP00004490,4.42
CMPLOGP00004491,4.426
CMPLOGP00004492,4.429
CMPLOGP00004493,4.43
CMPLOGP00004494,4.43
CMPLOGP00004495,4.43
CMPLOGP00004496,4.44
CMPLOGP00004497,4.44
CMPLOGP00004498,4.44
CMPLOGP00004499,4.44
CMPLOGP00004500,4.44
CMPLOGP00004501,4.44
CMPLOGP00004502,4.44
CMPLOGP00004503,4.44
CMPLOGP00004504,4.44
CMPLOGP00004505,4.44
CMPLOGP00004506,4.44
CMPLOGP00004507,4.44
CMPLOGP00004508,4.44
CMPLOGP00004509,4.44
CMPLOGP00004510,4.44
CMPLOGP00004511,4.45
CMPLOGP00004512,4.45
CMPLOGP00004513,4.45
CMPLOGP00004514,4.45
CMPLOGP00004515,4.46
CMPLOGP00004516,4.46
CMPLOGP00004517,4.46
CMPLOGP00004518,4.46
CMPLOGP00004519,4.46
CMPLOGP00004520,4.46
CMPLOGP00004521,4.46
CMPLOGP00004522,4.47
CMPLOGP00004523,4.47
CMPLOGP00004524,4.47
CMPLOGP00004525,4.47
CMPLOGP00004526,4.48
CMPLOGP00004527,4.48
CMPLOGP00004528,4.48
CMPLOGP00004529,4.48
CMPLOGP00004530,4.48
CMPLOGP00004531,4.48
CMPLOGP00004532,4.49
CMPLOGP00004533,4.49
CMPLOGP00004534,4.49
CMPLOGP00004535,4.49
CMPLOGP00004536,4.49
CMPLOGP00004537,4.5
CMPLOGP00004538,4.5
CMPLOGP00004539,4.5
CMPLOGP00004540,4.5
CMPLOGP00004541,4.5
CMPLOGP00004542,4.5
CMPLOGP00004543,4.5
CMPLOGP00004544,4.5
CMPLOGP00004545,4.5
CMPLOGP00004546,4.5
CMPLOGP00004547,4.5
CMPLOGP00004548,4.5
CMPLOGP00004549,4.5
CMPLOGP00004550,4.506
CMPLOGP00004551,4.51
CMPLOGP00004552,4.51
CMPLOGP00004553,4.51
CMPLOGP00004554,4.51
CMPLOGP00004555,4.51
CMPLOGP00004556,4.52
CMPLOGP00004557,4.52
CMPLOGP00004558,4.52
CMPLOGP00004559,4.52
CMPLOGP00004560,4.52
CMPLOGP00004561,4.52
CMPLOGP00004562,4.52
CMPLOGP00004563,4.52
CMPLOGP00004564,4.53
CMPLOGP00004565,4.53
CMPLOGP00004566,4.53
CMPLOGP00004567,4.53
CMPLOGP00004568,4.53
CMPLOGP00004569,4.53
CMPLOGP00004570,4.54
CMPLOGP00004571,4.54
CMPLOGP00004572,4.54
CMPLOGP00004573,4.54
CMPLOGP00004574,4.54
CMPLOGP00004575,4.55
CMPLOGP00004576,4.55
CMPLOGP00004577,4.55
CMPLOGP00004578,4.55
CMPLOGP00004579,4.56
CMPLOGP00004580,4.56
CMPLOGP00004581,4.57
CMPLOGP00004582,4.57
CMPLOGP00004583,4.57
CMPLOGP00004584,4.58
CMPLOGP00004585,4.58
CMPLOGP00004586,4.58
CMPLOGP00004587,4.58
CMPLOGP00004588,4.58
CMPLOGP00004589,4.59
CMPLOGP00004590,4.59
CMPLOGP00004591,4.59
CMPLOGP00004592,4.59
CMPLOGP00004593,4.6
CMPLOGP00004594,4.6
CMPLOGP00004595,4.6
CMPLOGP00004596,4.6
CMPLOGP00004597,4.6
CMPLOGP00004598,4.6
CMPLOGP00004599,4.6
CMPLOGP00004600,4.6
CMPLOGP00004601,4.6
CMPLOGP00004602,4.6
CMPLOGP00004603,4.6
CMPLOGP00004604,4.6
CMPLOGP00004605,4.6
CMPLOGP00004606,4.6
CMPLOGP00004607,4.61
CMPLOGP00004608,4.61
CMPLOGP00004609,4.61
CMPLOGP00004610,4.61
CMPLOGP00004611,4.61
CMPLOGP00004612,4.61
CMPLOGP00004613,4.61
CMPLOGP00004614,4.62
CMPLOGP00004615,4.62
CMPLOGP00004616,4.62
CMPLOGP00004617,4.62
CMPLOGP00004618,4.629
CMPLOGP00004619,4.64
CMPLOGP00004620,4.64
CMPLOGP00004621,4.64
CMPLOGP00004622,4.64
CMPLOGP00004623,4.64
CMPLOGP00004624,4.64
CMPLOGP00004625,4.64
CMPLOGP00004626,4.64
CMPLOGP00004627,4.65
CMPLOGP00004628,4.65
CMPLOGP00004629,4.65
CMPLOGP00004630,4.65
CMPLOGP00004631,4.66
CMPLOGP00004632,4.66
CMPLOGP00004633,4.66
CMPLOGP00004634,4.66
CMPLOGP00004635,4.66
CMPLOGP00004636,4.66
CMPLOGP00004637,4.66
CMPLOGP00004638,4.66
CMPLOGP00004639,4.66
CMPLOGP00004640,4.66
CMPLOGP00004641,4.67
CMPLOGP00004642,4.67
CMPLOGP00004643,4.675
CMPLOGP00004644,4.68
CMPLOGP00004645,4.68
CMPLOGP00004646,4.69
CMPLOGP00004647,4.69
CMPLOGP00004648,4.69
CMPLOGP00004649,4.69
CMPLOGP00004650,4.69
