Molecule,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_furan,fr_halogen,fr_imidazole,fr_imide,fr_ketone,fr_ketone_Topliss,fr_methoxy,fr_morpholine,fr_nitrile,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_thiazole,fr_thiophene,fr_urea
UNC10225111A,13.779573699703871,-4.39733673601287,13.779573699703871,0.3368968468547884,0.3709322623639737,506.5629999999998,476.3230000000004,506.22776806000076,194,0.3190150255388571,-0.4926335364441249,0.4926335364441249,0.3190150255388571,1.162162162162162,1.972972972972973,2.72972972972973,11.040344178846446,-0.24584134189529747,1.0406807668089446e-16,-2.54351635131229,2.1896515214174362e-16,-2.746446760378515,1.4751984893849281,-0.9476324912071681,52.23723982810451,47.724523025319066,17.724523025319066,29.828652242871257,24.131522319105052,9.289881532605179,6.179521563235481,6.179521563235481,3.8931957210624932,3.8931957210624932,2.4359054632800206,2.4359054632800206,-4.54,7.4974564213548485,11.463679191470183,6.181637437174714,257.0248624953399,35.03993865211575,5.817862777835028,21.517794847917347,11.6978511142704,0.0,6.031114512338072,4.794537184071822,9.77851570501903,4.9839785209472085,0.0,12.08483741532659,31.352073141614945,63.802878397378564,48.5290285000522,65.04567048112439,34.95533406689166,0.0,15.277770395182792,0.0,19.242709486974704,49.62711318270688,54.03327765615482,17.248535499851716,126.94,175.10696989257983,9.589074368143644,0.0,5.309813353288376,0.0,0.0,0.0,0.0,0.0,14.704819995694466,50.71973315918067,257.33847618256266,0.0,32.963054668918566,-2.1193711227926535,-4.361517786570477,-9.600557223277505,-16.993708549358768,-5.757019808924329,-12.093018537265309,-10.876337823292154,0.3076923076923077,37,3,11,0,1,1,2,1,3,9,3,11,13,0,1,1,4,3.849000000000003,140.63159999999988,0,0,0,0,2,0,0,0,0,2,2,3,3,0,0,0,0,0,0,0,2,4,0,2,0,0,3,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UNC10225112A,14.19834168489464,-4.31704886358431,14.19834168489464,0.140087526406103,0.5256224926259075,436.4909999999997,411.29100000000017,436.20230226000075,166,0.31483803129766474,-0.4967682000194671,0.4967682000194671,0.31483803129766474,1.375,2.1875,2.96875,11.061866683705444,-0.24336531433644323,3.3242919950877864e-16,-2.5548439221172288,0.048636718339016415,-2.7746543827782904,1.6825976892469443,-0.9453919718463965,44.24567599654179,40.3777426269367,15.377742626936703,25.58175788706438,20.54988382945001,8.208243042950137,5.315203819937379,5.315203819937379,3.2131414434641443,3.2131414434641443,1.9399130047927013,1.9399130047927013,-3.8799999999999994,6.566884260334109,9.951270372881826,5.627258513423676,220.6821064951797,25.566212744515656,17.384595452164827,4.235526234984602,5.948339280986494,0.0,6.031114512338072,0.0,14.16893075269385,4.9839785209472085,0.0,12.08483741532659,54.23330734666944,42.8517872314767,31.711606469946542,48.314029656276155,23.484702845843156,0.0,20.587583748471168,0.0,18.88767705399497,30.24139491165333,71.93533591252731,5.749511833283905,91.41000000000001,155.60843591059108,9.184952231746642,0.0,5.309813353288376,0.0,0.0,0.0,0.0,0.0,14.704819995694464,34.39221447072944,222.89041233922885,0.0,20.20589634186613,-2.112620169615206,-2.527979727111773,-5.544936851518015,-18.58307695569423,-5.508174163545303,-12.156541408399804,-3.3296460718774172,0.2608695652173913,32,3,8,0,1,1,2,1,3,6,3,9,8,0,1,1,4,3.4460000000000015,120.69810000000003,0,0,0,0,2,0,0,0,0,1,1,3,3,0,0,0,0,0,0,0,2,3,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UNC10225113A,14.107393522077263,-6.4006131740904335,14.107393522077263,0.17658807564761414,0.4948334143943305,467.5949999999997,438.3630000000002,467.1991107880009,174,0.2403772674119302,-0.4967658883837371,0.4967658883837371,0.2403772674119302,1.303030303030303,2.121212121212121,2.878787878787879,10.55515730559148,-0.24838329985716634,-4.0660549526985656e-17,-2.537634408816789,3.8557475950933577e-17,-2.726833949627455,1.23073867660635,-1.0991841506984816,48.59097545816253,44.869061139355246,16.68555772028297,27.47171554742365,22.75877512336389,9.804411261164613,5.528714778950357,7.069669934905584,3.40683680593328,4.549800947586164,2.073512673404841,2.8516422654451916,-3.17,6.485508683362206,10.181757272717448,5.797596445542162,235.49273018384628,14.946586037938904,12.979216689447133,1.4118420783282006,15.97163043439408,0.0,0.0,0.0,18.116895119010277,4.9839785209472085,0.0,25.30965443395165,60.60623224799882,47.320995996522534,32.49481427695366,52.98882511138137,27.47687948691267,0.0,14.683076655628547,0.0,36.884042765151236,30.241394911653334,66.11811507148141,5.749511833283905,96.45,165.87525032892836,8.417796984328938,0.0,5.309813353288376,0.0,0.0,0.0,0.0,0.0,14.704819995694464,39.83416517325235,268.2675066806957,0.0,4.502709556271425,-0.17658807564761414,-2.7506167087078635,-3.9994071402060873,-17.98920744881121,-13.680186320570643,-12.398995633511253,-9.691881576179139,0.3333333333333333,33,2,8,0,1,1,2,1,3,7,2,9,11,0,1,1,4,3.738500000000002,129.6852,0,0,0,0,2,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
UNC10225114A,8.186892479213908,-3.327149352796676,8.186892479213908,0.3988681027966743,0.7455681902318071,240.26600000000008,228.16999999999996,240.101111004,90,0.2948560230211832,-0.492748630097031,0.492748630097031,0.2948560230211832,1.5555555555555556,2.5555555555555554,3.4444444444444446,11.50160055028938,-0.24748531580976882,0.24821032188047504,-2.421504028248582,0.28258683788272687,-2.3875125427871926,2.4636324277532946,-1.062305445848798,22.756630355021706,20.697102672463693,8.697102672463695,13.734288230832826,10.624833615445606,4.716585324981742,3.1940069464083156,3.1940069464083156,2.219551503887088,2.219551503887088,1.4821580288420524,1.4821580288420524,-2.4299999999999997,3.780115476605326,4.103531684094625,1.5190358127697607,120.71867194887552,9.675907838898567,11.341105215616189,0.0,5.879988336435371,1.4311996572326342,0.0,4.9839785209472085,9.967957041894417,0.0,0.0,0.0,24.979148240285564,25.696442886796564,25.477598757149334,20.18715230897963,11.033401435232523,1.4311996572326342,19.51903521063298,0.0,13.348751801611623,0.0,36.645941755434166,17.267844326132295,63.83,78.2959393184106,0.0,0.0,0.0,4.567099647791355,0.0,0.0,0.0,0.0,20.060743753948838,16.509543775105055,93.89678824693458,0.0,10.988519437095825,4.302637235449735,-1.565251795162509,-1.3983423091458795,-2.202286102712689,-2.0983680949231545,-6.590363284202573,0.0,0.15384615384615385,18,1,5,0,0,0,0,3,3,5,1,5,4,0,0,0,3,2.2188000000000003,68.09780000000002,0,0,0,0,4,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
UNC10225115A,12.559070464042518,-6.11205121457268,12.559070464042518,0.001659161089636596,0.2209247583228777,569.7160000000014,542.5000000000003,569.1667651040009,202,0.16808188025155502,-0.3395952282001589,0.3395952282001589,0.16808188025155502,1.125,2.025,2.9,11.592436113368144,-0.24277939521617328,0.29736072618111004,-2.544612923264199,0.3247595033496744,-2.7424621768508493,2.5746192906998195,-0.9448791720139538,51.12399117405265,46.26348833035516,20.896481492210608,30.346796217980057,23.9011454760107,12.806378113532904,7.225843547449443,9.231787889598774,4.604529592858912,5.635880014577083,3.0141922730596726,3.7492874821292386,-4.1899999999999995,9.436802780333794,11.123635770364727,6.0115546686811605,273.472705561365,10.619626706576751,29.74871195956994,1.4118420783282006,0.0,0.0,0.0,4.681802935145185,23.36973254717056,5.098681808301038,11.336785877934737,36.25451224597977,35.77554503001347,56.152353967917655,58.40493666525563,45.51044504524086,54.48513793103294,0.0,30.042233659576222,0.0,12.99371936863189,23.69555402387094,94.8700623072946,11.257379486545457,114.69000000000001,185.9650672394411,8.417796984328938,0.0,21.3284021663683,0.0,0.0,0.0,0.0,0.0,20.050617371142664,37.092648060911905,250.02220686059158,-0.001659161089636596,11.430491067400123,-0.48709954613278983,-9.610524510778726,-0.9264608256853866,-10.89007966329507,-6.1338379914855565,-11.290985014951842,-6.11205121457268,0.1724137931034483,40,2,9,0,0,0,3,3,6,10,2,11,11,0,0,0,6,5.029100000000004,160.62319999999968,0,0,0,0,5,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
UNC10225116A,15.291279341983707,-1.4662265894011923,15.291279341983707,0.5162651171579742,0.5511987092428694,307.30299999999977,296.215,307.09210379200033,112,0.14913339271553785,-0.2646918743782407,0.2646918743782407,0.14913339271553785,0.9130434782608695,1.6521739130434783,2.391304347826087,12.901741886547965,-0.09132634484778883,0.6593331545682983,-2.1944941379967973,0.7226441475677698,-2.0382122165246743,2.9565306743506805,-0.4070475037988932,25.38386867697599,22.09756973251833,11.097569732518329,15.805213327987259,11.695998461759123,6.195998461759123,4.3091950628841325,4.3091950628841325,2.982265440803461,2.982265440803461,2.0760105213652453,2.0760105213652453,-3.0799999999999996,6.197548171057317,5.280626557493771,2.263335590872411,145.8572477648335,0.0,22.845070394556515,0.0,0.0,0.0,0.0,4.9839785209472085,13.296227988965262,5.098681808301038,0.0,0.0,53.90280115300335,29.645588615838275,15.078344117872419,23.859174213222055,5.516700717616262,0.0,14.59805822286387,0.0,0.0,0.0,78.49247697584244,22.384282469939446,30.19,106.39346016339815,4.39041504767482,4.39041504767482,0.0,4.5153978936156225,0.0,0.0,0.0,0.0,10.082660329248245,15.078344117872419,117.59753394376318,0.0,3.421925827799745,3.9439191232048367,-3.213753779289492,-2.8821615436297976,-7.492396594440247,-2.375066977408248,0.0,0.0,0.0,23,0,3,0,0,0,1,3,4,3,0,5,2,0,0,0,4,4.341500000000003,83.775,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
UNC10225117A,14.461269671337242,-6.398759282402635,14.461269671337242,0.6389347430266068,0.5070264962997064,445.54799999999983,422.36400000000026,445.1572459760007,162,0.24625430080497263,-0.3825717694357193,0.3825717694357193,0.24625430080497263,0.9375,1.75,2.53125,11.282955509410465,-0.19103764675268203,2.8051792132951205e-16,-2.736404773835178,3.5905372072308505e-16,-2.759192045636715,2.0889882138237392,-1.1139242628401094,42.24567599654179,38.46081284889138,16.277309429819105,24.776410447294243,19.87692003515005,9.922556172950772,5.902012255144997,7.625541596935282,4.018352961332136,5.48218750762163,2.6144395035335046,3.6360624291631893,-3.359999999999999,7.067646971570861,8.291237339854572,3.717198151498851,218.9960144526211,5.719716975726273,10.713346253352803,2.8236841566564013,10.023291153407584,0.0,0.0,9.967957041894417,13.401775505276145,4.305215991296234,0.0,12.415343608992675,65.69071652372952,62.342561479754956,20.59504483548868,40.02741082055997,26.744078863323672,0.0,19.25715155413786,0.0,24.014258179505916,18.713436344358165,66.9885117969021,22.253805966787983,102.07,163.0193071421741,8.417796984328938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.951935562841626,31.609613836231016,219.02110809294416,0.0,8.761221189496775,-0.7581355756770611,-5.173860389325721,-1.5693672492463986,-7.729372379297522,-16.569964953889965,-8.7495361192683,-6.398759282402635,0.20833333333333334,32,2,7,0,1,1,1,3,4,6,1,8,5,0,1,1,5,4.115600000000003,125.22720000000001,0,0,1,0,3,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0
UNC10225118A,13.791261765164181,-1.5907200596287898,13.791261765164181,0.12210742630385463,0.8017404583515643,279.2959999999998,269.216,279.0477757800003,98,0.3167523322989138,-0.3655050078845333,0.3655050078845333,0.3167523322989138,1.368421052631579,2.1052631578947367,2.736842105263158,12.902843947451304,-0.1419145881935157,0.529472553083119,-2.2312781850486485,0.72264414756777,-2.565635969976515,2.88002815627821,-0.7192723129597212,22.36736081903094,18.94435013090069,9.760846711828416,13.322050080392863,9.385973985932047,5.466402589359982,3.1248511678795214,4.123921934642304,1.8837406178959009,2.882811384658683,1.175060981048348,2.0897668979172472,-2.4099999999999993,5.297063942172976,5.06776102580125,2.885265460507626,125.91695616828278,11.439433951452546,10.818302817733763,7.059210391641003,0.0,5.907179729351506,6.031114512338072,10.104350537360197,9.184952231746642,0.0,11.336785877934737,12.08483741532659,23.69070761468688,4.8771471937013,12.417244272548094,27.89249258831056,28.27616209631218,0.0,0.0,11.439433951452546,0.0,5.309813353288376,41.59276587105936,10.440598685398296,98.21000000000001,80.41217472628767,13.979489415818463,0.0,16.646599231223114,0.0,0.0,0.0,0.0,0.0,0.0,13.913003172492102,88.50760594764384,0.2838718820861672,23.466739316479575,-0.8210090702947845,-2.392880270182759,-2.917009736529037,-6.293984735869656,0.0,0.0,0.0,0.0,19,5,5,0,0,0,1,1,2,3,3,7,3,0,0,0,2,2.1437,71.437,0,0,0,0,0,0,0,0,0,2,2,0,1,2,0,0,0,0,0,0,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1
UNC10225119A,13.932074762071359,-3.642180288816796,13.932074762071359,0.04464102294272099,0.5571086615538765,385.4919999999998,366.34000000000015,385.1248832280005,138,0.23092022598005593,-0.3831422819222861,0.3831422819222861,0.23092022598005593,1.3214285714285714,2.2142857142857144,3.0714285714285716,11.282955509410467,-0.17959491553357365,0.387414305146565,-2.452183880868162,0.4648254223584497,-2.582754103283221,2.713807079974948,-0.8905175717502969,35.61591948454487,32.6581373674276,14.474633948355326,21.453930802222807,17.098440413195583,8.520509803123396,5.431434843622242,6.247931424549965,3.7811004084392663,4.597596989366991,2.560791452404825,3.361125563784898,-3.1799999999999993,6.158375243423819,6.765185531648837,2.842936315145012,193.61300385370038,10.619626706576751,5.817862777835028,2.8236841566564013,5.907179729351506,0.0,0.0,4.794537184071822,4.9839785209472085,0.0,11.336785877934737,36.25451224597977,46.54664990907785,39.48977101712605,24.192786131542235,30.92111679562196,38.83535879073873,0.0,4.9839785209472085,0.0,12.745849802658759,17.116486390892696,77.037680972846,11.126902983393991,59.22,124.81972222508483,4.794537184071822,0.0,20.70577083751065,11.336785877934737,0.0,0.0,0.0,0.0,4.9839785209472085,26.126579611550138,157.96219029072333,0.5510227891095105,17.503596831442056,-0.8224601733453993,-4.452017070549007,-2.600211094766938,-8.887478221308852,-7.731442397975399,-3.6065342866625807,0.0,0.13043478260869565,28,2,4,0,1,1,2,2,4,4,1,5,4,0,0,0,5,4.6773000000000025,115.67140000000002,0,0,1,0,1,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
UNC10225120A,14.813281915438722,-5.54296409886711,14.813281915438722,0.07753511600279639,0.23736695256970755,503.41199999999986,486.2760000000002,503.1216669040005,186,0.41598904856652963,-0.45729806716446203,0.45729806716446203,0.41598904856652963,1.0555555555555556,1.8055555555555556,2.5277777777777777,12.902843947451323,-0.24320700457181543,0.6121183853744613,-2.323622170944193,0.722644147567771,-2.421809667475517,3.0671715177605137,-0.9466375006498245,40.555077073300296,33.88091903139215,16.88091903139215,24.16509122039772,17.255596176909666,8.966741794909833,6.101039631621351,6.101039631621351,3.6927820661699173,3.6927820661699173,2.285042053408492,2.285042053408492,-4.809999999999999,10.848541175960568,9.816598844359108,5.809349912963417,224.09442077634398,25.070355884406105,17.316244507613703,5.6473683133128025,5.948339280986494,0.0,18.300653100719963,5.309813353288376,18.963467936765674,13.171245143024459,0.0,0.0,54.38176836896965,11.729804982346856,47.14205289070856,60.09169000996872,40.48086784886262,0.0,9.960981791176462,0.0,6.176298517443475,22.967392518747715,71.80485940937584,11.49902366656781,117.37,147.6186286077091,27.150734558842927,0.0,10.286816623517627,0.0,0.0,0.0,0.0,0.0,9.720841474747257,28.204092497325703,198.36532480270762,0.0,28.77620387263669,-1.7195071290381856,-6.824485109728956,-5.348531832107678,-16.015358211769044,-7.406981150895122,0.0,-3.3266652418053253,0.08695652173913043,36,4,9,0,0,0,3,1,4,5,4,13,6,0,0,0,4,6.335400000000002,122.6808,0,0,0,0,2,1,0,0,0,2,2,1,4,0,0,0,0,1,3,0,3,3,0,3,1,0,2,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UNC10225121A,12.943331996642483,-3.3024866055009534,12.943331996642483,0.021009070294784937,0.5857467217632272,344.7539999999998,331.65000000000003,344.0563845760003,122,0.29317413882669174,-0.5063928885906998,0.5063928885906998,0.29317413882669174,1.375,2.2083333333333335,3.0,12.46517674037358,-0.24315784665061885,0.590787262390589,-2.303666137743585,0.6327561591003795,-2.428597333578449,2.9710855406564924,-0.9428382207206916,28.306518407786363,24.405384825864594,12.161313771883052,16.972026649649727,12.406705635127967,6.481994626673416,4.230418121651345,4.608382594660572,2.8070300508863824,3.0731639623720417,1.822480506473966,1.9592293374626986,-2.99,6.487449451119019,6.251698979691964,2.790159561790837,160.71898751250416,15.155484498195637,17.196062979623644,2.8236841566564013,0.0,13.245559115935645,0.0,14.898887721432018,0.0,0.0,0.0,29.7281960132224,24.16967483065318,11.250837766380558,31.341275864395378,35.9660152314095,34.675790153688354,1.4311996572326342,5.309813353288376,0.0,0.0,12.347765812170964,58.58005507213721,11.49902366656781,87.66,100.19188146104347,9.589074368143644,0.0,10.619626706576751,0.0,0.0,0.0,0.0,0.0,5.1088081911072125,34.3002722196238,106.18056422678767,5.911557889038347,25.81486571892769,3.125635678616656,-4.052157619992441,-4.89743784467074,-6.752763665428454,0.0,0.0,-3.3024866055009534,0.058823529411764705,24,3,6,0,1,1,2,0,2,5,3,7,6,0,0,0,3,2.5338000000000003,89.80320000000003,0,0,0,0,0,0,1,0,0,2,2,0,2,0,0,0,0,0,0,0,2,1,0,2,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
UNC10225122A,8.656670795890372,-0.7337430947279435,8.656670795890372,0.32518660241874486,0.5674977691537467,332.7939999999998,319.69000000000005,332.08287409600035,116,0.16808362076047886,-0.33950338975924854,0.33950338975924854,0.16808362076047886,0.9583333333333334,1.7916666666666667,2.6666666666666665,11.836430841299423,-0.0926955066627518,0.5976943218666111,-2.284770124394827,0.6626712045107245,-2.187769532205098,3.0366078790531614,-0.4170910426941567,27.668325727352162,24.666818855009062,12.422747801027514,17.19906017810461,12.925050214004406,6.8558010915136745,4.329229820754468,4.707194293763695,2.8170336041896755,3.006015840694288,1.84685705918289,1.9885937365613497,-2.9799999999999995,6.147351255807817,6.2577250854617095,2.916264137750889,162.06200155110932,5.309813353288376,5.817862777835028,7.236246576328128,0.0,0.0,0.0,4.9839785209472085,9.967957041894417,0.0,0.0,35.770614720885696,36.25451224597977,34.0054857162162,21.9658033916589,17.86094475237084,34.00911387483216,0.0,14.951935562841626,0.0,0.0,5.309813353288376,77.7926108120038,11.387855989696924,50.7,111.58864078630037,0.0,0.0,0.0,5.309813353288376,0.0,0.0,0.0,0.0,14.951935562841626,29.46188464260335,105.54843886144711,6.003940327338293,11.660699355712673,-0.57902685768216,-1.5328860824165045,-1.1575047241118663,-6.707162478763909,-1.4587206237458763,0.0,0.0,0.0,24,1,4,0,0,0,2,2,4,4,1,5,3,0,0,0,4,5.088800000000003,97.50370000000001,0,0,0,0,3,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
UNC10225123A,7.48474537037037,-2.681764928193499,7.48474537037037,0.09558578987150401,0.5695517474821745,149.15700000000007,142.101,149.070145224,56,0.16464416325290882,-0.3817311693518057,0.3817311693518057,0.16464416325290882,1.7272727272727273,2.727272727272727,3.5454545454545454,11.618082117031292,-0.24326413297105517,1.514539719394869e-17,-2.232542553185132,8.073768364637606e-17,-2.362725160726131,1.9273576780269204,-0.9824620407590873,13.662772227887023,12.23606797749979,5.23606797749979,8.214232620803163,6.130495168499706,2.73606797749979,1.8666407864998744,1.8666407864998744,1.209016994374948,1.209016994374948,0.7288854381999835,0.7288854381999835,-1.65,2.165636704897474,1.914451612218697,0.7386490903805756,72.84688307874202,10.286816623517627,14.561589543922928,14.288724155259157,0.0,0.0,0.0,0.0,14.951935562841626,0.0,0.0,0.0,0.0,11.088102568792905,6.303371713966227,9.677476937507501,16.98174071621902,0.0,19.51903521063298,6.975826900282246,0.0,5.719716975726273,12.606743427932454,0.0,69.62,19.5825703282147,0.0,0.0,22.70145769194529,4.567099647791355,0.0,0.0,0.0,0.0,14.951935562841626,9.677476937507501,51.37642904383976,0.0,10.711115835222977,0.0,-0.3380947656840505,-0.345833333333333,0.0,-1.1385185185185178,-2.681764928193499,0.0,0.16666666666666666,11,2,5,0,0,0,0,2,2,5,1,5,2,0,0,0,2,-0.054500000000000104,40.71640000000001,0,0,1,0,4,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNC10225124A,14.158887092690048,-6.53506445240135,14.158887092690048,0.405714886824577,0.34059776840603345,556.6450000000016,524.3890000000004,556.2104037440008,208,0.24031812507285777,-0.4926335364441249,0.4926335364441249,0.24031812507285777,1.1025641025641026,1.794871794871795,2.4358974358974357,11.099216900066718,-0.24584255622772333,1.3259844081167105e-16,-2.766451195096783,1.1197807850891447e-16,-2.8600024949516003,1.2215450736906566,-1.0369566973638613,55.659889558914884,50.54101960624679,19.357516187174518,31.411985576204593,25.42382304052346,11.022245582824228,6.406649975679602,7.947605131634836,3.9794721728142073,5.122436314467099,2.4619550352396393,3.24490334469237,-4.099999999999999,8.208626056843926,12.174378651696575,6.862598546593166,272.43405728804714,29.730125298827378,7.229704856163229,14.322707823224212,27.628321997029488,0.0,0.0,4.794537184071822,18.116895119010277,4.9839785209472085,0.0,0.0,42.957943340975234,71.94511180382833,49.31223630705932,71.41044739372192,39.07144549094774,0.0,14.683076655628549,0.0,30.51111786382186,49.62711318270688,48.46982616445783,17.248535499851716,144.00999999999996,189.6431578155202,13.212334168400758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.178545903294562,43.987524363921004,301.9085326119127,0.0,16.434219226560018,-1.062514571442942,-2.965732531880719,-10.154313877206745,-16.728479945125827,-11.076692581892608,-12.826867762084603,-17.528150568839276,0.34615384615384615,39,3,12,0,1,1,2,1,3,10,3,13,14,0,1,1,4,3.1517000000000017,147.71489999999983,0,0,0,0,2,0,0,0,0,1,1,3,3,0,0,0,0,0,0,0,1,4,0,2,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
UNC10225125A,8.78819083574788,-3.006945819621599,8.78819083574788,0.24703131300984826,0.6053457379566892,312.37599999999975,296.24800000000005,312.1374965120005,116,0.1893359629856516,-0.28441781307930514,0.28441781307930514,0.1893359629856516,0.9583333333333334,1.8333333333333333,2.7083333333333335,11.380263372772479,-0.24357373155306405,0.41464367855191786,-2.2992994802759483,0.4900488871615856,-2.150460346447102,2.5701952610893284,-0.9457458336586323,30.168325727352162,27.788854381999833,11.788854381999833,18.410385043509795,14.488854381999834,6.541640786499875,4.429837387624885,4.429837387624885,2.9437305898749035,2.9437305898749035,1.902033622181175,1.902033622181175,-3.2699999999999996,5.1123001332490405,6.083730365543011,2.6962719057244717,162.34177041926748,0.0,5.693927994848461,1.4118420783282006,0.0,0.0,0.0,15.0596635994775,0.0,5.098681808301038,0.0,35.77554503001347,36.58501843964585,33.75786428434894,27.83695866373956,21.973220420881496,0.0,0.0,20.158345407778537,0.0,6.851892117295679,0.0,78.46390549311091,33.772138459636366,54.46,119.087936070043,0.0,0.0,5.091706557583081,0.0,0.0,0.0,0.0,0.0,15.066638850195453,21.973220420881496,129.17613772601123,0.0,7.564031452649154,4.033389226647704,-4.269904409241997,0.0,-7.25006447068295,-2.3299770390948478,-3.006945819621599,0.0,0.05,24,1,4,0,0,0,1,3,4,3,1,4,4,0,0,0,4,4.509120000000003,95.2227,0,0,0,0,4,1,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
