Molecule,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_furan,fr_halogen,fr_imidazole,fr_imide,fr_ketone,fr_ketone_Topliss,fr_methoxy,fr_morpholine,fr_nitrile,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_thiazole,fr_thiophene,fr_urea
UNC10112604A,12.550233283846524,-6.176711012088272,12.550233283846524,0.028293614182239857,0.18877192800973236,563.0790000000014,535.8630000000004,562.1441540240007,200,0.16808236211279823,-0.4873457586354246,0.4873457586354246,0.16808236211279823,1.1025641025641026,1.9743589743589745,2.8205128205128207,11.299191020117572,-0.24277875794011491,0.2644997315091767,-2.545753661831099,0.36500270757954384,-2.742807422224859,2.469755854187715,-0.9460722879657908,50.83953412367647,45.70806030732838,20.280485834274554,29.76427987177655,23.430342014229286,11.897042543832988,6.754680536857422,8.343642730485128,4.14291455279632,4.769064296482138,2.6085879997574004,2.949735360404176,-3.919999999999999,9.330795865602777,11.858085514681493,7.1413467192093565,269.53493704177623,19.77364059743015,48.57008017666626,1.4118420783282006,0.0,0.0,0.0,0.0,18.385754026223353,0.0,0.0,41.81303342854899,53.90280115300335,38.91315565946931,46.04404605571746,54.66445893609428,43.84636701124967,0.0,15.277770395182792,0.0,13.055844927232233,23.69555402387094,101.20114713790184,17.07321074385534,106.35000000000001,187.27118395387754,8.417796984328938,0.0,5.309813353288376,0.0,0.0,0.0,0.0,0.0,9.967957041894417,57.84760184199786,257.0818351265017,6.3393374667154685,7.4633329622488835,-2.8357750306606793,-8.435688502826382,-4.818959536337986,-14.284511945700824,-5.248156255763767,-11.806925494310363,-6.176711012088272,0.1724137931034483,39,2,8,0,0,0,3,2,5,8,2,10,12,0,0,0,5,6.000000000000005,154.16619999999972,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
UNC10112721A,14.962895699275713,-5.962989760990065,14.962895699275713,0.3014849408414526,0.5040707579098099,454.4599999999997,433.2920000000001,454.1841273320006,170,0.417973370239348,-0.3684733309910815,0.417973370239348,0.3684733309910815,1.121212121212121,1.9696969696969697,2.757575757575758,11.751698138115282,-0.24344798004831322,0.013057613805409816,-2.758698084260756,0.41919999999999985,-2.8855178794828285,2.471438600402167,-1.0390369620059607,41.37543250853871,36.711602183027345,15.711602183027347,24.27153982317605,19.018262271263485,8.571048675763526,5.970483361142373,5.970483361142373,3.8992704558567404,3.8992704558567404,2.5482307773705117,2.5482307773705117,-3.729999999999999,7.942453781159377,8.319137719770568,4.311248921137645,216.79164538883913,15.109632814989332,0.0,1.4118420783282006,5.948339280986494,0.0,6.176298517443475,0.0,9.967957041894417,27.998709940595987,0.0,0.0,43.23033914626202,64.86676309314898,40.76683664518936,41.998258344757076,22.839812547969878,0.0,29.69533157031642,0.0,6.176298517443475,43.17298872168488,60.336649370121044,11.257379486545457,74.48,143.37322502132687,13.171245143024459,0.0,5.309813353288376,4.630101180969453,0.0,0.0,0.0,0.0,20.16532065849649,28.827013201732594,217.42821602262075,0.0,5.641450842077467,6.96966944498604,-8.080107529486918,-1.2089436987809108,-7.955409292376358,-8.612851920305815,-21.015357202067616,0.0,0.2727272727272727,33,1,8,0,1,1,1,3,4,8,1,11,5,0,1,1,5,3.7005000000000017,118.44970000000004,0,0,0,0,5,0,0,0,0,0,0,7,1,0,0,1,0,0,3,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
UNC10112764A,13.916228941767153,-5.1631994696205465,13.916228941767153,0.008723072562358603,0.6833441891049729,332.3599999999998,319.25600000000003,332.07432487600033,118,0.23762293940114468,-0.34056714718045555,0.34056714718045555,0.23762293940114468,1.3043478260869565,2.0869565217391304,2.8260869565217392,12.77477526583213,-0.13991083343511643,0.5887664421735083,-2.2965161108947956,0.6558161554649803,-2.486078061521631,2.8162584188639395,-0.7057669490461203,27.599411626599817,23.891563726400648,11.708060307328376,16.476750618772115,12.042295473904684,7.193504420705491,3.95079651368963,5.309177483809808,2.370745304377411,3.0907769687777296,1.4397559549118322,1.845415333570755,-2.709999999999999,6.062380424641683,5.822802345662759,3.5524475900429255,150.2557607090875,5.309813353288376,14.458767775537325,2.8236841566564013,10.023291153407584,0.0,0.0,5.091706557583081,17.933235268175785,5.098681808301038,0.0,6.042418707663295,42.29693095364306,17.29325647404385,22.926238475898213,30.792407350848535,21.528540205926173,0.0,10.190388365884118,5.12502323617203,4.895483475517775,5.309813353288376,60.19898921001555,11.257379486545457,100.87,103.005415614177,12.808212032003757,0.0,10.401519910871457,0.0,0.0,0.0,0.0,0.0,5.098681808301038,17.984195318844783,140.1271050520052,0.0,-1.3595654285589347,2.7909137957776977,-2.449403798320419,-2.3908142343307865,-9.638369250285525,0.0,0.0,-5.1631994696205465,0.0,23,4,6,0,0,0,2,1,3,4,3,8,5,0,0,0,3,2.6068000000000007,85.0796,0,0,0,0,2,1,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
UNC10112774A,14.85420626504206,-5.543875555717021,14.85420626504206,0.1352171108048541,0.17317187861555616,539.445000000001,522.3090000000003,539.1216669040004,198,0.41598904856652963,-0.4591896208261533,0.4591896208261533,0.41598904856652963,1.0,1.7692307692307692,2.4871794871794872,12.979185696996886,-0.0913116736942232,0.6744217514965424,-2.3235365906012904,0.7282206991289912,-2.421809169204255,3.367185409449798,-0.4394312831034995,42.364478150058794,35.38091903139215,18.380919031392157,25.785170261170517,18.25559617690967,9.966741794909836,6.821470894709337,6.821470894709337,4.190128136434036,4.190128136434036,2.603632657440254,2.603632657440254,-5.33,12.0238413580072,10.203257237787746,5.9827640796794155,240.46735690258132,24.7506438676594,18.687003063783923,11.407615732187246,5.948339280986494,5.907179729351506,12.207413029781547,10.104350537360197,14.16893075269385,13.171245143024459,0.0,0.0,66.46660578429623,11.729804982346856,44.972556510496496,59.771977993222016,40.29480750727572,0.0,9.960981791176462,0.0,6.176298517443475,15.929440059865126,95.88915887841765,11.49902366656781,121.28,164.4789152762814,27.150734558842927,0.0,10.286816623517627,0.0,0.0,0.0,0.0,0.0,4.9839785209472085,32.62124343437905,202.11434202877993,0.0,29.832496759608723,-1.521351831149901,-6.7600279254413485,-7.69706882907113,-17.616054950078016,-6.435668585981567,0.0,0.0,0.038461538461538464,39,4,9,0,0,0,3,2,5,5,4,13,6,0,0,0,5,7.002400000000003,133.31429999999992,0,0,0,0,2,1,0,0,0,2,2,1,4,0,0,0,0,1,3,0,3,3,0,3,1,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UNC10112792A,14.743497551087135,-5.4922832014817375,14.743497551087135,0.09940359435099078,0.38316289656815256,431.3489999999999,418.2450000000001,431.1005375360004,158,0.41598904856652963,-0.44525200514538177,0.44525200514538177,0.41598904856652963,1.1612903225806452,1.935483870967742,2.6451612903225805,13.291998190843609,-0.14041702349582139,0.7828871514482932,-2.3242674301824287,0.8410167481729929,-2.422043127257004,3.5193545558881607,-0.6202492577743771,33.323026265731414,27.564422450464424,14.564422450464424,20.23175224855572,14.169616943463893,7.88076256146406,5.546626189772615,5.546626189772615,3.5534097804285216,3.5534097804285216,2.247195217356178,2.247195217356178,-4.149999999999999,9.771556159787815,7.593371598391702,4.104960710045792,189.95088732523567,20.756494619356374,26.91918708002833,5.6473683133128025,5.713496644793708,0.0,12.207413029781547,0.0,19.152909273641058,13.171245143024459,0.0,12.08483741532659,35.77554503001347,11.250837766380558,26.23237187403689,44.75754363066925,34.32347069879872,0.0,9.967957041894417,0.0,6.176298517443475,16.339343682303024,66.22018963519292,11.126902983393991,106.07,128.46648854140585,22.3561973747711,0.0,5.719716975726273,0.0,0.0,0.0,0.0,0.0,9.967957041894417,22.40134625589813,162.96952478375854,0.0,20.11636171617173,-1.6957562280107445,-7.110924605977123,-2.7218537434910655,-12.047188723432324,-7.093496532352365,0.0,0.0,0.05,31,4,7,0,0,0,2,2,4,5,3,11,4,0,0,0,4,5.273900000000002,105.6958,0,0,1,0,2,0,0,0,0,1,1,2,2,1,0,0,0,0,3,0,2,3,0,2,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UNC10112830A,8.118180272108845,-3.273034651360545,8.118180272108845,0.018375377928949277,0.7225104564124695,229.24300000000008,218.15499999999997,229.096359972,86,0.1991527227131643,-0.3788607226732193,0.3788607226732193,0.1991527227131643,1.588235294117647,2.5294117647058822,3.411764705882353,11.47107653588016,-0.24748700943271099,0.24243482848145448,-2.4186891111613003,0.2740370933838794,-2.395570098647013,2.6048791509669487,-1.0623037875982586,21.179280085832076,19.144316267963653,8.144316267963653,12.802436578254689,9.79842994466986,4.4040027536699435,3.0162748270526714,3.0162748270526714,2.0965374158278514,2.0965374158278514,1.3963079168965737,1.3963079168965737,-2.37,3.5601989515820254,3.584047305727693,1.3739832804288163,112.58584327548937,10.286816623517627,0.0,20.159879427339813,0.0,0.0,0.0,0.0,9.613017457840558,0.0,0.0,12.08483741532659,29.25005604687316,13.350652465167045,16.5164356599134,19.789550099081726,16.85126421306755,0.0,19.864404682989452,0.0,13.348751801611623,5.719716975726273,24.16967483065318,11.518332492848387,82.76,65.88802333818073,0.0,0.0,5.719716975726273,4.567099647791355,0.0,0.0,0.0,0.0,19.92634397209145,15.160511162188381,90.02042872627445,0.0,3.9465972222222216,6.753858969513731,-1.4273025321239599,-1.1277517951625087,-2.6987596581842617,0.0,-6.467070932539685,0.0,0.18181818181818182,17,2,6,0,0,0,1,2,3,6,1,6,4,0,0,0,3,1.6883999999999997,63.11140000000001,0,0,1,0,4,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
UNC10126563B,14.431878244930823,-4.612895299566271,14.431878244930823,0.06599824636640284,0.34297263045705784,485.94699999999983,460.7470000000003,485.1629955600007,178,0.24736568233181988,-0.4912774563029517,0.4912774563029517,0.24736568233181988,1.4705882352941178,2.323529411764706,3.1470588235294117,11.189383553522193,-0.18562843446027683,2.1404129937837099e-16,-2.7366017398963547,3.262152427539049e-16,-2.847459409723249,2.1120290245676854,-1.0768307983882623,45.87543250853871,41.21674179490984,16.97267074092829,26.38416412987168,21.002687165418568,8.986224447427881,5.61001272547928,5.987977198488506,3.5067976190756514,3.7672084270088364,2.172893269379947,2.309642100368679,-3.2699999999999996,7.874670252161007,11.237626644753938,5.990027316260755,236.52079277239866,20.09335261417685,25.058725722301272,2.8236841566564013,5.907179729351506,0.0,0.0,9.694446914922299,14.358372089569237,0.0,0.0,18.131978852234383,36.59467147801813,47.57267669912127,55.09429582117314,53.00980908791824,45.60367987886723,0.0,14.867866772744895,0.0,6.372924901329379,49.787161488273455,59.93843011510735,5.749511833283905,88.61000000000001,155.44086470419094,9.184952231746642,0.0,5.309813353288376,0.0,0.0,0.0,0.0,0.0,14.704819995694466,50.68893379260406,228.86388983288032,5.782503910730071,19.377516783745754,-2.778520361404107,-3.70901488173177,-6.392012723323854,-8.139773136845392,-5.8009035146873575,-27.009241464919178,0.0,0.2916666666666667,34,2,8,0,1,1,2,1,3,7,2,10,9,0,1,1,4,4.391500000000003,130.4284,0,0,0,0,2,0,0,0,0,1,1,3,2,0,0,0,0,0,0,0,1,3,0,2,1,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNC10224985A,13.481978397895688,-3.4438592512153523,13.481978397895688,0.22511697667106523,0.38615322797961626,441.9179999999999,421.75800000000027,441.1244045600006,158,0.2551600553874475,-0.32197605381845346,0.32197605381845346,0.2551600553874475,0.84375,1.4375,2.0625,11.547648094146973,-0.24362950497975253,0.5051092986100565,-2.3530640614623284,0.5798745503440786,-2.317494017031681,2.8800281562782084,-0.944838857052007,39.79556404930645,35.53610184043683,16.292030786455282,23.81884376598173,18.333298504468267,8.81683578647758,5.680517955196482,6.058482428205711,3.5836329462766696,3.7726151827812835,2.1801651179095836,2.2746562361618903,-3.9599999999999986,7.869915193443463,9.453530429359489,5.018230379901215,218.85871812384354,10.619626706576751,0.0,2.8236841566564013,0.0,11.814359458703011,0.0,14.573052889090853,0.0,0.0,0.0,29.7281960132224,83.96643366901964,43.98237493664263,20.561378342553297,37.08641253586401,34.79007189830265,0.0,4.9839785209472085,0.0,6.851892117295679,10.619626706576751,112.61022141008468,11.126902983393991,71.09,153.77814851884455,9.589074368143644,0.0,10.619626706576751,0.0,0.0,0.0,0.0,0.0,4.9839785209472085,39.09827805795288,164.365728441549,5.78250233435023,30.227875016876165,-1.1996044912555262,-7.819489306585895,-3.4065903801307114,-14.658627924151936,-1.8201566616582245,-3.4438592512153523,0.0,0.038461538461538464,32,2,5,0,0,0,3,1,4,3,2,6,6,0,0,0,4,6.215020000000004,128.2104,0,0,0,0,1,0,0,0,0,2,2,1,2,0,0,0,0,0,0,0,2,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
UNC10224986A,15.504629699757434,-3.788605565079733,15.504629699757434,0.558634515849731,0.8355966049506491,352.40899999999965,331.24100000000004,352.1587061320006,134,0.25101850681159377,-0.35176127124629564,0.35176127124629564,0.25101850681159377,1.1538461538461537,1.8461538461538463,2.5,10.855332557333725,-0.17838355352218735,6.959330332427448e-17,-2.4544166320483085,0.0824732335715769,-2.63287931670419,1.6034184935204063,-0.8829089122485849,36.73760430703402,33.58888824493687,12.58888824493687,20.922220166131805,17.38608490896831,6.991657717968393,4.858304359696526,4.858304359696526,3.0388700082153495,3.0388700082153495,1.70563380549387,1.70563380549387,-2.69,5.183648182155581,6.903068226269082,3.9273300484251856,180.97011178630254,10.619626706576751,5.817220841045895,2.8236841566564013,0.0,11.814359458703011,0.0,9.589074368143644,4.39041504767482,0.0,0.0,12.08483741532659,67.16120232069406,44.283450745629025,10.96606844936176,42.84758613970906,11.814359458703011,0.0,10.619626706576751,5.893957685363079,31.509592073667164,6.496859684315945,59.24105477808295,11.126902983393991,58.2,136.7023533701029,9.589074368143644,4.39041504767482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.868096723890577,182.37652002320078,0.0,26.370829150869106,-1.3033126443769971,-5.3766560353704484,-9.22306329585811,-13.25451160060638,-12.717866699444878,-3.788605565079733,0.0,0.3333333333333333,26,2,4,2,0,2,2,0,2,2,2,5,6,2,0,2,4,3.524700000000002,97.38140000000004,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNC10224987A,14.189217319564971,-3.8765414092980484,14.189217319564971,0.20569334000925377,0.5544437916057048,413.4809999999997,390.29700000000014,413.1851749760008,156,0.23092263167362395,-0.4967577343446405,0.4967577343446405,0.23092263167362395,1.3870967741935485,2.3548387096774195,3.225806451612903,11.207780196357955,-0.2456251033242314,1.0154392905756295e-16,-2.4526911530362905,2.438335758605405e-16,-2.582735963113574,1.9268898576830167,-0.9824313087551574,41.323026265731414,38.05256455842752,15.052564558427518,24.349707079495502,19.71647440194548,8.322047210945566,5.950193164256208,5.950193164256208,4.142591558144788,4.142591558144788,2.824235243097209,2.824235243097209,-3.8699999999999997,6.3219718692152345,7.428985443650785,3.2777609406163513,212.07473193081626,19.923589308168154,24.888682102023107,2.8236841566564013,5.907179729351506,0.0,0.0,4.794537184071822,9.967957041894417,0.0,0.0,18.127256122989884,47.23295420707355,40.49172945498507,36.61696280488963,41.1410139741029,28.44583021710262,0.0,14.53505668968577,6.975826900282246,12.745849802658759,24.154438849775282,65.90010086181803,16.876414816677897,86.27,144.47883474173807,4.794537184071822,0.0,15.186726354368107,0.0,0.0,0.0,0.0,0.0,14.704819995694464,31.609613836231013,194.59778741631345,0.0,21.203174387122168,-0.6857609040950006,-6.611475521295184,-4.275755012605834,-8.833431532800205,-9.521388318325709,-7.0761387586897735,-3.3803450889572906,0.20833333333333334,31,2,7,0,1,1,2,2,4,6,1,7,7,0,0,0,5,3.3579000000000017,121.11240000000005,0,0,1,0,3,0,0,0,0,1,1,4,0,1,0,0,0,0,0,0,1,2,1,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNC10224988A,15.186784513797168,-5.937586290435413,15.186784513797168,0.21312901790731242,0.19074026574857195,625.6610000000012,600.4610000000002,625.1707651000007,226,0.2611346552412211,-0.3241596428956228,0.3241596428956228,0.2611346552412211,1.0,1.7777777777777777,2.6,12.633547613451636,-0.17929190425530134,0.5892929346979716,-2.455083654980184,0.625600636200863,-2.640960481275784,2.869396278419389,-0.8767687438922349,53.25122949600693,46.519417276373616,22.335913857301342,32.0499131391905,24.000649439891077,13.151858386691888,8.135903230736654,9.290160055624897,5.257336173619076,5.617352005819236,3.520807309900829,3.7518462623088915,-5.529999999999999,12.10366517540143,12.224700135521646,6.68767962411297,291.54963708908895,10.619626706576751,25.715505325293645,2.8236841566564013,15.97163043439408,5.907179729351506,0.0,4.794537184071822,36.80700525136065,5.098681808301038,0.0,36.25451224597977,66.31814476199602,34.767048687374526,45.781932544205645,56.42646225663786,38.770283430728966,0.0,19.582036743811077,5.12502323617203,6.372924901329379,16.32458359172691,125.74341570206474,22.514758973090913,144.37,209.54117648182464,13.212334168400758,8.78083009534964,5.309813353288376,4.5153978936156225,0.0,0.0,0.0,0.0,15.066638850195455,34.43329799288742,263.9618258029815,0.0,21.174638974828994,2.113882279049069,-15.482589222946816,-7.506170913179315,-19.463257714903353,-6.444076248728045,0.0,-5.937586290435413,0.0625,45,4,10,0,0,0,3,3,6,8,3,13,10,0,0,0,6,5.563400000000003,167.36809999999974,0,0,0,0,4,0,0,0,0,1,1,4,2,1,0,0,0,0,0,0,1,3,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
UNC10224989A,14.269703988625345,-3.0692878692008385,14.269703988625345,0.5316591080876789,0.5451443904209934,303.33999999999975,289.228,303.1171756680004,112,0.12275262701678091,-0.26469187448799103,0.26469187448799103,0.12275262701678091,1.0434782608695652,1.826086956521739,2.5652173913043477,11.475918858140874,-0.24355023706903756,0.4911014486161956,-2.2709254562056103,0.6204125992676439,-2.1522590936057147,2.8800281562782106,-0.9456600370359584,27.88386867697599,25.219605259509102,11.2196052595091,17.016538193392446,13.257016225254509,6.2570162252545085,4.37021282637952,4.37021282637952,2.9705166098147284,2.9705166098147284,2.0522668020948376,2.0522668020948376,-3.009999999999999,5.268585847822356,5.319673308721973,2.3801823072902644,152.2715659768073,0.0,11.511148835894357,0.0,0.0,0.0,0.0,4.9839785209472085,8.905812941290442,5.098681808301038,0.0,0.0,66.31814476199602,33.75786428434894,20.59504483548868,23.581034834057895,5.516700717616262,0.0,14.59805822286387,0.0,6.851892117295679,0.0,78.23870762649355,22.384282469939446,30.19,112.99158293134494,4.39041504767482,0.0,0.0,4.5153978936156225,0.0,0.0,0.0,0.0,10.082660329248245,19.190619786383078,127.90487901349962,0.0,3.4550971240960413,4.045636810279666,-3.8169166771646923,-1.4743341804633296,-7.367105142983119,-2.4279690780633247,-3.0692878692008385,0.0,0.05263157894736842,23,0,3,0,0,0,1,3,4,3,0,4,3,0,0,0,4,4.5108200000000025,88.55400000000003,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
UNC10224990A,14.314598595966673,-5.261273381317121,14.314598595966673,0.013339139238864428,0.3836078280607964,498.78599999999994,488.70600000000013,496.90703656000034,142,0.2076698297720474,-0.33888750482161717,0.33888750482161717,0.2076698297720474,1.2142857142857142,2.0357142857142856,2.857142857142857,13.661473155777658,-0.09134956392255729,0.9882329708240583,-2.2795947750255414,1.1273260836998948,-2.1895814658918016,4.229013822146452,-0.4111533822304623,28.590975458162536,23.108527367383008,17.08344601437162,17.532393511437945,12.005631005774733,10.529039981363473,4.950771224738489,9.490625483393256,3.1928673085751504,6.718802658632525,2.043739607394442,4.947287395609249,-2.07,10.633549726570292,7.397505031103794,3.6230800186330985,190.9262867304251,5.309813353288376,13.491351111182341,7.229704856163229,9.837253136417502,0.0,0.0,0.0,22.776169073898174,0.0,11.336785877934737,17.643358597895812,58.22687485159241,5.687386274683562,39.78270456606073,26.556881115863934,70.42679248913805,0.0,9.967957041894417,0.0,9.79096695103555,5.309813353288376,69.26899074789652,0.0,71.95,84.75576318453312,12.808212032003757,0.0,25.863317337420405,5.309813353288376,11.336785877934737,0.0,0.0,0.0,25.897900939843765,25.349608974092693,121.79567564775606,10.223215556535514,5.059209687956109,-0.6236784980291472,-0.735131572261456,-2.056166798510358,-8.188905021409242,-0.6018345096092348,0.0,-5.261273381317121,0.0,28,1,5,0,0,0,2,2,4,6,1,10,4,0,0,0,4,5.822700000000002,111.70150000000002,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
UNC10224991A,17.26752942958293,-6.307000047881685,17.26752942958293,0.18732152544420133,0.17945789805131873,667.7390000000014,639.5150000000003,667.1647144160008,238,0.2673565397400692,-0.37777587955142417,0.37777587955142417,0.2673565397400692,1.065217391304348,1.826086956521739,2.5869565217391304,12.25432220324733,-0.24522842509763987,0.4614399877145766,-2.6738030989052737,0.5232937149001419,-2.7976509625705015,2.558493013574347,-1.075543657503789,56.83109795523919,49.805630039846704,23.438623201702157,33.30390299916659,25.62839731434151,13.990530033069962,8.114624062845502,10.654649985563516,5.244301961076258,7.62115233267311,3.3807767279406136,5.263294273865164,-4.6000000000000005,12.207232049947969,13.021315682382545,6.519505889112322,306.41327142249395,14.946586037938904,17.45230445992682,13.536388473220072,5.948339280986494,10.023291153407584,0.0,4.715119613734132,41.52495621114223,0.0,11.336785877934737,25.78862164991795,42.29693095364306,40.21933364969828,77.98267769349961,64.78931169823564,44.50105163953097,0.0,19.935914083788834,0.0,24.493225395472212,41.036532552337455,89.18684501058962,21.828454675095216,122.22999999999999,199.49960031095196,8.417796984328938,13.171245143024459,21.54650896207359,0.0,0.0,0.0,0.0,0.0,24.672777037588883,38.46340661708213,308.93324690698444,-0.2663753652687133,10.972981318200077,-1.5936179885203259,-7.483247376177779,-13.75143504152798,-13.870799995191742,-2.726344763185218,-22.90740764743113,-6.307000047881685,0.22580645161290322,46,2,10,0,1,1,2,3,5,10,2,15,11,0,1,1,6,6.583800000000005,170.3411999999997,0,0,0,0,4,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,4,0,2,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
UNC10224992A,13.454191995992922,-3.475960747897755,13.454191995992922,0.2393314427104105,0.37138886610538485,422.4879999999998,400.3120000000002,422.1742759440006,158,0.32317876520298056,-0.32188510100355144,0.32317876520298056,0.32188510100355144,0.8125,1.5,2.21875,11.282955509410465,-0.2436503629344704,0.38873838956792606,-2.3639493651104813,0.5630568526763198,-2.420042198109214,2.544398680841183,-0.9448411794780157,41.37291431849607,37.60535096292756,15.60535096292756,24.72952736850469,19.28874345896357,8.447102672463696,5.55436753674341,5.55436753674341,3.463625001304656,3.463625001304656,2.134130369496716,2.134130369496716,-4.449999999999998,7.032426686197096,9.57298118892407,5.174928903342992,216.9733117131439,15.929440059865126,0.0,4.235526234984602,0.0,5.907179729351506,6.031114512338072,9.77851570501903,4.794537184071822,0.0,0.0,36.25451224597977,71.88159625369303,39.08367640588787,21.932136898723517,39.86901317036243,29.000453065740263,0.0,4.9839785209472085,0.0,6.851892117295679,15.929440059865126,108.06655531230965,11.126902983393991,83.12,160.355616832028,9.589074368143644,0.0,10.619626706576751,0.0,0.0,0.0,0.0,0.0,4.9839785209472085,30.279938802218776,179.89738288612358,0.0,30.141551933271884,-1.004549248678507,-8.051651555616687,-1.7202006282374696,-18.026822302977813,-1.843083669320595,-3.475960747897755,0.0,0.038461538461538464,32,3,6,0,0,0,3,1,4,3,3,6,6,0,0,0,4,5.953320000000004,127.88860000000003,0,0,0,0,1,0,0,0,0,2,2,1,3,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
