Kin-Method,MSE,MAE,R2,Emission(kW)
RDKitDescriptorsResults/FLT4_PLS-SKLEARN,0.635064,0.644179,0.346391,5.231023e-07
RDKitDescriptorsResults/FLT4_XGBoost,0.621063,0.623200,0.360800,1.192161e-06
RDKitDescriptorsResults/FLT4_CatBoost,0.653190,0.643055,0.327735,2.332850e-06
RDKitDescriptorsResults/FLT4_DNN,0.841823,0.740464,0.133594,1.072962e-05
RDKitDescriptorsResults/FRK_Linear-SVR,0.937790,0.814064,-0.160754,4.235859e-09
RDKitDescriptorsResults/FRK_RBF-SVR,0.696649,0.726218,0.137720,3.357989e-09
RDKitDescriptorsResults/FRK_DecisionTree,1.478362,1.009904,-0.829849,3.947126e-09
RDKitDescriptorsResults/FRK_ExtraTrees,0.708482,0.735626,0.123074,2.711327e-07
RDKitDescriptorsResults/FRK_RandomForest,0.686650,0.730767,0.150096,4.333330e-07
RDKitDescriptorsResults/FRK_KNeighbors,0.736318,0.721560,0.088619,5.571844e-09
RDKitDescriptorsResults/FRK_PLS,0.695804,0.711051,0.138766,7.065961e-08
RDKitDescriptorsResults/FRK_PLS-SKLEARN,0.778631,0.796284,0.036246,4.989451e-07
RDKitDescriptorsResults/FRK_XGBoost,0.734648,0.740296,0.090686,7.716621e-07
RDKitDescriptorsResults/FRK_CatBoost,0.633623,0.705476,0.215730,2.525763e-06
RDKitDescriptorsResults/FRK_DNN,1.992533,0.949207,-1.466267,8.899857e-06
RDKitDescriptorsResults/FYN_Linear-SVR,0.774641,0.705917,0.236782,4.047929e-09
RDKitDescriptorsResults/FYN_RBF-SVR,0.677156,0.665740,0.332830,3.229280e-09
RDKitDescriptorsResults/FYN_DecisionTree,0.897977,0.700992,0.115265,6.413516e-09
RDKitDescriptorsResults/FYN_ExtraTrees,0.655891,0.683035,0.353781,3.019467e-07
RDKitDescriptorsResults/FYN_RandomForest,0.672797,0.694141,0.337124,5.519703e-07
RDKitDescriptorsResults/FYN_KNeighbors,0.697504,0.712341,0.312781,7.663123e-09
RDKitDescriptorsResults/FYN_PLS,0.807913,0.720337,0.204000,8.720168e-08
RDKitDescriptorsResults/FYN_PLS-SKLEARN,0.780535,0.736566,0.230974,3.729778e-07
RDKitDescriptorsResults/FYN_XGBoost,0.774438,0.730409,0.236982,7.734269e-07
RDKitDescriptorsResults/FYN_CatBoost,0.632164,0.673311,0.377158,2.557670e-06
RDKitDescriptorsResults/FYN_DNN,0.769216,0.687235,0.242127,8.933035e-06
RDKitDescriptorsResults/GPRK5_Linear-SVR,1.027474,0.786244,-1.024356,3.504352e-09
RDKitDescriptorsResults/GPRK5_RBF-SVR,0.279813,0.427884,0.448705,3.348649e-09
RDKitDescriptorsResults/GPRK5_DecisionTree,0.443357,0.469349,0.126487,4.955210e-09
RDKitDescriptorsResults/GPRK5_ExtraTrees,0.255644,0.388955,0.496323,2.459478e-07
RDKitDescriptorsResults/GPRK5_RandomForest,0.213310,0.376060,0.579730,3.700521e-07
RDKitDescriptorsResults/GPRK5_KNeighbors,0.311787,0.456579,0.385710,2.897349e-09
RDKitDescriptorsResults/GPRK5_PLS,0.891585,0.703978,-0.756624,5.710444e-08
RDKitDescriptorsResults/GPRK5_PLS-SKLEARN,0.598915,0.597476,-0.179999,2.380316e-07
RDKitDescriptorsResults/GPRK5_XGBoost,0.323212,0.447497,0.363199,6.490380e-07
RDKitDescriptorsResults/GPRK5_CatBoost,0.250359,0.393795,0.506736,2.142663e-06
RDKitDescriptorsResults/GPRK5_DNN,3.160898,1.059186,-5.227686,8.570348e-06
RDKitDescriptorsResults/GSK3A_Linear-SVR,0.936357,0.774510,0.031464,7.190465e-09
RDKitDescriptorsResults/GSK3A_RBF-SVR,0.689803,0.676898,0.286491,6.784582e-09
RDKitDescriptorsResults/GSK3A_DecisionTree,0.918965,0.706082,0.049454,7.034095e-09
RDKitDescriptorsResults/GSK3A_ExtraTrees,0.650989,0.676995,0.326639,4.245340e-07
RDKitDescriptorsResults/GSK3A_RandomForest,0.700393,0.691645,0.275537,1.138593e-06
RDKitDescriptorsResults/GSK3A_KNeighbors,0.675838,0.654054,0.300936,7.108070e-09
RDKitDescriptorsResults/GSK3A_PLS,0.841486,0.779955,0.129596,1.787291e-07
RDKitDescriptorsResults/GSK3A_PLS-SKLEARN,0.841486,0.779955,0.129596,6.318723e-07
RDKitDescriptorsResults/GSK3A_XGBoost,0.660795,0.636110,0.316496,1.128297e-06
RDKitDescriptorsResults/GSK3A_CatBoost,0.667793,0.679291,0.309258,3.137989e-06
RDKitDescriptorsResults/GSK3A_DNN,1.004366,0.822298,-0.038883,1.235305e-05
RDKitDescriptorsResults/GSK3B_Linear-SVR,0.750941,0.710548,0.040765,9.244733e-09
RDKitDescriptorsResults/GSK3B_RBF-SVR,0.557053,0.608305,0.288434,1.165891e-08
RDKitDescriptorsResults/GSK3B_DecisionTree,0.772381,0.688227,0.013379,8.272777e-09
RDKitDescriptorsResults/GSK3B_ExtraTrees,0.623955,0.657472,0.202975,4.741693e-07
RDKitDescriptorsResults/GSK3B_RandomForest,0.656407,0.669214,0.161521,1.533502e-06
RDKitDescriptorsResults/GSK3B_KNeighbors,0.539558,0.597158,0.310781,7.604362e-09
RDKitDescriptorsResults/GSK3B_PLS,0.834828,0.736990,-0.066390,2.558401e-07
RDKitDescriptorsResults/GSK3B_PLS-SKLEARN,0.830876,0.736237,-0.061342,7.074829e-07
RDKitDescriptorsResults/GSK3B_XGBoost,0.575081,0.622647,0.265405,1.413983e-06
RDKitDescriptorsResults/GSK3B_CatBoost,0.549977,0.604761,0.297473,3.549599e-06
RDKitDescriptorsResults/GSK3B_DNN,7.183243,0.827639,-8.175707,1.485180e-05
RDKitDescriptorsResults/HIPK2_Linear-SVR,0.632997,0.656527,-0.491556,4.940409e-09
RDKitDescriptorsResults/HIPK2_RBF-SVR,0.391132,0.500680,0.078360,4.763734e-09
RDKitDescriptorsResults/HIPK2_DecisionTree,0.676415,0.651071,-0.593862,5.548230e-09
RDKitDescriptorsResults/HIPK2_ExtraTrees,0.349722,0.484627,0.175936,3.549201e-07
RDKitDescriptorsResults/HIPK2_RandomForest,0.354007,0.481995,0.165839,6.789122e-07
RDKitDescriptorsResults/HIPK2_KNeighbors,0.427491,0.497043,-0.007313,1.887339e-08
RDKitDescriptorsResults/HIPK2_PLS,0.426484,0.519215,-0.004941,1.256655e-07
RDKitDescriptorsResults/HIPK2_PLS-SKLEARN,0.426484,0.519215,-0.004941,5.397097e-07
RDKitDescriptorsResults/HIPK2_XGBoost,0.365916,0.482656,0.137779,1.051962e-06
RDKitDescriptorsResults/HIPK2_CatBoost,0.332095,0.465973,0.217472,2.413918e-06
RDKitDescriptorsResults/HIPK2_DNN,0.542980,0.600952,-0.279446,1.135656e-05
RDKitDescriptorsResults/HIPK4_Linear-SVR,0.546460,0.614610,0.320964,4.033566e-09
RDKitDescriptorsResults/HIPK4_RBF-SVR,0.494970,0.571567,0.384945,6.798461e-09
RDKitDescriptorsResults/HIPK4_DecisionTree,1.015015,0.762921,-0.261268,4.577751e-09
RDKitDescriptorsResults/HIPK4_ExtraTrees,0.535455,0.601625,0.334638,3.219151e-07
RDKitDescriptorsResults/HIPK4_RandomForest,0.568315,0.603914,0.293806,6.086654e-07
RDKitDescriptorsResults/HIPK4_KNeighbors,0.491512,0.591602,0.389243,5.828731e-09
RDKitDescriptorsResults/HIPK4_PLS,0.609662,0.666262,0.242428,1.047263e-07
RDKitDescriptorsResults/HIPK4_PLS-SKLEARN,0.609662,0.666262,0.242428,6.505425e-07
RDKitDescriptorsResults/HIPK4_XGBoost,0.497142,0.560706,0.382246,8.573867e-07
RDKitDescriptorsResults/HIPK4_CatBoost,0.523278,0.583416,0.349769,2.289069e-06
RDKitDescriptorsResults/HIPK4_DNN,0.569610,0.647002,0.292198,9.658581e-06
RDKitDescriptorsResults/IGF1R_Linear-SVR,0.594132,0.654506,0.429350,3.214011e-09
RDKitDescriptorsResults/IGF1R_RBF-SVR,0.532031,0.593692,0.488997,3.639994e-09
RDKitDescriptorsResults/IGF1R_DecisionTree,1.104651,0.811061,-0.060992,4.858084e-09
RDKitDescriptorsResults/IGF1R_ExtraTrees,0.501238,0.578165,0.518572,2.476278e-07
RDKitDescriptorsResults/IGF1R_RandomForest,0.608241,0.645649,0.415799,3.679269e-07
RDKitDescriptorsResults/IGF1R_KNeighbors,0.611400,0.656144,0.412764,3.699832e-09
RDKitDescriptorsResults/IGF1R_PLS,0.580838,0.637682,0.442119,4.944342e-08
RDKitDescriptorsResults/IGF1R_PLS-SKLEARN,0.580838,0.637682,0.442119,2.215432e-07
RDKitDescriptorsResults/IGF1R_XGBoost,0.690316,0.665230,0.336967,5.944269e-07
RDKitDescriptorsResults/IGF1R_CatBoost,0.676439,0.641065,0.350296,2.080282e-06
RDKitDescriptorsResults/IGF1R_DNN,0.568935,0.639793,0.453551,7.397982e-06
RDKitDescriptorsResults/IKBKE_Linear-SVR,0.828797,0.696589,0.185274,4.850441e-09
RDKitDescriptorsResults/IKBKE_RBF-SVR,0.639137,0.564257,0.371715,4.291992e-09
RDKitDescriptorsResults/IKBKE_DecisionTree,0.934706,0.712709,0.081164,4.144385e-09
RDKitDescriptorsResults/IKBKE_ExtraTrees,0.629586,0.582321,0.381103,2.369051e-07
RDKitDescriptorsResults/IKBKE_RandomForest,0.525785,0.506883,0.483142,3.366467e-07
RDKitDescriptorsResults/IKBKE_KNeighbors,0.735661,0.642609,0.276829,3.184688e-09
RDKitDescriptorsResults/IKBKE_PLS,0.581262,0.564284,0.428607,4.790514e-08
RDKitDescriptorsResults/IKBKE_PLS-SKLEARN,0.581262,0.564284,0.428607,2.384417e-07
RDKitDescriptorsResults/IKBKE_XGBoost,0.669400,0.592804,0.341965,6.352054e-07
RDKitDescriptorsResults/IKBKE_CatBoost,0.587359,0.508780,0.422613,2.060253e-06
RDKitDescriptorsResults/IKBKE_DNN,0.906875,0.716887,0.108522,9.423082e-06
RDKitDescriptorsResults/INSR_Linear-SVR,0.452813,0.549197,0.124539,4.789234e-09
RDKitDescriptorsResults/INSR_RBF-SVR,0.374225,0.481189,0.276479,4.020325e-09
RDKitDescriptorsResults/INSR_DecisionTree,1.110098,0.789924,-1.146246,5.251317e-09
RDKitDescriptorsResults/INSR_ExtraTrees,0.393311,0.509682,0.239580,2.786893e-07
RDKitDescriptorsResults/INSR_RandomForest,0.379866,0.511907,0.265573,4.171647e-07
RDKitDescriptorsResults/INSR_KNeighbors,0.494725,0.544346,0.043506,5.524273e-09
RDKitDescriptorsResults/INSR_PLS,0.631035,0.664005,-0.220033,5.742442e-08
RDKitDescriptorsResults/INSR_PLS-SKLEARN,0.549291,0.612035,-0.061990,2.294737e-07
RDKitDescriptorsResults/INSR_XGBoost,0.479949,0.543781,0.072075,1.521774e-06
RDKitDescriptorsResults/INSR_CatBoost,0.397494,0.504874,0.231492,2.168864e-06
RDKitDescriptorsResults/INSR_DNN,0.722065,0.618630,-0.396029,9.935093e-06
RDKitDescriptorsResults/IRAK1_Linear-SVR,0.589152,0.612367,-0.006169,3.996440e-09
RDKitDescriptorsResults/IRAK1_RBF-SVR,0.610740,0.571610,-0.043037,5.809783e-09
RDKitDescriptorsResults/IRAK1_DecisionTree,0.867096,0.690096,-0.480848,5.218575e-09
RDKitDescriptorsResults/IRAK1_ExtraTrees,0.559832,0.569464,0.043904,2.885388e-07
RDKitDescriptorsResults/IRAK1_RandomForest,0.572982,0.576217,0.021446,5.324217e-07
RDKitDescriptorsResults/IRAK1_KNeighbors,0.615285,0.580861,-0.050800,5.153997e-09
RDKitDescriptorsResults/IRAK1_PLS,0.504816,0.543944,0.137861,8.851932e-08
RDKitDescriptorsResults/IRAK1_PLS-SKLEARN,0.706670,0.626299,-0.206869,5.240451e-07
RDKitDescriptorsResults/IRAK1_XGBoost,0.616260,0.617903,-0.052465,8.407354e-07
RDKitDescriptorsResults/IRAK1_CatBoost,0.581054,0.577282,0.007660,2.516111e-06
RDKitDescriptorsResults/IRAK1_DNN,0.713313,0.648881,-0.218215,1.047008e-05
RDKitDescriptorsResults/IRAK4_Linear-SVR,0.606300,0.610664,-0.194260,3.799639e-09
RDKitDescriptorsResults/IRAK4_RBF-SVR,0.455499,0.533054,0.102780,3.774912e-09
RDKitDescriptorsResults/IRAK4_DecisionTree,0.819352,0.729525,-0.613919,6.002164e-09
RDKitDescriptorsResults/IRAK4_ExtraTrees,0.481532,0.560178,0.051502,2.955650e-07
RDKitDescriptorsResults/IRAK4_RandomForest,0.492611,0.566679,0.029679,5.567856e-07
RDKitDescriptorsResults/IRAK4_KNeighbors,0.494997,0.552871,0.024979,7.678540e-09
RDKitDescriptorsResults/IRAK4_PLS,0.471702,0.551895,0.070865,8.913221e-08
RDKitDescriptorsResults/IRAK4_PLS-SKLEARN,0.522860,0.572115,-0.029904,4.931374e-07
RDKitDescriptorsResults/IRAK4_XGBoost,0.534129,0.596900,-0.052100,8.080362e-07
RDKitDescriptorsResults/IRAK4_CatBoost,0.500580,0.578573,0.013982,2.338003e-06
RDKitDescriptorsResults/IRAK4_DNN,35.634907,1.355761,-69.191858,9.145910e-06
RDKitDescriptorsResults/ITK_Linear-SVR,0.447167,0.485859,0.030253,2.456341e-09
RDKitDescriptorsResults/ITK_RBF-SVR,0.332164,0.416270,0.279654,3.580941e-09
RDKitDescriptorsResults/ITK_DecisionTree,0.655334,0.595756,-0.421187,4.734296e-09
RDKitDescriptorsResults/ITK_ExtraTrees,0.352304,0.429457,0.235978,2.320159e-07
RDKitDescriptorsResults/ITK_RandomForest,0.333474,0.434354,0.276814,3.332034e-07
RDKitDescriptorsResults/ITK_KNeighbors,0.325924,0.419753,0.293187,3.821261e-09
RDKitDescriptorsResults/ITK_PLS,0.392447,0.469474,0.148923,4.408286e-08
RDKitDescriptorsResults/ITK_PLS-SKLEARN,0.378887,0.490705,0.178328,2.310605e-07
RDKitDescriptorsResults/ITK_XGBoost,0.314312,0.430181,0.318368,6.025036e-07
RDKitDescriptorsResults/ITK_CatBoost,0.313426,0.408895,0.320291,2.007264e-06
RDKitDescriptorsResults/ITK_DNN,0.757120,0.699194,-0.641925,8.807244e-06
RDKitDescriptorsResults/JAK2_Linear-SVR,1.062517,0.807660,0.254705,3.567027e-09
RDKitDescriptorsResults/JAK2_RBF-SVR,0.761923,0.718687,0.465554,4.731402e-09
RDKitDescriptorsResults/JAK2_DecisionTree,1.162775,0.799248,0.184379,4.560660e-09
RDKitDescriptorsResults/JAK2_ExtraTrees,0.774229,0.731419,0.456922,3.073124e-07
RDKitDescriptorsResults/JAK2_RandomForest,0.803327,0.737589,0.436512,6.304607e-07
RDKitDescriptorsResults/JAK2_KNeighbors,0.772670,0.691202,0.458016,5.650798e-09
RDKitDescriptorsResults/JAK2_PLS,0.957227,0.784319,0.328559,9.806122e-08
RDKitDescriptorsResults/JAK2_PLS-SKLEARN,1.042339,0.800924,0.268858,4.578668e-07
RDKitDescriptorsResults/JAK2_XGBoost,0.742595,0.712013,0.479111,7.717021e-07
RDKitDescriptorsResults/JAK2_CatBoost,0.721448,0.686005,0.493945,2.716133e-06
RDKitDescriptorsResults/JAK2_DNN,0.813228,0.719162,0.429567,1.066356e-05
RDKitDescriptorsResults/JAK3_Linear-SVR,0.625762,0.630775,-0.396608,3.736061e-09
RDKitDescriptorsResults/JAK3_RBF-SVR,0.437711,0.503526,0.023094,4.697933e-09
RDKitDescriptorsResults/JAK3_DecisionTree,0.539415,0.611071,-0.203895,4.613986e-09
RDKitDescriptorsResults/JAK3_ExtraTrees,0.494652,0.568626,-0.103990,3.095513e-07
RDKitDescriptorsResults/JAK3_RandomForest,0.479457,0.569628,-0.070078,5.995110e-07
RDKitDescriptorsResults/JAK3_KNeighbors,0.485822,0.545833,-0.084284,6.748603e-09
RDKitDescriptorsResults/JAK3_PLS,0.621250,0.641312,-0.386537,9.372371e-08
RDKitDescriptorsResults/JAK3_PLS-SKLEARN,0.547336,0.603896,-0.221573,5.182550e-07
RDKitDescriptorsResults/JAK3_XGBoost,0.505938,0.576957,-0.129178,8.135004e-07
RDKitDescriptorsResults/JAK3_CatBoost,0.488275,0.548893,-0.089758,2.247736e-06
RDKitDescriptorsResults/JAK3_DNN,0.717121,0.678416,-0.600509,1.006283e-05
RDKitDescriptorsResults/KDR_Linear-SVR,0.705977,0.655385,0.414355,6.299890e-09
RDKitDescriptorsResults/KDR_RBF-SVR,0.637090,0.629211,0.471500,9.175851e-09
RDKitDescriptorsResults/KDR_DecisionTree,1.213170,0.801061,-0.006388,6.950855e-09
RDKitDescriptorsResults/KDR_ExtraTrees,0.654663,0.652234,0.456923,4.379641e-07
RDKitDescriptorsResults/KDR_RandomForest,0.679241,0.640411,0.436535,1.087358e-06
RDKitDescriptorsResults/KDR_KNeighbors,0.906489,0.755275,0.248020,7.368896e-09
RDKitDescriptorsResults/KDR_PLS,0.781103,0.698656,0.352034,1.877017e-07
RDKitDescriptorsResults/KDR_PLS-SKLEARN,0.839963,0.750038,0.303207,5.630115e-07
RDKitDescriptorsResults/KDR_XGBoost,0.584458,0.597165,0.515162,1.093721e-06
RDKitDescriptorsResults/KDR_CatBoost,0.574020,0.599472,0.523821,3.158660e-06
RDKitDescriptorsResults/KDR_DNN,1.291700,0.963466,-0.071532,1.227931e-05
RDKitDescriptorsResults/KIAA1811_Linear-SVR,0.408773,0.437095,-0.056309,4.139119e-09
RDKitDescriptorsResults/KIAA1811_RBF-SVR,0.335258,0.392605,0.133660,4.862990e-09
RDKitDescriptorsResults/KIAA1811_DecisionTree,0.539829,0.514335,-0.394971,4.735109e-09
RDKitDescriptorsResults/KIAA1811_ExtraTrees,0.334316,0.404476,0.136096,2.884243e-07
RDKitDescriptorsResults/KIAA1811_RandomForest,0.338724,0.413274,0.124704,4.970616e-07
RDKitDescriptorsResults/KIAA1811_KNeighbors,0.357901,0.454947,0.075148,5.569424e-09
RDKitDescriptorsResults/KIAA1811_PLS,0.348788,0.424949,0.098697,8.267688e-08
RDKitDescriptorsResults/KIAA1811_PLS-SKLEARN,0.348788,0.424949,0.098697,5.436913e-07
RDKitDescriptorsResults/KIAA1811_XGBoost,0.413770,0.447448,-0.069223,7.540230e-07
RDKitDescriptorsResults/KIAA1811_CatBoost,0.375265,0.438213,0.030278,2.540258e-06
RDKitDescriptorsResults/KIAA1811_DNN,47.379367,1.437285,-121.432928,1.009491e-05
RDKitDescriptorsResults/KIT_Linear-SVR,0.514465,0.549230,0.424262,3.420747e-09
RDKitDescriptorsResults/KIT_RBF-SVR,0.481627,0.567015,0.461011,2.934803e-09
RDKitDescriptorsResults/KIT_DecisionTree,0.656016,0.600083,0.265853,3.166876e-09
RDKitDescriptorsResults/KIT_ExtraTrees,0.479051,0.579840,0.463894,2.458567e-07
RDKitDescriptorsResults/KIT_RandomForest,0.484745,0.590600,0.457522,3.503649e-07
RDKitDescriptorsResults/KIT_KNeighbors,0.924357,0.822326,-0.034448,2.849666e-09
RDKitDescriptorsResults/KIT_PLS,0.800283,0.721503,0.104404,5.126463e-08
RDKitDescriptorsResults/KIT_PLS-SKLEARN,0.544771,0.590074,0.390347,2.477016e-07
RDKitDescriptorsResults/KIT_XGBoost,0.510214,0.586393,0.429020,6.269029e-07
RDKitDescriptorsResults/KIT_CatBoost,0.536914,0.622838,0.399140,2.079704e-06
RDKitDescriptorsResults/KIT_DNN,0.694418,0.678797,0.222877,9.922847e-06
RDKitDescriptorsResults/LCK_Linear-SVR,0.713533,0.651716,0.397519,5.011804e-09
RDKitDescriptorsResults/LCK_RBF-SVR,0.558298,0.585679,0.528594,5.139028e-09
RDKitDescriptorsResults/LCK_DecisionTree,0.736179,0.705651,0.378398,5.800073e-09
RDKitDescriptorsResults/LCK_ExtraTrees,0.541116,0.602637,0.543102,3.474768e-07
RDKitDescriptorsResults/LCK_RandomForest,0.576592,0.612008,0.513147,6.568888e-07
RDKitDescriptorsResults/LCK_KNeighbors,0.732168,0.658816,0.381784,5.431560e-09
RDKitDescriptorsResults/LCK_PLS,0.787766,0.716673,0.334840,1.164764e-07
RDKitDescriptorsResults/LCK_PLS-SKLEARN,0.787766,0.716673,0.334840,5.497225e-07
RDKitDescriptorsResults/LCK_XGBoost,0.490372,0.559298,0.585948,9.313304e-07
RDKitDescriptorsResults/LCK_CatBoost,0.493610,0.573325,0.583214,2.382013e-06
RDKitDescriptorsResults/LCK_DNN,0.628498,0.624599,0.469320,1.040182e-05
RDKitDescriptorsResults/LIMK1_Linear-SVR,0.434594,0.503062,0.194446,4.732201e-09
RDKitDescriptorsResults/LIMK1_RBF-SVR,0.428985,0.504326,0.204842,6.356241e-09
RDKitDescriptorsResults/LIMK1_DecisionTree,0.603965,0.576272,-0.119498,6.486202e-09
RDKitDescriptorsResults/LIMK1_ExtraTrees,0.414245,0.489370,0.232164,3.484613e-07
RDKitDescriptorsResults/LIMK1_RandomForest,0.417348,0.493475,0.226412,7.771748e-07
RDKitDescriptorsResults/LIMK1_KNeighbors,0.463719,0.528903,0.140460,6.778523e-09
RDKitDescriptorsResults/LIMK1_PLS,0.447444,0.516280,0.170627,1.292864e-07
RDKitDescriptorsResults/LIMK1_PLS-SKLEARN,0.432888,0.506384,0.197607,5.184726e-07
RDKitDescriptorsResults/LIMK1_XGBoost,0.403790,0.484177,0.251543,8.715168e-07
RDKitDescriptorsResults/LIMK1_CatBoost,0.440706,0.515613,0.183116,2.592792e-06
RDKitDescriptorsResults/LIMK1_DNN,0.655928,0.684116,-0.215815,1.045413e-05
RDKitDescriptorsResults/LRRK2_Linear-SVR,0.771324,0.705281,0.431313,3.693143e-09
RDKitDescriptorsResults/LRRK2_RBF-SVR,0.709544,0.627247,0.476863,4.694571e-09
RDKitDescriptorsResults/LRRK2_DecisionTree,0.854781,0.716384,0.369781,5.215222e-09
RDKitDescriptorsResults/LRRK2_ExtraTrees,0.636989,0.644283,0.530356,2.850253e-07
RDKitDescriptorsResults/LRRK2_RandomForest,0.685176,0.674278,0.494829,4.807911e-07
RDKitDescriptorsResults/LRRK2_KNeighbors,0.763698,0.683091,0.436935,6.366273e-09
RDKitDescriptorsResults/LRRK2_PLS,0.813745,0.729891,0.400036,7.915448e-08
RDKitDescriptorsResults/LRRK2_PLS-SKLEARN,0.890604,0.782869,0.343369,4.662356e-07
RDKitDescriptorsResults/LRRK2_XGBoost,0.657481,0.642334,0.515248,7.492642e-07
RDKitDescriptorsResults/LRRK2_CatBoost,0.608406,0.612091,0.551430,2.414049e-06
RDKitDescriptorsResults/LRRK2_DNN,19.975766,1.276917,-13.727865,9.057672e-06
RDKitDescriptorsResults/LTK_Linear-SVR,0.854582,0.715357,0.224154,3.838687e-09
RDKitDescriptorsResults/LTK_RBF-SVR,0.669625,0.646078,0.392070,3.775949e-09
RDKitDescriptorsResults/LTK_DecisionTree,0.922333,0.739937,0.162645,5.467022e-09
RDKitDescriptorsResults/LTK_ExtraTrees,0.630170,0.616897,0.427890,2.908661e-07
RDKitDescriptorsResults/LTK_RandomForest,0.619670,0.608063,0.437423,6.096438e-07
RDKitDescriptorsResults/LTK_KNeighbors,0.786254,0.689229,0.286187,5.571396e-09
RDKitDescriptorsResults/LTK_PLS,0.783316,0.693183,0.288854,8.014939e-08
RDKitDescriptorsResults/LTK_PLS-SKLEARN,0.714983,0.643312,0.350892,4.302731e-07
RDKitDescriptorsResults/LTK_XGBoost,0.731317,0.656093,0.336062,7.857347e-07
RDKitDescriptorsResults/LTK_CatBoost,0.696950,0.642192,0.367263,2.496615e-06
RDKitDescriptorsResults/LTK_DNN,1.064114,0.819654,0.033927,9.224707e-06
RDKitDescriptorsResults/LYN_Linear-SVR,0.334729,0.458104,0.322031,4.735333e-09
RDKitDescriptorsResults/LYN_RBF-SVR,0.239617,0.401055,0.514675,4.501411e-09
RDKitDescriptorsResults/LYN_DecisionTree,0.700224,0.610823,-0.418249,5.571606e-09
RDKitDescriptorsResults/LYN_ExtraTrees,0.246370,0.380474,0.500996,2.618968e-07
RDKitDescriptorsResults/LYN_RandomForest,0.264511,0.413079,0.464254,4.162116e-07
RDKitDescriptorsResults/LYN_KNeighbors,0.312482,0.454944,0.367091,6.699877e-09
RDKitDescriptorsResults/LYN_PLS,0.302547,0.420261,0.387215,7.059410e-08
RDKitDescriptorsResults/LYN_PLS-SKLEARN,0.302547,0.420261,0.387215,2.415149e-07
RDKitDescriptorsResults/LYN_XGBoost,0.262959,0.402620,0.467398,7.077623e-07
RDKitDescriptorsResults/LYN_CatBoost,0.232085,0.388860,0.529930,2.348723e-06
RDKitDescriptorsResults/LYN_DNN,0.341989,0.478805,0.307327,8.253654e-06
RDKitDescriptorsResults/MAP2K1_Linear-SVR,0.393821,0.479816,0.424615,4.262352e-09
RDKitDescriptorsResults/MAP2K1_RBF-SVR,0.268287,0.391619,0.608023,3.742276e-09
RDKitDescriptorsResults/MAP2K1_DecisionTree,0.877170,0.664407,-0.281574,5.331702e-09
RDKitDescriptorsResults/MAP2K1_ExtraTrees,0.302174,0.442211,0.558513,2.642340e-07
RDKitDescriptorsResults/MAP2K1_RandomForest,0.331246,0.476181,0.516040,4.169775e-07
RDKitDescriptorsResults/MAP2K1_KNeighbors,0.418448,0.493787,0.388634,5.285244e-09
RDKitDescriptorsResults/MAP2K1_PLS,0.491696,0.539372,0.281616,7.511986e-08
RDKitDescriptorsResults/MAP2K1_PLS-SKLEARN,0.372618,0.445637,0.455593,2.427930e-07
RDKitDescriptorsResults/MAP2K1_XGBoost,0.347002,0.445321,0.493019,6.599331e-07
RDKitDescriptorsResults/MAP2K1_CatBoost,0.285654,0.407690,0.582651,2.281625e-06
RDKitDescriptorsResults/MAP2K1_DNN,0.489636,0.516722,0.284626,9.204972e-06
RDKitDescriptorsResults/MAP2K2_Linear-SVR,0.459820,0.556712,0.184877,2.494082e-09
RDKitDescriptorsResults/MAP2K2_RBF-SVR,0.335131,0.453082,0.405913,3.809795e-09
RDKitDescriptorsResults/MAP2K2_DecisionTree,0.677408,0.640535,-0.200841,4.056880e-09
RDKitDescriptorsResults/MAP2K2_ExtraTrees,0.321907,0.448354,0.429357,2.461309e-07
RDKitDescriptorsResults/MAP2K2_RandomForest,0.322986,0.450646,0.427443,3.860244e-07
RDKitDescriptorsResults/MAP2K2_KNeighbors,0.397104,0.503887,0.296054,2.540628e-09
RDKitDescriptorsResults/MAP2K2_PLS,0.397964,0.511961,0.294530,5.651658e-08
RDKitDescriptorsResults/MAP2K2_PLS-SKLEARN,0.397964,0.511961,0.294530,2.281759e-07
RDKitDescriptorsResults/MAP2K2_XGBoost,0.294330,0.395290,0.478242,6.447133e-07
RDKitDescriptorsResults/MAP2K2_CatBoost,0.282471,0.399623,0.499265,2.190610e-06
RDKitDescriptorsResults/MAP2K2_DNN,0.720499,0.661184,-0.277228,9.124084e-06
RDKitDescriptorsResults/MAP4K2_Linear-SVR,0.617813,0.646467,0.212663,6.749415e-09
RDKitDescriptorsResults/MAP4K2_RBF-SVR,0.526535,0.576508,0.328987,6.876369e-09
RDKitDescriptorsResults/MAP4K2_DecisionTree,0.677715,0.655378,0.136324,6.762435e-09
RDKitDescriptorsResults/MAP4K2_ExtraTrees,0.521832,0.584300,0.334979,4.349107e-07
RDKitDescriptorsResults/MAP4K2_RandomForest,0.493974,0.575032,0.370483,1.130017e-06
RDKitDescriptorsResults/MAP4K2_KNeighbors,0.675134,0.658379,0.139613,5.468887e-09
RDKitDescriptorsResults/MAP4K2_PLS,0.607336,0.637863,0.226015,1.790182e-07
RDKitDescriptorsResults/MAP4K2_PLS-SKLEARN,0.643214,0.666417,0.180291,5.475312e-07
RDKitDescriptorsResults/MAP4K2_XGBoost,0.523957,0.591990,0.332271,1.103247e-06
