Kin-Method,MSE,MAE,R2,Emission(kW)
RDKitDescriptorsResults/CHEK2_DNN,0.369733,0.478366,0.275715,1.052738e-05
RDKitDescriptorsResults/CLK2_Linear-SVR,0.784281,0.728446,-0.129578,7.724491e-09
RDKitDescriptorsResults/CLK2_RBF-SVR,0.545384,0.597105,0.214498,7.083107e-09
RDKitDescriptorsResults/CLK2_DecisionTree,0.909186,0.725243,-0.309476,6.138891e-09
RDKitDescriptorsResults/CLK2_ExtraTrees,0.564773,0.618228,0.186573,4.055705e-07
RDKitDescriptorsResults/CLK2_RandomForest,0.594137,0.627158,0.144280,1.017188e-06
RDKitDescriptorsResults/CLK2_KNeighbors,0.721725,0.685042,-0.039480,5.305684e-09
RDKitDescriptorsResults/CLK2_PLS,0.783497,0.732816,-0.128449,1.724762e-07
RDKitDescriptorsResults/CLK2_PLS-SKLEARN,0.771372,0.722201,-0.110986,5.164943e-07
RDKitDescriptorsResults/CLK2_XGBoost,0.575788,0.600750,0.170708,1.070685e-06
RDKitDescriptorsResults/CLK2_CatBoost,0.589161,0.612144,0.151448,2.982418e-06
RDKitDescriptorsResults/CLK2_DNN,0.895765,0.780015,-0.290146,1.287666e-05
RDKitDescriptorsResults/CLK4_Linear-SVR,0.934613,0.748330,0.009333,1.138692e-08
RDKitDescriptorsResults/CLK4_RBF-SVR,0.660303,0.654109,0.300096,1.358730e-08
RDKitDescriptorsResults/CLK4_DecisionTree,0.940530,0.774593,0.003061,8.715023e-09
RDKitDescriptorsResults/CLK4_ExtraTrees,0.649179,0.667053,0.311887,5.339412e-07
RDKitDescriptorsResults/CLK4_RandomForest,0.604666,0.644724,0.359069,1.797856e-06
RDKitDescriptorsResults/CLK4_KNeighbors,0.701604,0.681024,0.256317,6.258917e-09
RDKitDescriptorsResults/CLK4_PLS,0.816163,0.701304,0.134887,2.765311e-07
RDKitDescriptorsResults/CLK4_PLS-SKLEARN,0.814456,0.704394,0.136697,7.783215e-07
RDKitDescriptorsResults/CLK4_XGBoost,0.592672,0.623714,0.371783,1.404827e-06
RDKitDescriptorsResults/CLK4_CatBoost,0.587728,0.622074,0.377022,3.662698e-06
RDKitDescriptorsResults/CLK4_DNN,8.249705,0.882565,-7.744484,1.563112e-05
RDKitDescriptorsResults/CSF1R_Linear-SVR,0.683521,0.688269,0.516885,4.147762e-09
RDKitDescriptorsResults/CSF1R_RBF-SVR,0.649721,0.641177,0.540775,5.880599e-09
RDKitDescriptorsResults/CSF1R_DecisionTree,1.046573,0.781965,0.260279,6.379950e-09
RDKitDescriptorsResults/CSF1R_ExtraTrees,0.607823,0.624421,0.570389,3.420367e-07
RDKitDescriptorsResults/CSF1R_RandomForest,0.650919,0.631926,0.539928,8.763910e-07
RDKitDescriptorsResults/CSF1R_KNeighbors,0.822652,0.752699,0.418547,5.884398e-09
RDKitDescriptorsResults/CSF1R_PLS,0.709191,0.683999,0.498742,1.242908e-07
RDKitDescriptorsResults/CSF1R_PLS-SKLEARN,0.860119,0.775192,0.392065,5.371087e-07
RDKitDescriptorsResults/CSF1R_XGBoost,0.596052,0.599298,0.578709,9.546508e-07
RDKitDescriptorsResults/CSF1R_CatBoost,0.603396,0.614611,0.573518,2.379073e-06
RDKitDescriptorsResults/CSF1R_DNN,0.745132,0.692107,0.473338,1.022114e-05
RDKitDescriptorsResults/CSNK1A1_Linear-SVR,0.513694,0.549491,0.198573,5.347965e-09
RDKitDescriptorsResults/CSNK1A1_RBF-SVR,0.460782,0.510025,0.281122,5.904342e-09
RDKitDescriptorsResults/CSNK1A1_DecisionTree,0.815339,0.671718,-0.272031,6.027135e-09
RDKitDescriptorsResults/CSNK1A1_ExtraTrees,0.437853,0.492845,0.316894,3.609518e-07
RDKitDescriptorsResults/CSNK1A1_RandomForest,0.457319,0.506157,0.286524,8.137814e-07
RDKitDescriptorsResults/CSNK1A1_KNeighbors,0.424924,0.510106,0.337065,6.400711e-09
RDKitDescriptorsResults/CSNK1A1_PLS,0.542705,0.581365,0.153312,1.190792e-07
RDKitDescriptorsResults/CSNK1A1_PLS-SKLEARN,0.528257,0.564464,0.175852,5.477816e-07
RDKitDescriptorsResults/CSNK1A1_XGBoost,0.409626,0.488688,0.360932,2.876846e-06
RDKitDescriptorsResults/CSNK1A1_CatBoost,0.426949,0.492517,0.333906,2.356944e-06
RDKitDescriptorsResults/CSNK1A1_DNN,21.561974,1.100752,-32.639392,1.001697e-05
RDKitDescriptorsResults/CSNK1D_Linear-SVR,0.338356,0.445771,0.369646,4.358920e-09
RDKitDescriptorsResults/CSNK1D_RBF-SVR,0.305154,0.431329,0.431501,4.332172e-09
RDKitDescriptorsResults/CSNK1D_DecisionTree,0.527408,0.537553,0.017444,5.316936e-09
RDKitDescriptorsResults/CSNK1D_ExtraTrees,0.291083,0.434082,0.457715,3.466247e-07
RDKitDescriptorsResults/CSNK1D_RandomForest,0.277602,0.431724,0.482830,7.195020e-07
RDKitDescriptorsResults/CSNK1D_KNeighbors,0.475902,0.525953,0.113400,6.645988e-09
RDKitDescriptorsResults/CSNK1D_PLS,0.364084,0.503382,0.321714,1.265070e-07
RDKitDescriptorsResults/CSNK1D_PLS-SKLEARN,0.414361,0.543978,0.228050,5.552481e-07
RDKitDescriptorsResults/CSNK1D_XGBoost,0.307458,0.423590,0.427208,1.001981e-06
RDKitDescriptorsResults/CSNK1D_CatBoost,0.279263,0.421699,0.479735,2.441702e-06
RDKitDescriptorsResults/CSNK1D_DNN,30.735252,1.164988,-56.259485,1.011516e-05
RDKitDescriptorsResults/CSNK1G1_Linear-SVR,0.487690,0.519020,0.040649,3.598172e-09
RDKitDescriptorsResults/CSNK1G1_RBF-SVR,0.448116,0.512323,0.118495,3.609220e-09
RDKitDescriptorsResults/CSNK1G1_DecisionTree,0.712349,0.645555,-0.401288,4.508060e-09
RDKitDescriptorsResults/CSNK1G1_ExtraTrees,0.393292,0.495684,0.226342,2.749981e-07
RDKitDescriptorsResults/CSNK1G1_RandomForest,0.390533,0.489947,0.231769,4.664500e-07
RDKitDescriptorsResults/CSNK1G1_KNeighbors,0.480514,0.559918,0.054764,5.750502e-09
RDKitDescriptorsResults/CSNK1G1_PLS,0.376757,0.490819,0.258868,7.338795e-08
RDKitDescriptorsResults/CSNK1G1_PLS-SKLEARN,0.376757,0.490819,0.258868,4.559615e-07
RDKitDescriptorsResults/CSNK1G1_XGBoost,0.489973,0.542495,0.036157,6.930843e-07
RDKitDescriptorsResults/CSNK1G1_CatBoost,0.487004,0.567966,0.041997,2.417965e-06
RDKitDescriptorsResults/CSNK1G1_DNN,0.559860,0.584726,-0.101321,9.748045e-06
RDKitDescriptorsResults/CSNK1G2_Linear-SVR,0.744935,0.640080,-0.059644,4.263798e-09
RDKitDescriptorsResults/CSNK1G2_RBF-SVR,0.692904,0.616436,0.014368,3.322123e-09
RDKitDescriptorsResults/CSNK1G2_DecisionTree,0.748993,0.644858,-0.065416,5.654999e-09
RDKitDescriptorsResults/CSNK1G2_ExtraTrees,0.661159,0.594519,0.059524,2.963198e-07
RDKitDescriptorsResults/CSNK1G2_RandomForest,0.660509,0.598971,0.060448,5.171064e-07
RDKitDescriptorsResults/CSNK1G2_KNeighbors,0.712742,0.603408,-0.013851,4.667150e-09
RDKitDescriptorsResults/CSNK1G2_PLS,0.625767,0.609073,0.109868,8.739609e-08
RDKitDescriptorsResults/CSNK1G2_PLS-SKLEARN,0.625767,0.609073,0.109868,5.543738e-07
RDKitDescriptorsResults/CSNK1G2_XGBoost,0.671347,0.606532,0.045032,8.171579e-07
RDKitDescriptorsResults/CSNK1G2_CatBoost,0.648759,0.581230,0.077163,2.456169e-06
RDKitDescriptorsResults/CSNK1G2_DNN,0.713041,0.695597,-0.014276,9.307327e-06
RDKitDescriptorsResults/CSNK1G3_Linear-SVR,0.361452,0.434765,-0.022242,2.803743e-09
RDKitDescriptorsResults/CSNK1G3_RBF-SVR,0.320378,0.395240,0.093922,3.578080e-09
RDKitDescriptorsResults/CSNK1G3_DecisionTree,0.678513,0.585312,-0.918940,3.638710e-09
RDKitDescriptorsResults/CSNK1G3_ExtraTrees,0.308184,0.410436,0.128407,2.701922e-07
RDKitDescriptorsResults/CSNK1G3_RandomForest,0.298682,0.400428,0.155279,4.121566e-07
RDKitDescriptorsResults/CSNK1G3_KNeighbors,0.331796,0.405887,0.061630,4.848440e-09
RDKitDescriptorsResults/CSNK1G3_PLS,0.350400,0.443255,0.009015,6.754896e-08
RDKitDescriptorsResults/CSNK1G3_PLS-SKLEARN,0.350400,0.443255,0.009015,2.306720e-07
RDKitDescriptorsResults/CSNK1G3_XGBoost,0.332196,0.432082,0.060497,7.428358e-07
RDKitDescriptorsResults/CSNK1G3_CatBoost,0.307501,0.400614,0.130338,2.293730e-06
RDKitDescriptorsResults/CSNK1G3_DNN,0.936670,0.800074,-1.649049,7.686986e-06
RDKitDescriptorsResults/CSNK2A1_Linear-SVR,0.586422,0.578787,-0.020831,4.376285e-09
RDKitDescriptorsResults/CSNK2A1_RBF-SVR,0.485786,0.530463,0.154354,5.175791e-09
RDKitDescriptorsResults/CSNK2A1_DecisionTree,0.765860,0.649735,-0.333193,4.569671e-09
RDKitDescriptorsResults/CSNK2A1_ExtraTrees,0.507336,0.545998,0.116839,3.020434e-07
RDKitDescriptorsResults/CSNK2A1_RandomForest,0.501279,0.552084,0.127383,5.424883e-07
RDKitDescriptorsResults/CSNK2A1_KNeighbors,0.561769,0.582085,0.022084,5.177849e-09
RDKitDescriptorsResults/CSNK2A1_PLS,0.543479,0.567987,0.053923,9.072480e-08
RDKitDescriptorsResults/CSNK2A1_PLS-SKLEARN,0.543479,0.567987,0.053923,4.610117e-07
RDKitDescriptorsResults/CSNK2A1_XGBoost,0.448219,0.520299,0.219750,8.049345e-07
RDKitDescriptorsResults/CSNK2A1_CatBoost,0.439083,0.514125,0.235654,2.177762e-06
RDKitDescriptorsResults/CSNK2A1_DNN,0.634173,0.630095,-0.103956,1.042570e-05
RDKitDescriptorsResults/DAPK3_Linear-SVR,0.789714,0.726593,0.087861,6.290982e-09
RDKitDescriptorsResults/DAPK3_RBF-SVR,0.587417,0.619461,0.321518,6.348495e-09
RDKitDescriptorsResults/DAPK3_DecisionTree,0.871530,0.738274,-0.006639,5.582150e-09
RDKitDescriptorsResults/DAPK3_ExtraTrees,0.531564,0.587151,0.386030,3.704881e-07
RDKitDescriptorsResults/DAPK3_RandomForest,0.531101,0.586341,0.386565,8.384820e-07
RDKitDescriptorsResults/DAPK3_KNeighbors,0.629665,0.662206,0.272721,6.477533e-09
RDKitDescriptorsResults/DAPK3_PLS,0.763983,0.719353,0.117580,1.512172e-07
RDKitDescriptorsResults/DAPK3_PLS-SKLEARN,0.763983,0.719353,0.117580,6.289605e-07
RDKitDescriptorsResults/DAPK3_XGBoost,0.544702,0.593952,0.370855,9.221461e-07
RDKitDescriptorsResults/DAPK3_CatBoost,0.537568,0.579500,0.379095,2.661464e-06
RDKitDescriptorsResults/DAPK3_DNN,1.031780,0.798345,-0.191732,9.603128e-06
RDKitDescriptorsResults/DCAMKL1_Linear-SVR,0.578120,0.594549,-0.910764,2.799763e-09
RDKitDescriptorsResults/DCAMKL1_RBF-SVR,0.357868,0.445561,-0.182801,3.439779e-09
RDKitDescriptorsResults/DCAMKL1_DecisionTree,0.411035,0.546636,-0.358525,2.862347e-09
RDKitDescriptorsResults/DCAMKL1_ExtraTrees,0.392850,0.426092,-0.298422,2.096727e-07
RDKitDescriptorsResults/DCAMKL1_RandomForest,0.334886,0.415392,-0.106842,2.873546e-07
RDKitDescriptorsResults/DCAMKL1_KNeighbors,0.359195,0.429189,-0.187186,3.299902e-09
RDKitDescriptorsResults/DCAMKL1_PLS,0.378720,0.440732,-0.251719,3.052020e-08
RDKitDescriptorsResults/DCAMKL1_PLS-SKLEARN,0.378720,0.440732,-0.251719,1.460742e-07
RDKitDescriptorsResults/DCAMKL1_XGBoost,0.444187,0.519245,-0.468097,4.916061e-07
RDKitDescriptorsResults/DCAMKL1_CatBoost,0.385667,0.432339,-0.274681,1.772099e-06
RDKitDescriptorsResults/DCAMKL1_DNN,0.943816,0.747087,-2.119437,7.438941e-06
RDKitDescriptorsResults/DYRK1A_Linear-SVR,0.789135,0.701897,0.219847,8.006129e-09
RDKitDescriptorsResults/DYRK1A_RBF-SVR,0.550865,0.590312,0.455405,7.308772e-09
RDKitDescriptorsResults/DYRK1A_DecisionTree,0.942502,0.746955,0.068226,6.846881e-09
RDKitDescriptorsResults/DYRK1A_ExtraTrees,0.541325,0.563519,0.464836,4.384731e-07
RDKitDescriptorsResults/DYRK1A_RandomForest,0.526884,0.561265,0.479113,1.252138e-06
RDKitDescriptorsResults/DYRK1A_KNeighbors,0.575986,0.595273,0.430570,5.727995e-09
RDKitDescriptorsResults/DYRK1A_PLS,0.758176,0.706019,0.250454,2.027705e-07
RDKitDescriptorsResults/DYRK1A_PLS-SKLEARN,0.770829,0.711053,0.237945,6.539229e-07
RDKitDescriptorsResults/DYRK1A_XGBoost,0.508386,0.572576,0.497400,1.199760e-06
RDKitDescriptorsResults/DYRK1A_CatBoost,0.471603,0.549241,0.533765,3.275809e-06
RDKitDescriptorsResults/DYRK1A_DNN,0.601789,0.599226,0.405061,1.173690e-05
RDKitDescriptorsResults/DYRK1B_Linear-SVR,0.646257,0.649120,0.385042,3.357350e-09
RDKitDescriptorsResults/DYRK1B_RBF-SVR,0.519998,0.599615,0.505186,3.537309e-09
RDKitDescriptorsResults/DYRK1B_DecisionTree,1.102591,0.813156,-0.049192,5.255708e-09
RDKitDescriptorsResults/DYRK1B_ExtraTrees,0.607024,0.622636,0.422374,3.147930e-07
RDKitDescriptorsResults/DYRK1B_RandomForest,0.638292,0.651840,0.392621,5.327419e-07
RDKitDescriptorsResults/DYRK1B_KNeighbors,0.683412,0.694080,0.349686,6.411503e-09
RDKitDescriptorsResults/DYRK1B_PLS,0.620363,0.635234,0.409682,9.185069e-08
RDKitDescriptorsResults/DYRK1B_PLS-SKLEARN,0.690810,0.703802,0.342646,4.468985e-07
RDKitDescriptorsResults/DYRK1B_XGBoost,0.632759,0.650166,0.397885,9.046699e-07
RDKitDescriptorsResults/DYRK1B_CatBoost,0.549769,0.617451,0.476857,2.575484e-06
RDKitDescriptorsResults/DYRK1B_DNN,0.810929,0.758412,0.228344,1.026057e-05
RDKitDescriptorsResults/DYRK3_Linear-SVR,0.644470,0.628530,-0.142386,6.218722e-09
RDKitDescriptorsResults/DYRK3_RBF-SVR,0.569332,0.530413,-0.009196,4.286982e-09
RDKitDescriptorsResults/DYRK3_DecisionTree,0.827350,0.674046,-0.466558,6.596747e-09
RDKitDescriptorsResults/DYRK3_ExtraTrees,0.542167,0.541716,0.038956,3.783767e-07
RDKitDescriptorsResults/DYRK3_RandomForest,0.568123,0.573376,-0.007054,6.011881e-07
RDKitDescriptorsResults/DYRK3_KNeighbors,0.700927,0.611372,-0.242462,6.121499e-09
RDKitDescriptorsResults/DYRK3_PLS,0.664778,0.622025,-0.178385,9.358338e-08
RDKitDescriptorsResults/DYRK3_PLS-SKLEARN,0.720653,0.654270,-0.277428,5.170249e-07
RDKitDescriptorsResults/DYRK3_XGBoost,0.593723,0.597627,-0.052432,1.224860e-06
RDKitDescriptorsResults/DYRK3_CatBoost,0.597480,0.571381,-0.059092,2.534461e-06
RDKitDescriptorsResults/DYRK3_DNN,0.606202,0.648211,-0.074552,1.131396e-05
RDKitDescriptorsResults/DYRK4_Linear-SVR,0.404504,0.446140,-0.923390,2.999603e-09
RDKitDescriptorsResults/DYRK4_RBF-SVR,0.197060,0.370406,0.062994,3.904362e-09
RDKitDescriptorsResults/DYRK4_DecisionTree,0.609487,0.565487,-1.898070,3.424707e-09
RDKitDescriptorsResults/DYRK4_ExtraTrees,0.293387,0.461908,-0.395036,2.442909e-07
RDKitDescriptorsResults/DYRK4_RandomForest,0.302055,0.483829,-0.436253,3.389784e-07
RDKitDescriptorsResults/DYRK4_KNeighbors,0.307687,0.442917,-0.463032,3.314847e-09
RDKitDescriptorsResults/DYRK4_PLS,0.397295,0.512187,-0.889111,4.389263e-08
RDKitDescriptorsResults/DYRK4_PLS-SKLEARN,0.380272,0.516817,-0.808168,2.436273e-07
RDKitDescriptorsResults/DYRK4_XGBoost,0.372690,0.519440,-0.772117,6.576311e-07
RDKitDescriptorsResults/DYRK4_CatBoost,0.239489,0.389733,-0.138756,2.026565e-06
RDKitDescriptorsResults/DYRK4_DNN,1.114776,0.829807,-4.300688,7.469970e-06
RDKitDescriptorsResults/EGFR_Linear-SVR,0.340407,0.447745,0.198429,4.244546e-09
RDKitDescriptorsResults/EGFR_RBF-SVR,0.260682,0.386372,0.386162,6.295284e-09
RDKitDescriptorsResults/EGFR_DecisionTree,0.346549,0.457843,0.183967,5.546097e-09
RDKitDescriptorsResults/EGFR_ExtraTrees,0.330367,0.446579,0.222071,2.833528e-07
RDKitDescriptorsResults/EGFR_RandomForest,0.440517,0.495260,-0.037303,3.977314e-07
RDKitDescriptorsResults/EGFR_KNeighbors,0.304960,0.445272,0.281899,4.692483e-09
RDKitDescriptorsResults/EGFR_PLS,0.402727,0.493142,0.051682,6.901099e-08
RDKitDescriptorsResults/EGFR_PLS-SKLEARN,0.402727,0.493142,0.051682,4.624744e-07
RDKitDescriptorsResults/EGFR_XGBoost,0.340165,0.466043,0.198999,3.955228e-06
RDKitDescriptorsResults/EGFR_CatBoost,0.416972,0.454612,0.018139,1.859645e-06
RDKitDescriptorsResults/EGFR_DNN,1.070496,0.772885,-1.520741,8.428724e-06
RDKitDescriptorsResults/EPHA2_Linear-SVR,0.855073,0.796527,-0.559203,3.870068e-09
RDKitDescriptorsResults/EPHA2_RBF-SVR,0.624575,0.721003,-0.138895,3.719826e-09
RDKitDescriptorsResults/EPHA2_DecisionTree,1.019624,0.838519,-0.859256,3.641709e-09
RDKitDescriptorsResults/EPHA2_ExtraTrees,0.715180,0.733030,-0.304112,2.431042e-07
RDKitDescriptorsResults/EPHA2_RandomForest,0.667378,0.712240,-0.216946,3.486271e-07
RDKitDescriptorsResults/EPHA2_KNeighbors,0.707714,0.726621,-0.290498,3.662535e-09
RDKitDescriptorsResults/EPHA2_PLS,1.014887,0.780311,-0.850619,4.819219e-08
RDKitDescriptorsResults/EPHA2_PLS-SKLEARN,1.003458,0.803363,-0.829778,2.345491e-07
RDKitDescriptorsResults/EPHA2_XGBoost,0.743660,0.716874,-0.356043,7.601350e-07
RDKitDescriptorsResults/EPHA2_CatBoost,0.689641,0.725652,-0.257542,2.072409e-06
RDKitDescriptorsResults/EPHA2_DNN,0.942374,0.808871,-0.718394,7.257481e-06
RDKitDescriptorsResults/ERBB2_Linear-SVR,0.719159,0.708121,-0.664289,3.959905e-09
RDKitDescriptorsResults/ERBB2_RBF-SVR,0.295715,0.436349,0.315652,3.017974e-09
RDKitDescriptorsResults/ERBB2_DecisionTree,0.443220,0.461822,-0.025708,3.421822e-09
RDKitDescriptorsResults/ERBB2_ExtraTrees,0.314396,0.469740,0.272419,2.335891e-07
RDKitDescriptorsResults/ERBB2_RandomForest,0.438345,0.486781,-0.014425,2.929893e-07
RDKitDescriptorsResults/ERBB2_KNeighbors,0.454644,0.497953,-0.052145,4.088957e-09
RDKitDescriptorsResults/ERBB2_PLS,0.495258,0.569354,-0.146134,3.070047e-08
RDKitDescriptorsResults/ERBB2_PLS-SKLEARN,0.495258,0.569354,-0.146134,1.480575e-07
RDKitDescriptorsResults/ERBB2_XGBoost,0.371642,0.533489,0.139939,6.127789e-07
RDKitDescriptorsResults/ERBB2_CatBoost,0.329601,0.426091,0.237232,1.847423e-06
RDKitDescriptorsResults/ERBB2_DNN,1.021953,0.826014,-1.365022,8.642326e-06
RDKitDescriptorsResults/ERBB4_Linear-SVR,0.354723,0.469334,0.419015,3.470066e-09
RDKitDescriptorsResults/ERBB4_RBF-SVR,0.501199,0.526088,0.179109,3.130174e-09
RDKitDescriptorsResults/ERBB4_DecisionTree,0.673207,0.513104,-0.102615,3.602133e-09
RDKitDescriptorsResults/ERBB4_ExtraTrees,0.472984,0.563644,0.225321,2.295747e-07
RDKitDescriptorsResults/ERBB4_RandomForest,0.520434,0.577100,0.147604,3.215236e-07
RDKitDescriptorsResults/ERBB4_KNeighbors,0.339950,0.468818,0.443211,3.729601e-09
RDKitDescriptorsResults/ERBB4_PLS,0.430871,0.539673,0.294295,3.699246e-08
RDKitDescriptorsResults/ERBB4_PLS-SKLEARN,0.430871,0.539673,0.294295,2.148686e-07
RDKitDescriptorsResults/ERBB4_XGBoost,0.543087,0.566905,0.110502,5.808160e-07
RDKitDescriptorsResults/ERBB4_CatBoost,0.502964,0.546489,0.176218,1.908056e-06
RDKitDescriptorsResults/ERBB4_DNN,0.618753,0.652756,-0.013427,7.392602e-06
RDKitDescriptorsResults/FER_Linear-SVR,0.548716,0.592988,-0.199515,3.201298e-09
RDKitDescriptorsResults/FER_RBF-SVR,0.335844,0.454479,0.265833,3.281175e-09
RDKitDescriptorsResults/FER_DecisionTree,0.531273,0.571907,-0.161383,4.584392e-09
RDKitDescriptorsResults/FER_ExtraTrees,0.354180,0.484180,0.225748,2.568182e-07
RDKitDescriptorsResults/FER_RandomForest,0.359107,0.485966,0.214979,3.867991e-07
RDKitDescriptorsResults/FER_KNeighbors,0.395857,0.509111,0.134643,3.566468e-09
RDKitDescriptorsResults/FER_PLS,0.372079,0.506004,0.186621,5.904072e-08
RDKitDescriptorsResults/FER_PLS-SKLEARN,0.372079,0.506004,0.186621,2.467225e-07
RDKitDescriptorsResults/FER_XGBoost,0.354709,0.480013,0.224592,7.106224e-07
RDKitDescriptorsResults/FER_CatBoost,0.420438,0.533696,0.080906,2.203739e-06
RDKitDescriptorsResults/FER_DNN,1.118678,0.825825,-1.445473,7.570662e-06
RDKitDescriptorsResults/FES_Linear-SVR,0.719914,0.614688,-1.738170,3.853161e-09
RDKitDescriptorsResults/FES_RBF-SVR,0.318349,0.449465,-0.210830,3.717792e-09
RDKitDescriptorsResults/FES_DecisionTree,0.709486,0.655461,-1.698506,4.564306e-09
RDKitDescriptorsResults/FES_ExtraTrees,0.298352,0.423605,-0.134774,2.424078e-07
RDKitDescriptorsResults/FES_RandomForest,0.295120,0.413881,-0.122480,3.981322e-07
RDKitDescriptorsResults/FES_KNeighbors,0.302389,0.471632,-0.150126,3.320601e-09
RDKitDescriptorsResults/FES_PLS,0.828300,0.654252,-2.150412,3.518360e-08
RDKitDescriptorsResults/FES_PLS-SKLEARN,0.813983,0.668881,-2.095959,3.149539e-07
RDKitDescriptorsResults/FES_XGBoost,0.391818,0.477241,-0.490267,6.126078e-07
RDKitDescriptorsResults/FES_CatBoost,0.324943,0.451888,-0.235909,1.916151e-06
RDKitDescriptorsResults/FES_DNN,1.124731,0.856189,-3.277878,8.506089e-06
RDKitDescriptorsResults/FGFR1_Linear-SVR,0.832374,0.717103,0.118572,4.275879e-09
RDKitDescriptorsResults/FGFR1_RBF-SVR,0.572989,0.600824,0.393243,6.019490e-09
RDKitDescriptorsResults/FGFR1_DecisionTree,0.753784,0.652663,0.201793,6.784334e-09
RDKitDescriptorsResults/FGFR1_ExtraTrees,0.539385,0.584838,0.428827,3.646252e-07
RDKitDescriptorsResults/FGFR1_RandomForest,0.596434,0.608822,0.368416,8.047071e-07
RDKitDescriptorsResults/FGFR1_KNeighbors,0.662757,0.657730,0.298185,2.065379e-08
RDKitDescriptorsResults/FGFR1_PLS,0.731413,0.685034,0.225482,1.500636e-07
RDKitDescriptorsResults/FGFR1_PLS-SKLEARN,0.731413,0.685034,0.225482,5.262274e-07
RDKitDescriptorsResults/FGFR1_XGBoost,0.565322,0.572308,0.401362,8.821400e-07
RDKitDescriptorsResults/FGFR1_CatBoost,0.537516,0.585925,0.430807,2.841203e-06
RDKitDescriptorsResults/FGFR1_DNN,1.041280,0.821654,-0.102646,1.021876e-05
RDKitDescriptorsResults/FGFR3_Linear-SVR,0.689224,0.674762,-0.065978,2.831115e-09
RDKitDescriptorsResults/FGFR3_RBF-SVR,0.543970,0.561570,0.158678,3.034116e-09
RDKitDescriptorsResults/FGFR3_DecisionTree,0.923101,0.730332,-0.427700,3.541655e-09
RDKitDescriptorsResults/FGFR3_ExtraTrees,0.558169,0.576301,0.136717,2.360895e-07
RDKitDescriptorsResults/FGFR3_RandomForest,0.535832,0.579811,0.171265,3.474202e-07
RDKitDescriptorsResults/FGFR3_KNeighbors,0.588318,0.590857,0.090087,3.732979e-09
RDKitDescriptorsResults/FGFR3_PLS,0.679030,0.673711,-0.050211,5.124035e-08
RDKitDescriptorsResults/FGFR3_PLS-SKLEARN,0.638524,0.639682,0.012437,2.314242e-07
RDKitDescriptorsResults/FGFR3_XGBoost,0.634020,0.593098,0.019403,7.982047e-07
RDKitDescriptorsResults/FGFR3_CatBoost,0.542965,0.550347,0.160232,2.066416e-06
RDKitDescriptorsResults/FGFR3_DNN,0.638335,0.638283,0.012729,7.829301e-06
RDKitDescriptorsResults/FLT1_Linear-SVR,1.172497,0.853830,0.393176,4.147699e-09
RDKitDescriptorsResults/FLT1_RBF-SVR,0.846078,0.754493,0.562114,5.849859e-09
RDKitDescriptorsResults/FLT1_DecisionTree,1.091992,0.787679,0.434841,4.649424e-09
RDKitDescriptorsResults/FLT1_ExtraTrees,0.815870,0.747792,0.577748,3.254270e-07
RDKitDescriptorsResults/FLT1_RandomForest,0.787262,0.737123,0.592554,6.160385e-07
RDKitDescriptorsResults/FLT1_KNeighbors,1.076826,0.813068,0.442690,5.961295e-09
RDKitDescriptorsResults/FLT1_PLS,1.002642,0.808064,0.481084,1.124610e-07
RDKitDescriptorsResults/FLT1_PLS-SKLEARN,1.024002,0.822565,0.470029,5.573442e-07
RDKitDescriptorsResults/FLT1_XGBoost,0.808408,0.743676,0.581609,8.204588e-07
RDKitDescriptorsResults/FLT1_CatBoost,0.840949,0.772552,0.564768,2.601409e-06
RDKitDescriptorsResults/FLT1_DNN,1.032175,0.789146,0.465799,1.171858e-05
RDKitDescriptorsResults/FLT3_Linear-SVR,0.732087,0.687742,0.318747,6.389477e-09
RDKitDescriptorsResults/FLT3_RBF-SVR,0.649989,0.658006,0.395144,6.547500e-09
RDKitDescriptorsResults/FLT3_DecisionTree,1.223007,0.906713,-0.138085,7.071434e-09
RDKitDescriptorsResults/FLT3_ExtraTrees,0.554865,0.615220,0.483663,4.111942e-07
RDKitDescriptorsResults/FLT3_RandomForest,0.648418,0.675238,0.396606,1.024105e-06
RDKitDescriptorsResults/FLT3_KNeighbors,0.913227,0.764691,0.150184,7.607100e-09
RDKitDescriptorsResults/FLT3_PLS,0.776546,0.704283,0.277375,1.706675e-07
RDKitDescriptorsResults/FLT3_PLS-SKLEARN,0.776546,0.704283,0.277375,5.130923e-07
RDKitDescriptorsResults/FLT3_XGBoost,0.680556,0.654776,0.366700,1.124994e-06
RDKitDescriptorsResults/FLT3_CatBoost,0.602589,0.662578,0.439253,2.902818e-06
RDKitDescriptorsResults/FLT3_DNN,0.774486,0.716188,0.279292,1.135542e-05
RDKitDescriptorsResults/FLT4_Linear-SVR,0.620272,0.658698,0.361615,4.242640e-09
RDKitDescriptorsResults/FLT4_RBF-SVR,0.530356,0.597428,0.454156,4.807664e-09
RDKitDescriptorsResults/FLT4_DecisionTree,0.943128,0.703254,0.029330,5.196081e-09
RDKitDescriptorsResults/FLT4_ExtraTrees,0.583237,0.615879,0.399731,3.351181e-07
RDKitDescriptorsResults/FLT4_RandomForest,0.586447,0.610506,0.396427,6.663708e-07
RDKitDescriptorsResults/FLT4_KNeighbors,0.717922,0.675650,0.261113,7.364318e-09
RDKitDescriptorsResults/FLT4_PLS,0.618397,0.645692,0.363545,1.229628e-07
