Kin-Method,MSE,MAE,R2,Emission(kW)
RDKitECFPMorganFP/CHEK2_DNN,0.789326,0.604155,-0.546242,2.461869e-06
RDKitECFPMorganFP/CLK2_Linear-SVR,0.713850,0.665098,-0.028139,3.244725e-09
RDKitECFPMorganFP/CLK2_RBF-SVR,0.599344,0.606993,0.136781,4.047366e-09
RDKitECFPMorganFP/CLK2_DecisionTree,0.816514,0.726918,-0.176003,1.290582e-09
RDKitECFPMorganFP/CLK2_ExtraTrees,0.715678,0.648235,-0.030771,2.048336e-07
RDKitECFPMorganFP/CLK2_RandomForest,0.581974,0.610699,0.161798,1.544649e-07
RDKitECFPMorganFP/CLK2_KNeighbors,0.950504,0.793512,-0.368985,3.550384e-09
RDKitECFPMorganFP/CLK2_PLS,0.644273,0.622139,0.072071,7.934473e-08
RDKitECFPMorganFP/CLK2_PLS-SKLEARN,0.622473,0.622189,0.103470,9.311763e-09
RDKitECFPMorganFP/CLK2_XGBoost,0.698122,0.641441,-0.005487,1.120269e-06
RDKitECFPMorganFP/CLK2_CatBoost,0.600195,0.609913,0.135555,7.507642e-07
RDKitECFPMorganFP/CLK2_DNN,0.961768,0.782474,-0.385208,4.339178e-06
RDKitECFPMorganFP/CLK4_Linear-SVR,0.964374,0.748849,-0.022213,9.048900e-09
RDKitECFPMorganFP/CLK4_RBF-SVR,0.686818,0.655459,0.271990,1.133763e-08
RDKitECFPMorganFP/CLK4_DecisionTree,0.798107,0.712073,0.154027,2.043979e-09
RDKitECFPMorganFP/CLK4_ExtraTrees,0.817682,0.720794,0.133277,3.421507e-07
RDKitECFPMorganFP/CLK4_RandomForest,0.691349,0.669666,0.267187,2.522968e-07
RDKitECFPMorganFP/CLK4_KNeighbors,0.727753,0.677895,0.228599,5.496406e-09
RDKitECFPMorganFP/CLK4_PLS,0.742649,0.665962,0.212810,1.532551e-07
RDKitECFPMorganFP/CLK4_PLS-SKLEARN,0.723782,0.658771,0.232809,1.793183e-08
RDKitECFPMorganFP/CLK4_XGBoost,0.712555,0.621471,0.244710,2.127597e-06
RDKitECFPMorganFP/CLK4_CatBoost,0.605036,0.612257,0.358677,8.793123e-07
RDKitECFPMorganFP/CLK4_DNN,0.905107,0.753929,0.040609,6.841879e-06
RDKitECFPMorganFP/CSF1R_Linear-SVR,0.718844,0.665651,0.491919,1.690774e-09
RDKitECFPMorganFP/CSF1R_RBF-SVR,0.927844,0.768379,0.344197,1.932448e-09
RDKitECFPMorganFP/CSF1R_DecisionTree,1.041358,0.797820,0.263965,8.634759e-10
RDKitECFPMorganFP/CSF1R_ExtraTrees,1.022497,0.827099,0.277296,1.199151e-07
RDKitECFPMorganFP/CSF1R_RandomForest,0.871244,0.746548,0.384202,1.034073e-07
RDKitECFPMorganFP/CSF1R_KNeighbors,1.038230,0.816077,0.266176,8.588810e-10
RDKitECFPMorganFP/CSF1R_PLS,0.783452,0.708384,0.446254,4.565441e-08
RDKitECFPMorganFP/CSF1R_PLS-SKLEARN,0.801753,0.735740,0.433319,5.770042e-09
RDKitECFPMorganFP/CSF1R_XGBoost,0.866377,0.703366,0.387642,7.071382e-07
RDKitECFPMorganFP/CSF1R_CatBoost,0.711880,0.670865,0.496841,6.574883e-07
RDKitECFPMorganFP/CSF1R_DNN,1.070355,0.864081,0.243470,3.342593e-06
RDKitECFPMorganFP/CSNK1A1_Linear-SVR,0.571735,0.577258,0.108022,1.642147e-09
RDKitECFPMorganFP/CSNK1A1_RBF-SVR,0.510119,0.562422,0.204151,1.925400e-09
RDKitECFPMorganFP/CSNK1A1_DecisionTree,0.889997,0.765298,-0.388508,1.014350e-09
RDKitECFPMorganFP/CSNK1A1_ExtraTrees,0.685518,0.670442,-0.069495,1.265030e-07
RDKitECFPMorganFP/CSNK1A1_RandomForest,0.527016,0.581134,0.177789,1.083947e-07
RDKitECFPMorganFP/CSNK1A1_KNeighbors,0.649501,0.616290,-0.013303,8.141735e-10
RDKitECFPMorganFP/CSNK1A1_PLS,0.536858,0.559719,0.162434,4.596004e-08
RDKitECFPMorganFP/CSNK1A1_PLS-SKLEARN,0.529895,0.547494,0.173297,6.495475e-09
RDKitECFPMorganFP/CSNK1A1_XGBoost,0.724170,0.648497,-0.129796,7.247241e-07
RDKitECFPMorganFP/CSNK1A1_CatBoost,0.525381,0.582056,0.180339,6.595272e-07
RDKitECFPMorganFP/CSNK1A1_DNN,0.681843,0.656101,-0.063761,3.438103e-06
RDKitECFPMorganFP/CSNK1D_Linear-SVR,0.383147,0.468953,0.286202,1.440191e-09
RDKitECFPMorganFP/CSNK1D_RBF-SVR,0.260456,0.404894,0.514774,1.848220e-09
RDKitECFPMorganFP/CSNK1D_DecisionTree,0.387218,0.461409,0.278616,8.630756e-10
RDKitECFPMorganFP/CSNK1D_ExtraTrees,0.416301,0.506424,0.224434,1.250559e-07
RDKitECFPMorganFP/CSNK1D_RandomForest,0.277122,0.438050,0.483723,1.041807e-07
RDKitECFPMorganFP/CSNK1D_KNeighbors,0.380524,0.464679,0.291088,1.022413e-09
RDKitECFPMorganFP/CSNK1D_PLS,0.254545,0.389273,0.525786,4.261912e-08
RDKitECFPMorganFP/CSNK1D_PLS-SKLEARN,0.254545,0.389273,0.525786,5.541112e-09
RDKitECFPMorganFP/CSNK1D_XGBoost,0.329159,0.435097,0.386780,6.832935e-07
RDKitECFPMorganFP/CSNK1D_CatBoost,0.256895,0.403704,0.521407,6.991106e-07
RDKitECFPMorganFP/CSNK1D_DNN,0.405438,0.490229,0.244673,3.147430e-06
RDKitECFPMorganFP/CSNK1G1_Linear-SVR,0.756821,0.675712,-0.488770,7.591096e-10
RDKitECFPMorganFP/CSNK1G1_RBF-SVR,0.484155,0.510803,0.047602,9.392624e-10
RDKitECFPMorganFP/CSNK1G1_DecisionTree,0.876721,0.714883,-0.724629,5.917700e-10
RDKitECFPMorganFP/CSNK1G1_ExtraTrees,0.519388,0.538166,-0.021706,7.389659e-08
RDKitECFPMorganFP/CSNK1G1_RandomForest,0.466730,0.514786,0.081878,7.394315e-08
RDKitECFPMorganFP/CSNK1G1_KNeighbors,0.698285,0.736920,-0.373621,5.798326e-10
RDKitECFPMorganFP/CSNK1G1_PLS,0.509145,0.540411,-0.001557,2.089186e-08
RDKitECFPMorganFP/CSNK1G1_PLS-SKLEARN,0.509145,0.540411,-0.001557,3.814821e-09
RDKitECFPMorganFP/CSNK1G1_XGBoost,0.873108,0.689028,-0.717523,4.371977e-07
RDKitECFPMorganFP/CSNK1G1_CatBoost,0.485908,0.535670,0.044152,5.933598e-07
RDKitECFPMorganFP/CSNK1G1_DNN,0.618307,0.589321,-0.216294,2.457233e-06
RDKitECFPMorganFP/CSNK1G2_Linear-SVR,0.577473,0.588363,0.178565,9.448416e-10
RDKitECFPMorganFP/CSNK1G2_RBF-SVR,0.574878,0.568720,0.182255,1.202200e-09
RDKitECFPMorganFP/CSNK1G2_DecisionTree,0.866933,0.678374,-0.233183,6.549968e-10
RDKitECFPMorganFP/CSNK1G2_ExtraTrees,0.772216,0.620231,-0.098451,8.879891e-08
RDKitECFPMorganFP/CSNK1G2_RandomForest,0.649181,0.608205,0.076563,8.336678e-08
RDKitECFPMorganFP/CSNK1G2_KNeighbors,0.609345,0.539189,0.133227,5.472956e-10
RDKitECFPMorganFP/CSNK1G2_PLS,0.528854,0.573563,0.247723,2.670394e-08
RDKitECFPMorganFP/CSNK1G2_PLS-SKLEARN,0.528854,0.573563,0.247723,4.250981e-09
RDKitECFPMorganFP/CSNK1G2_XGBoost,0.634519,0.622887,0.097419,4.902735e-07
RDKitECFPMorganFP/CSNK1G2_CatBoost,0.537143,0.556980,0.235933,5.918312e-07
RDKitECFPMorganFP/CSNK1G2_DNN,0.679801,0.692239,0.033006,2.544221e-06
RDKitECFPMorganFP/CSNK1G3_Linear-SVR,0.286780,0.377903,0.188942,7.068956e-10
RDKitECFPMorganFP/CSNK1G3_RBF-SVR,0.278029,0.361136,0.213692,7.324708e-10
RDKitECFPMorganFP/CSNK1G3_DecisionTree,0.658959,0.587097,-0.863638,4.969451e-10
RDKitECFPMorganFP/CSNK1G3_ExtraTrees,0.402621,0.467500,-0.138674,6.883734e-08
RDKitECFPMorganFP/CSNK1G3_RandomForest,0.326995,0.436385,0.075206,6.955495e-08
RDKitECFPMorganFP/CSNK1G3_KNeighbors,0.376728,0.447204,-0.065445,5.449710e-10
RDKitECFPMorganFP/CSNK1G3_PLS,0.293492,0.379822,0.169960,1.708680e-08
RDKitECFPMorganFP/CSNK1G3_PLS-SKLEARN,0.271324,0.365564,0.232654,3.630143e-09
RDKitECFPMorganFP/CSNK1G3_XGBoost,0.385261,0.458290,-0.089577,3.761542e-07
RDKitECFPMorganFP/CSNK1G3_CatBoost,0.296924,0.388179,0.160253,4.868334e-07
RDKitECFPMorganFP/CSNK1G3_DNN,0.384025,0.519743,-0.086082,2.167738e-06
RDKitECFPMorganFP/CSNK2A1_Linear-SVR,0.393303,0.497529,0.315346,1.015422e-09
RDKitECFPMorganFP/CSNK2A1_RBF-SVR,0.434885,0.500511,0.242961,1.205441e-09
RDKitECFPMorganFP/CSNK2A1_DecisionTree,0.718085,0.598361,-0.250027,7.052828e-10
RDKitECFPMorganFP/CSNK2A1_ExtraTrees,0.656330,0.633225,-0.142526,9.133662e-08
RDKitECFPMorganFP/CSNK2A1_RandomForest,0.555067,0.585229,0.033751,8.075985e-08
RDKitECFPMorganFP/CSNK2A1_KNeighbors,0.553064,0.554704,0.037237,1.197133e-09
RDKitECFPMorganFP/CSNK2A1_PLS,0.403102,0.503029,0.298289,2.745523e-08
RDKitECFPMorganFP/CSNK2A1_PLS-SKLEARN,0.411841,0.501338,0.283076,4.250529e-09
RDKitECFPMorganFP/CSNK2A1_XGBoost,0.548380,0.553014,0.045391,5.237545e-07
RDKitECFPMorganFP/CSNK2A1_CatBoost,0.451926,0.523080,0.213297,7.070562e-07
RDKitECFPMorganFP/CSNK2A1_DNN,0.743784,0.714190,-0.294765,2.502058e-06
RDKitECFPMorganFP/DAPK3_Linear-SVR,0.806993,0.670094,0.067903,1.977490e-09
RDKitECFPMorganFP/DAPK3_RBF-SVR,0.687365,0.648877,0.206075,2.238203e-09
RDKitECFPMorganFP/DAPK3_DecisionTree,0.967663,0.766585,-0.117676,1.036118e-09
RDKitECFPMorganFP/DAPK3_ExtraTrees,0.942281,0.763004,-0.088359,1.515401e-07
RDKitECFPMorganFP/DAPK3_RandomForest,0.847060,0.733406,0.021624,1.202390e-07
RDKitECFPMorganFP/DAPK3_KNeighbors,0.759083,0.664953,0.123239,3.268621e-09
RDKitECFPMorganFP/DAPK3_PLS,0.746592,0.677921,0.137667,5.441925e-08
RDKitECFPMorganFP/DAPK3_PLS-SKLEARN,0.810195,0.715382,0.064204,6.741732e-09
RDKitECFPMorganFP/DAPK3_XGBoost,0.754181,0.671195,0.128902,7.914208e-07
RDKitECFPMorganFP/DAPK3_CatBoost,0.747662,0.692898,0.136431,6.962240e-07
RDKitECFPMorganFP/DAPK3_DNN,1.169748,0.818080,-0.351089,3.386948e-06
RDKitECFPMorganFP/DCAMKL1_Linear-SVR,0.477612,0.509397,-0.578572,3.881288e-10
RDKitECFPMorganFP/DCAMKL1_RBF-SVR,0.373715,0.449316,-0.235177,3.858646e-10
RDKitECFPMorganFP/DCAMKL1_DecisionTree,0.478790,0.489158,-0.582464,4.194970e-10
RDKitECFPMorganFP/DCAMKL1_ExtraTrees,0.414922,0.463541,-0.371371,4.790572e-08
RDKitECFPMorganFP/DCAMKL1_RandomForest,0.331715,0.412344,-0.096361,5.521534e-08
RDKitECFPMorganFP/DCAMKL1_KNeighbors,0.419587,0.497777,-0.386790,4.071966e-10
RDKitECFPMorganFP/DCAMKL1_PLS,0.436808,0.483362,-0.443707,4.264285e-09
RDKitECFPMorganFP/DCAMKL1_PLS-SKLEARN,0.436808,0.483362,-0.443707,2.298539e-09
RDKitECFPMorganFP/DCAMKL1_XGBoost,0.744294,0.627138,-1.459993,1.458555e-07
RDKitECFPMorganFP/DCAMKL1_CatBoost,0.379715,0.432816,-0.255010,4.298662e-07
RDKitECFPMorganFP/DCAMKL1_DNN,0.522606,0.510335,-0.727283,1.794096e-06
RDKitECFPMorganFP/DYRK1A_Linear-SVR,0.657633,0.631242,0.349853,4.307730e-09
RDKitECFPMorganFP/DYRK1A_RBF-SVR,0.645644,0.625464,0.361705,5.574917e-09
RDKitECFPMorganFP/DYRK1A_DecisionTree,0.695562,0.665841,0.312355,1.504719e-09
RDKitECFPMorganFP/DYRK1A_ExtraTrees,0.809787,0.717800,0.199430,2.584775e-07
RDKitECFPMorganFP/DYRK1A_RandomForest,0.665327,0.653428,0.342246,1.766165e-07
RDKitECFPMorganFP/DYRK1A_KNeighbors,0.637251,0.639568,0.370002,3.255730e-09
RDKitECFPMorganFP/DYRK1A_PLS,0.629935,0.630457,0.377235,9.603032e-08
RDKitECFPMorganFP/DYRK1A_PLS-SKLEARN,0.612992,0.621494,0.393985,1.067364e-08
RDKitECFPMorganFP/DYRK1A_XGBoost,0.566646,0.594711,0.439804,1.314497e-06
RDKitECFPMorganFP/DYRK1A_CatBoost,0.590989,0.608333,0.415738,7.198264e-07
RDKitECFPMorganFP/DYRK1A_DNN,0.850749,0.727403,0.158935,4.820460e-06
RDKitECFPMorganFP/DYRK1B_Linear-SVR,0.559999,0.580627,0.467122,1.097853e-09
RDKitECFPMorganFP/DYRK1B_RBF-SVR,0.649622,0.655229,0.381840,1.301575e-09
RDKitECFPMorganFP/DYRK1B_DecisionTree,1.215810,0.838606,-0.156927,7.927064e-10
RDKitECFPMorganFP/DYRK1B_ExtraTrees,1.013023,0.792335,0.036038,9.829026e-08
RDKitECFPMorganFP/DYRK1B_RandomForest,0.771354,0.721244,0.266003,8.618608e-08
RDKitECFPMorganFP/DYRK1B_KNeighbors,1.452022,0.956300,-0.381701,6.554842e-10
RDKitECFPMorganFP/DYRK1B_PLS,0.572848,0.620331,0.454895,3.297993e-08
RDKitECFPMorganFP/DYRK1B_PLS-SKLEARN,0.530471,0.580144,0.495220,4.837582e-09
RDKitECFPMorganFP/DYRK1B_XGBoost,0.779984,0.716174,0.257791,5.568529e-07
RDKitECFPMorganFP/DYRK1B_CatBoost,0.583151,0.600269,0.445091,6.675049e-07
RDKitECFPMorganFP/DYRK1B_DNN,1.231775,0.894661,-0.172119,2.580828e-06
RDKitECFPMorganFP/DYRK3_Linear-SVR,0.605807,0.584730,-0.073853,9.819291e-10
RDKitECFPMorganFP/DYRK3_RBF-SVR,0.504466,0.506063,0.105784,1.068290e-09
RDKitECFPMorganFP/DYRK3_DecisionTree,0.669180,0.560374,-0.186188,6.521840e-10
RDKitECFPMorganFP/DYRK3_ExtraTrees,0.658093,0.580536,-0.166534,9.496834e-08
RDKitECFPMorganFP/DYRK3_RandomForest,0.561943,0.523315,0.003901,8.282351e-08
RDKitECFPMorganFP/DYRK3_KNeighbors,0.613923,0.526992,-0.088239,6.217080e-10
RDKitECFPMorganFP/DYRK3_PLS,0.608317,0.576172,-0.078302,2.700563e-08
RDKitECFPMorganFP/DYRK3_PLS-SKLEARN,0.608317,0.576172,-0.078302,4.178843e-09
RDKitECFPMorganFP/DYRK3_XGBoost,0.612382,0.572357,-0.085507,4.827808e-07
RDKitECFPMorganFP/DYRK3_CatBoost,0.510383,0.513041,0.095297,6.240094e-07
RDKitECFPMorganFP/DYRK3_DNN,0.800355,0.754636,-0.418707,2.619702e-06
RDKitECFPMorganFP/DYRK4_Linear-SVR,0.331086,0.483312,-0.574292,4.052264e-10
RDKitECFPMorganFP/DYRK4_RBF-SVR,0.271916,0.450218,-0.292942,4.123835e-10
RDKitECFPMorganFP/DYRK4_DecisionTree,0.744397,0.614880,-2.539558,4.722579e-10
RDKitECFPMorganFP/DYRK4_ExtraTrees,0.712407,0.672389,-2.387449,5.278469e-08
RDKitECFPMorganFP/DYRK4_RandomForest,0.296013,0.476099,-0.407520,5.892449e-08
RDKitECFPMorganFP/DYRK4_KNeighbors,0.779276,0.719707,-2.705406,3.478668e-10
RDKitECFPMorganFP/DYRK4_PLS,0.318169,0.470307,-0.512875,8.070888e-09
RDKitECFPMorganFP/DYRK4_PLS-SKLEARN,0.395892,0.543391,-0.882442,2.562821e-09
RDKitECFPMorganFP/DYRK4_XGBoost,0.472392,0.549987,-1.246193,2.103179e-07
RDKitECFPMorganFP/DYRK4_CatBoost,0.298598,0.457441,-0.419814,4.794643e-07
RDKitECFPMorganFP/DYRK4_DNN,0.564374,0.594079,-1.683563,1.920507e-06
RDKitECFPMorganFP/EGFR_Linear-SVR,0.304586,0.422748,0.282779,5.498939e-10
RDKitECFPMorganFP/EGFR_RBF-SVR,0.327953,0.407735,0.227755,4.371615e-10
RDKitECFPMorganFP/EGFR_DecisionTree,0.487907,0.507828,-0.148896,5.274060e-10
RDKitECFPMorganFP/EGFR_ExtraTrees,0.418013,0.521072,0.015688,5.810371e-08
RDKitECFPMorganFP/EGFR_RandomForest,0.377794,0.445599,0.110394,6.139119e-08
RDKitECFPMorganFP/EGFR_KNeighbors,0.425598,0.494672,-0.002172,3.821202e-10
RDKitECFPMorganFP/EGFR_PLS,0.294763,0.410541,0.305910,1.033658e-08
RDKitECFPMorganFP/EGFR_PLS-SKLEARN,0.302912,0.413056,0.286722,2.868265e-09
RDKitECFPMorganFP/EGFR_XGBoost,0.303870,0.437814,0.284465,2.551822e-07
RDKitECFPMorganFP/EGFR_CatBoost,0.420761,0.454638,0.009218,6.422052e-07
RDKitECFPMorganFP/EGFR_DNN,0.454856,0.494359,-0.071069,2.034770e-06
RDKitECFPMorganFP/EPHA2_Linear-SVR,0.534314,0.607538,0.025694,5.330152e-10
RDKitECFPMorganFP/EPHA2_RBF-SVR,0.531986,0.660869,0.029938,5.425268e-10
RDKitECFPMorganFP/EPHA2_DecisionTree,1.216667,0.917394,-1.218558,5.049994e-10
RDKitECFPMorganFP/EPHA2_ExtraTrees,0.671421,0.656695,-0.224318,5.586424e-08
RDKitECFPMorganFP/EPHA2_RandomForest,0.596766,0.679402,-0.088186,6.060362e-08
RDKitECFPMorganFP/EPHA2_KNeighbors,0.684713,0.727718,-0.248555,4.943733e-10
RDKitECFPMorganFP/EPHA2_PLS,0.577389,0.656128,-0.052854,9.655226e-09
RDKitECFPMorganFP/EPHA2_PLS-SKLEARN,0.577389,0.656128,-0.052854,2.886684e-09
RDKitECFPMorganFP/EPHA2_XGBoost,0.518127,0.600124,0.055210,2.435696e-07
RDKitECFPMorganFP/EPHA2_CatBoost,0.648871,0.723381,-0.183198,4.846909e-07
RDKitECFPMorganFP/EPHA2_DNN,0.879614,0.778895,-0.603952,1.995854e-06
RDKitECFPMorganFP/ERBB2_Linear-SVR,0.214964,0.364921,0.502527,3.694689e-10
RDKitECFPMorganFP/ERBB2_RBF-SVR,0.256957,0.374125,0.405346,3.496412e-10
RDKitECFPMorganFP/ERBB2_DecisionTree,0.847816,0.669353,-0.962030,3.973982e-10
RDKitECFPMorganFP/ERBB2_ExtraTrees,0.667196,0.630045,-0.544038,4.721179e-08
RDKitECFPMorganFP/ERBB2_RandomForest,0.443657,0.490975,-0.026719,5.382359e-08
RDKitECFPMorganFP/ERBB2_KNeighbors,0.301637,0.393549,0.301947,3.627548e-10
RDKitECFPMorganFP/ERBB2_PLS,0.211504,0.358115,0.510533,4.504042e-09
RDKitECFPMorganFP/ERBB2_PLS-SKLEARN,0.205266,0.350329,0.524970,2.381611e-09
RDKitECFPMorganFP/ERBB2_XGBoost,0.411192,0.456973,0.048412,1.472334e-07
RDKitECFPMorganFP/ERBB2_CatBoost,0.294512,0.410305,0.318435,5.996059e-07
RDKitECFPMorganFP/ERBB2_DNN,0.412353,0.533147,0.045725,1.744052e-06
RDKitECFPMorganFP/ERBB4_Linear-SVR,0.527687,0.523986,0.135725,4.354006e-10
RDKitECFPMorganFP/ERBB4_RBF-SVR,0.526740,0.531978,0.137276,4.645701e-10
RDKitECFPMorganFP/ERBB4_DecisionTree,0.499396,0.494477,0.182062,4.544516e-10
RDKitECFPMorganFP/ERBB4_ExtraTrees,0.590994,0.575710,0.032037,5.244812e-08
RDKitECFPMorganFP/ERBB4_RandomForest,0.599176,0.603703,0.018637,5.875179e-08
RDKitECFPMorganFP/ERBB4_KNeighbors,0.546381,0.531629,0.105107,5.412933e-10
RDKitECFPMorganFP/ERBB4_PLS,0.537579,0.535168,0.119524,6.635582e-09
RDKitECFPMorganFP/ERBB4_PLS-SKLEARN,0.537579,0.535168,0.119524,2.691280e-09
RDKitECFPMorganFP/ERBB4_XGBoost,0.509606,0.514228,0.165340,1.777940e-07
RDKitECFPMorganFP/ERBB4_CatBoost,0.606639,0.598344,0.006414,5.993042e-07
RDKitECFPMorganFP/ERBB4_DNN,0.640721,0.614792,-0.049409,1.896884e-06
RDKitECFPMorganFP/FER_Linear-SVR,0.458595,0.541323,-0.002506,5.582062e-10
RDKitECFPMorganFP/FER_RBF-SVR,0.383071,0.500547,0.162592,6.397388e-10
RDKitECFPMorganFP/FER_DecisionTree,0.461446,0.491887,-0.008738,4.866182e-10
RDKitECFPMorganFP/FER_ExtraTrees,0.437640,0.545231,0.043302,6.245300e-08
RDKitECFPMorganFP/FER_RandomForest,0.432045,0.558237,0.055533,6.398655e-08
RDKitECFPMorganFP/FER_KNeighbors,0.372139,0.474024,0.186490,4.867258e-10
RDKitECFPMorganFP/FER_PLS,0.419052,0.512574,0.083936,1.366327e-08
RDKitECFPMorganFP/FER_PLS-SKLEARN,0.434820,0.532266,0.049468,3.232741e-09
RDKitECFPMorganFP/FER_XGBoost,0.404605,0.482577,0.115518,3.223220e-07
RDKitECFPMorganFP/FER_CatBoost,0.407974,0.520549,0.108153,5.335296e-07
RDKitECFPMorganFP/FER_DNN,0.912800,0.688656,-0.995415,2.051816e-06
RDKitECFPMorganFP/FES_Linear-SVR,0.293067,0.439109,-0.114669,4.249458e-10
RDKitECFPMorganFP/FES_RBF-SVR,0.260346,0.395842,0.009781,3.927400e-10
RDKitECFPMorganFP/FES_DecisionTree,0.562018,0.633459,-1.137619,4.494082e-10
RDKitECFPMorganFP/FES_ExtraTrees,0.453389,0.579720,-0.724451,5.124198e-08
RDKitECFPMorganFP/FES_RandomForest,0.299589,0.410030,-0.139477,5.620017e-08
RDKitECFPMorganFP/FES_KNeighbors,0.282435,0.403230,-0.074232,5.343097e-10
RDKitECFPMorganFP/FES_PLS,0.285630,0.417928,-0.086386,5.307838e-09
RDKitECFPMorganFP/FES_PLS-SKLEARN,0.280449,0.415769,-0.066680,2.583953e-09
RDKitECFPMorganFP/FES_XGBoost,0.612747,0.610501,-1.330562,1.747076e-07
RDKitECFPMorganFP/FES_CatBoost,0.331234,0.469176,-0.259839,4.566464e-07
RDKitECFPMorganFP/FES_DNN,0.434169,0.586801,-0.651347,1.908275e-06
RDKitECFPMorganFP/FGFR1_Linear-SVR,0.754340,0.687889,0.201205,1.998068e-09
RDKitECFPMorganFP/FGFR1_RBF-SVR,0.627859,0.618551,0.335140,2.245132e-09
RDKitECFPMorganFP/FGFR1_DecisionTree,0.836487,0.700777,0.114216,1.078267e-09
RDKitECFPMorganFP/FGFR1_ExtraTrees,0.627323,0.623729,0.335706,1.507189e-07
RDKitECFPMorganFP/FGFR1_RandomForest,0.572094,0.581850,0.394190,1.212806e-07
RDKitECFPMorganFP/FGFR1_KNeighbors,0.830356,0.732290,0.120708,9.981968e-10
RDKitECFPMorganFP/FGFR1_PLS,0.625487,0.612160,0.337651,5.511790e-08
RDKitECFPMorganFP/FGFR1_PLS-SKLEARN,0.633413,0.633453,0.329258,7.151894e-09
RDKitECFPMorganFP/FGFR1_XGBoost,0.713544,0.655485,0.244405,8.517329e-07
RDKitECFPMorganFP/FGFR1_CatBoost,0.578995,0.608888,0.386883,7.004465e-07
RDKitECFPMorganFP/FGFR1_DNN,0.879892,0.731902,0.068253,3.269336e-06
RDKitECFPMorganFP/FGFR3_Linear-SVR,0.373670,0.437777,0.422069,6.249395e-10
RDKitECFPMorganFP/FGFR3_RBF-SVR,0.477673,0.538594,0.261215,5.572634e-10
RDKitECFPMorganFP/FGFR3_DecisionTree,0.708180,0.623597,-0.095295,4.911900e-10
RDKitECFPMorganFP/FGFR3_ExtraTrees,0.483571,0.535353,0.252094,6.168989e-08
RDKitECFPMorganFP/FGFR3_RandomForest,0.546833,0.584978,0.154250,6.468718e-08
RDKitECFPMorganFP/FGFR3_KNeighbors,0.563808,0.615374,0.127996,4.716421e-10
RDKitECFPMorganFP/FGFR3_PLS,0.423120,0.478416,0.345589,1.256069e-08
RDKitECFPMorganFP/FGFR3_PLS-SKLEARN,0.414044,0.474274,0.359626,3.206831e-09
RDKitECFPMorganFP/FGFR3_XGBoost,0.572481,0.545114,0.114582,3.122079e-07
RDKitECFPMorganFP/FGFR3_CatBoost,0.421758,0.511779,0.347695,6.078676e-07
RDKitECFPMorganFP/FGFR3_DNN,0.746733,0.733515,-0.154923,2.050654e-06
RDKitECFPMorganFP/FLT1_Linear-SVR,1.190618,0.868761,0.383797,1.367374e-09
RDKitECFPMorganFP/FLT1_RBF-SVR,1.293831,0.852756,0.330379,1.885932e-09
RDKitECFPMorganFP/FLT1_DecisionTree,1.110281,0.842471,0.425375,8.495168e-10
RDKitECFPMorganFP/FLT1_ExtraTrees,1.399888,0.933190,0.275490,1.180704e-07
RDKitECFPMorganFP/FLT1_RandomForest,1.186166,0.880380,0.386101,9.948516e-08
RDKitECFPMorganFP/FLT1_KNeighbors,3.305068,1.377880,-0.710534,7.209286e-10
RDKitECFPMorganFP/FLT1_PLS,1.066228,0.811829,0.448175,4.175937e-08
RDKitECFPMorganFP/FLT1_PLS-SKLEARN,1.154794,0.862600,0.402338,5.523785e-09
RDKitECFPMorganFP/FLT1_XGBoost,1.203622,0.852871,0.377067,6.646205e-07
RDKitECFPMorganFP/FLT1_CatBoost,1.116442,0.877600,0.422187,7.203638e-07
RDKitECFPMorganFP/FLT1_DNN,1.185348,0.816348,0.386524,3.081551e-06
RDKitECFPMorganFP/FLT3_Linear-SVR,0.853321,0.716116,0.205931,2.777206e-09
RDKitECFPMorganFP/FLT3_RBF-SVR,0.735972,0.666752,0.315132,3.204492e-09
RDKitECFPMorganFP/FLT3_DecisionTree,0.881546,0.716758,0.179665,1.249847e-09
RDKitECFPMorganFP/FLT3_ExtraTrees,0.880419,0.760494,0.180714,1.721635e-07
RDKitECFPMorganFP/FLT3_RandomForest,0.710321,0.691130,0.339001,1.339298e-07
RDKitECFPMorganFP/FLT3_KNeighbors,1.552457,1.015832,-0.444659,3.507423e-09
RDKitECFPMorganFP/FLT3_PLS,0.713960,0.670154,0.335615,6.746634e-08
RDKitECFPMorganFP/FLT3_PLS-SKLEARN,0.713960,0.670154,0.335615,7.987730e-09
RDKitECFPMorganFP/FLT3_XGBoost,0.628170,0.626645,0.415449,9.502540e-07
RDKitECFPMorganFP/FLT3_CatBoost,0.610903,0.646152,0.431516,7.959864e-07
RDKitECFPMorganFP/FLT3_DNN,0.895158,0.745854,0.166998,3.843001e-06
RDKitECFPMorganFP/FLT4_Linear-SVR,0.738893,0.678529,0.239530,1.571846e-09
RDKitECFPMorganFP/FLT4_RBF-SVR,0.640975,0.643912,0.340307,1.835217e-09
RDKitECFPMorganFP/FLT4_DecisionTree,0.940453,0.713245,0.032083,8.779864e-10
RDKitECFPMorganFP/FLT4_ExtraTrees,0.846281,0.726559,0.129005,1.159833e-07
RDKitECFPMorganFP/FLT4_RandomForest,0.691324,0.671482,0.288487,2.227457e-07
RDKitECFPMorganFP/FLT4_KNeighbors,1.067450,0.897604,-0.098622,8.724300e-10
RDKitECFPMorganFP/FLT4_PLS,0.555468,0.588797,0.428310,4.179690e-08
